TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
395048,12464,96A AVE,,,49.177930,-122.877284
395052,12525,96 AVE,,,49.177334,-122.875755
395054,12449,96 AVE,,,49.177334,-122.877849
395055,12554,GROVE CR,,,49.181506,-122.874756
395062,9775,128 ST,,,49.180427,-122.868054
395064,12728,97A AVE,,,49.179740,-122.869837
395065,12748,96A AVE,,,49.177931,-122.869369
395066,12560,96A AVE,,,49.177930,-122.874630
395077,12617,98 AVE,,,49.180974,-122.872879
395082,9950,127A ST,,,49.183580,-122.877432
395084,9703,132 ST,,,49.179016,-122.856986
395087,12943,96 AVE,,,49.177336,-122.863854
395088,9653,129 ST,,,49.178102,-122.864540
395089,9692,129 ST,,,49.178657,-122.864724
395092,9684,128A ST,,,49.178740,-122.866179
395093,9713,129 ST,,,49.179229,-122.865189
395095,9970,SEMIAHMOO RD,,,49.183995,-122.860017
395096,13042,100 AVE,,,49.184274,-122.861078
395097,9967,132 ST,,,49.183860,-122.856763
395098,9942,SEMIAHMOO RD,,,49.183292,-122.859249
395099,13165,99A AVE,,,49.183665,-122.857655
395101,13140,99 AVE,,,49.182447,-122.858593
395105,13154,98A AVE,,,49.181579,-122.857929
395108,9706,129A ST,,,49.179102,-122.863471
395110,13094,98A AVE,,,49.181589,-122.859676
395118,9711,131A ST,,,49.179064,-122.858369
395119,13040,97 AVE,,,49.178660,-122.861273
395121,13028,98 AVE,,,49.180646,-122.861423
363884,12466,75 AVE,,,49.139103,-122.876934
363885,7289,124A ST,,,49.135492,-122.877847
363886,7568,127A ST,,,49.140483,-122.869132
363887,7566,127 ST,,,49.140472,-122.870534
363890,12433,75A AVE,,,49.140197,-122.877996
363891,7277,124A ST,,,49.135383,-122.877802
381382,15958,92 AVE,,,49.169918,-122.780149
381383,9188,159 ST,,,49.169686,-122.781802
381386,9186,156 ST,,,49.169899,-122.789832
381387,9050,156 ST,,,49.167478,-122.789888
381388,15919,91A AVE,,,49.169358,-122.781517
381391,15931,88 AVE,,,49.162920,-122.781179
381392,15831,89 AVE,,,49.164850,-122.783751
381396,15878,88A AVE,,,49.163596,-122.782501
381398,9170,158 ST,,,49.169564,-122.784285
381399,8933,160 ST,,,49.165183,-122.779104
381401,15848,92 AVE,,,49.169931,-122.783212
381404,15630,92 AVE,,,49.169969,-122.789180
381406,15929,91A AVE,,,49.169357,-122.781313
381407,8911,156A ST,,,49.164924,-122.788825
381411,8964,156A ST,,,49.165839,-122.788426
381415,9158,158 ST,,,49.169374,-122.784285
381416,15972,89A AVE,,,49.165473,-122.779991
381427,8954,156A ST,,,49.165674,-122.788428
381429,15889,88 AVE,,,49.162945,-122.782173
381430,15869,91 AVE,,,49.168336,-122.783090
381432,15924,92 AVE,,,49.169909,-122.780837
381437,8853,157 ST,,,49.164156,-122.787483
381439,9067,156A ST,,,49.167818,-122.788822
381440,8944,156A ST,,,49.165510,-122.788431
381441,15772,90 AVE,,,49.166360,-122.785300
381445,15946,89A AVE,,,49.165369,-122.780296
381446,15938,92 AVE,,,49.169899,-122.780596
381450,15959,91A AVE,,,49.169347,-122.780812
381454,15863,89 AVE,,,49.164845,-122.782763
381455,15784,90 AVE,,,49.166358,-122.785046
381457,15867,88 AVE,,,49.162947,-122.782726
381459,15938,89A AVE,,,49.165407,-122.780540
381462,15969,91A AVE,,,49.169273,-122.780759
381465,15875,89 AVE,,,49.164844,-122.782516
381466,15792,90 AVE,,,49.166356,-122.784775
381477,15883,89 AVE,,,49.164843,-122.782270
381480,15820,91 AVE,,,49.168637,-122.783335
381481,15926,89A AVE,,,49.165410,-122.781030
381485,8883,157 ST,,,49.164641,-122.787331
381487,8910,156A ST,,,49.164852,-122.788440
381489,15797,89A AVE,,,49.165695,-122.784803
381495,15940,91A AVE,,,49.169100,-122.781042
381498,9074,156 ST,,,49.167940,-122.789881
381502,15836,91 AVE,,,49.168467,-122.783470
381503,15912,89A AVE,,,49.165410,-122.781521
381508,15934,88A AVE,,,49.163590,-122.781172
381512,15850,91 AVE,,,49.168313,-122.783442
381513,15906,89A AVE,,,49.165413,-122.781763
381515,15849,88 AVE,,,49.162932,-122.783255
381523,15896,89A AVE,,,49.165415,-122.782013
381524,15846,91A AVE,,,49.169146,-122.783151
381527,9097,156A ST,,,49.168254,-122.788906
381535,15958,88A AVE,,,49.163588,-122.780472
381540,15876,89A AVE,,,49.165417,-122.782517
381541,15822,91A AVE,,,49.169125,-122.783681
381542,15671,91A AVE,,,49.169359,-122.787701
381543,9004,156 ST,,,49.166602,-122.789874
381545,9079,156A ST,,,49.167942,-122.788853
381551,9148,158 ST,,,49.169022,-122.784278
381558,15888,91 AVE,,,49.168080,-122.782457
381561,8838,156A ST,,,49.163536,-122.788460
381568,15837,91A AVE,,,49.169393,-122.783515
381577,15843,91A AVE,,,49.169455,-122.783251
381579,8812,156A ST,,,49.163191,-122.788452
381585,9122,158 ST,,,49.168660,-122.784294
381591,8917,160 ST,,,49.164874,-122.779140
381593,15987,88A AVE,,,49.163869,-122.779190
381594,8938,158 ST,,,49.165381,-122.784307
381600,9110,158 ST,,,49.168321,-122.784244
381601,8930,158 ST,,,49.165204,-122.784312
381602,15868,91A AVE,,,49.169266,-122.782906
381604,8815,160 ST,,,49.162937,-122.779082
381606,9098,158 ST,,,49.168117,-122.784301
381609,9090,158 ST,,,49.167932,-122.784306
381614,8952,157 ST,,,49.165594,-122.787023
381615,15628,90 AVE,,,49.166366,-122.789367
381631,8823,156A ST,,,49.163210,-122.788849
381666,8973,156A ST,,,49.165979,-122.788782
381667,8868,157A ST,,,49.164012,-122.785723
381675,8873,158 ST,,,49.164166,-122.784703
395447,11697,98A AVE,,,49.181908,-122.898536
395449,11960,97 AVE,,,49.178912,-122.891154
355670,6189,127A ST,,,49.114830,-122.869442
355680,6218,126 ST,,,49.115823,-122.873270
355682,12661,61B AVE,,,49.114692,-122.871563
355683,6101,127 ST,,,49.113261,-122.870689
355687,6195,128 ST,,,49.115369,-122.868089
355696,6196,127A ST,,,49.114833,-122.869081
355701,12446,64 AVE,,,49.119037,-122.878071
355704,6129,126 ST,,,49.114111,-122.873708
376736,12138,95A AVE,,,49.176086,-122.886483
376737,12050,92A AVE,,,49.171194,-122.888771
376740,12126,95A AVE,,,49.176085,-122.886746
376741,12053,92 AVE,,,49.170587,-122.888790
376746,12338,94A AVE,,,49.174468,-122.880860
376750,12348,94A AVE,,,49.174470,-122.880592
376752,12140,96 AVE,,,49.176977,-122.886350
376754,12171,94A AVE,,,49.174781,-122.885447
376758,9569,124 ST,,,49.176628,-122.879483
376764,12090,92A AVE,,,49.171206,-122.887710
376767,12351,95A AVE,,,49.176423,-122.880521
376768,12121,94A AVE,,,49.174778,-122.887025
376771,12116,94A AVE,,,49.174453,-122.887026
376775,12115,94 AVE,,,49.173914,-122.887026
376780,12186,96 AVE,,,49.176976,-122.884925
376782,12177,94 AVE,,,49.173920,-122.885189
376783,12390,95 AVE,,,49.175360,-122.879512
376786,12307,95 AVE,,,49.175630,-122.881787
376790,12357,95 AVE,,,49.175637,-122.880375
381683,15817,88 AVE,,,49.162920,-122.784672
381684,8928,156 ST,,,49.165231,-122.789868
381686,15793,88 AVE,,,49.162923,-122.785116
381692,15714,92 AVE,,,49.169959,-122.786762
381694,15768,92 AVE,,,49.169952,-122.785241
381696,15722,92 AVE,,,49.169958,-122.786515
381699,15796,92 AVE,,,49.169961,-122.784718
381702,8815,156A ST,,,49.163061,-122.788855
381703,8995,156 ST,,,49.166300,-122.790346
381705,15529,89A AVE,,,49.165285,-122.792117
381706,8987,156 ST,,,49.166188,-122.790343
381710,15571,89B AVE,,,49.166097,-122.791013
381713,15555,89A AVE,,,49.165283,-122.791407
381714,8935,155A ST,,,49.164724,-122.791754
381716,15545,89B AVE,,,49.166111,-122.791690
381718,15566,89A AVE,,,49.165033,-122.791137
381719,15537,89B AVE,,,49.166142,-122.791915
381721,8949,156 ST,,,49.165368,-122.790319
381722,15582,89A AVE,,,49.165032,-122.790676
381723,15525,89B AVE,,,49.165986,-122.792097
381725,15591,89 AVE,,,49.164629,-122.790439
381728,15573,89 AVE,,,49.164630,-122.790849
381729,15552,89B AVE,,,49.165857,-122.791499
381735,15588,89 AVE,,,49.164426,-122.790468
381738,15545,91 AVE,,,49.168487,-122.791420
381740,15581,91 AVE,,,49.168495,-122.790642
381741,15593,91 AVE,,,49.168495,-122.790373
381769,9586,153A ST,,,49.176607,-122.796758
381778,9364,152 ST,,,49.172923,-122.800966
381779,15306,96 AVE,,,49.176689,-122.798218
381781,9436,153A ST,,,49.173991,-122.796853
381786,15300,96 AVE,,,49.176683,-122.798471
381792,15421,92 AVE,,,49.170265,-122.795087
381795,9442,155A ST,,,49.174096,-122.791241
381796,9545,156 ST,,,49.175883,-122.790212
381797,9431,154 ST,,,49.173994,-122.795907
381798,9238,152 ST,,,49.170696,-122.801000
381800,15232,94 AVE,,,49.173327,-122.800293
381801,9580,152 ST,,,49.176578,-122.800810
381802,15290,96 AVE,,,49.176681,-122.798720
381803,9572,153A ST,,,49.176316,-122.796729
381805,9445,152A ST,,,49.174298,-122.799884
381810,15578,95A AVE,,,49.176078,-122.790685
381811,15252,92A AVE,,,49.170948,-122.800144
381813,9286,155A ST,,,49.172186,-122.791376
381815,9566,152 ST,,,49.176352,-122.800789
381816,15280,96 AVE,,,49.176680,-122.798969
381821,9334,152 ST,,,49.172438,-122.800964
381822,9433,156 ST,,,49.174103,-122.790227
381824,15258,92A AVE,,,49.170866,-122.800066
381831,9461,152A ST,,,49.174623,-122.799889
381833,15562,95A AVE,,,49.176151,-122.790940
381834,15266,92A AVE,,,49.170835,-122.799843
381835,9546,152 ST,,,49.176016,-122.800790
381836,15260,96 AVE,,,49.176677,-122.799453
381839,9469,152A ST,,,49.174769,-122.799892
381842,15559,95A AVE,,,49.176255,-122.790975
381843,15280,92A AVE,,,49.170895,-122.799600
381851,15565,95A AVE,,,49.176343,-122.790910
381852,15286,92A AVE,,,49.170900,-122.799348
381853,9565,152A ST,,,49.176172,-122.799891
381857,9294,152 ST,,,49.171773,-122.800987
381858,15560,96 AVE,,,49.176743,-122.791194
378037,8907,EDINBURGH DR,,,49.164588,-122.859198
378044,9050,PRINCE CHARLES BLVD,,,49.167060,-122.864355
378046,13155,INVERNESS PL,,,49.164984,-122.858086
378047,9058,PRINCE CHARLES BLVD,,,49.167193,-122.863839
378051,9070,PRINCE CHARLES BLVD,,,49.167365,-122.863151
378053,8972,EDINBURGH DR,,,49.165807,-122.858074
411474,7855,123A ST,,,49.145704,-122.880695
411475,7837,123A ST,,,49.145371,-122.880696
411476,7948,122A ST,,,49.147534,-122.883004
411479,7947,123 ST,,,49.147543,-122.882068
411482,7844,123A ST,,,49.145653,-122.880255
411485,7986,122 ST,,,49.147998,-122.884390
411553,7828,126A ST,,,49.145099,-122.872007
411555,7644,126A ST,,,49.141798,-122.871939
411557,7720,127 ST,,,49.143166,-122.870600
411563,7737,127 ST,,,49.143454,-122.871041
411564,7755,127 ST,,,49.143786,-122.871044
411568,7621,126A ST,,,49.141523,-122.872374
411570,12450,78A AVE,,,49.145424,-122.877379
411573,12471,79A AVE,,,49.147598,-122.876641
411574,12462,80 AVE,,,49.148168,-122.876819
411576,12457,78A AVE,,,49.145664,-122.877090
411579,7986,125 ST,,,49.147941,-122.875342
411580,7914,125 ST,,,49.146973,-122.875307
411581,7824,125 ST,,,49.145199,-122.875475
411582,7742,124 ST,,,49.143741,-122.878836
411586,7934,126A ST,,,49.146775,-122.871937
411602,12509,77B AVE,,,49.144436,-122.875953
411613,7910,124 ST,,,49.146915,-122.878846
411617,7229,130 ST,,,49.134324,-122.862473
411618,12822,76 AVE,,,49.140876,-122.867364
411620,13084,73A AVE,,,49.136313,-122.859908
411621,7577,129A ST,,,49.140490,-122.863943
411622,7273,130 ST,,,49.135058,-122.862481
411626,13154,73A AVE,,,49.136281,-122.858056
411627,13164,73A AVE,,,49.136277,-122.857790
411628,7280,131 ST,,,49.135195,-122.859281
411629,7556,SINCLAIR CR,,,49.139620,-122.864913
411630,7397,131A ST,,,49.137141,-122.858276
411632,13122,74 AVE,,,49.137293,-122.859088
411636,12985,74 AVE,,,49.137523,-122.862677
411638,13009,74 AVE,,,49.137514,-122.862053
418909,15269,83B AVE,,,49.154652,-122.799431
418910,16660,63A AVE,,,49.117114,-122.760783
418914,5888,135A ST,,,49.109550,-122.846849
418915,6336,166 ST,,,49.117308,-122.762276
418917,14389,76A AVE,,,49.141651,-122.823856
418919,16867,81A AVE,,,49.150762,-122.754593
418920,8170,168A ST,,,49.151162,-122.755012
418921,11033,168 ST,,,49.203550,-122.761694
418922,6331,165A ST,,,49.117133,-122.763700
418925,8342,144A ST,,,49.154527,-122.822037
418928,5843,139 ST,,,49.109340,-122.838654
418929,5839,139 ST,,,49.109248,-122.838540
418932,7898,169 ST,,,49.145898,-122.753500
418939,6361,165A ST,,,49.117664,-122.763705
418947,12791,90 AVE,,,49.167289,-122.868323
419011,7420,149 ST,,,49.137954,-122.810088
419015,6611,187A ST,,,49.122801,-122.702987
419021,16538,63B AVE,,,49.117893,-122.764169
419027,9059,141A ST,,,49.167600,-122.831767
419032,5883,136 ST,,,49.109552,-122.845691
419034,6320,166 ST,,,49.117016,-122.762302
419040,16203,79A AVE,,,49.147629,-122.772875
419042,16208,80 AVE,,,49.148098,-122.772907
419046,15293,83B AVE,,,49.154619,-122.798877
419052,16383,113B AVE,,,49.209018,-122.770655
419053,6332,167A ST,,,49.117223,-122.758866
419066,11748,RIVER RD,,,49.185373,-122.897144
419068,14111,90 AVE,,,49.166603,-122.832604
419069,16031,98B AVE,,,49.182389,-122.777915
419077,8330,152 ST,,,49.154569,-122.800970
419078,14881,72 AVE,,,49.133888,-122.809972
419079,6328,166 ST,,,49.117166,-122.762288
419080,10036,130 ST,,,49.185321,-122.861405
419085,14933,35 AVE,,,49.065970,-122.808721
419087,7372,145 ST,,,49.136862,-122.820347
419091,11756,RIVER RD,,,49.185457,-122.896947
419095,6320,187 ST,,,49.117381,-122.704473
419096,14395,76A AVE,,,49.141607,-122.823672
419098,11127,164A ST,,,49.204675,-122.766007
419099,17002,86A AVE,,,49.160685,-122.750590
419100,8111,146 ST,,,49.150118,-122.817803
419104,9093,141B ST,,,49.167986,-122.829636
419107,16965,86A AVE,,,49.160907,-122.752392
419115,5845,139 ST,,,49.109428,-122.838762
419117,6340,167A ST,,,49.117361,-122.758865
419118,6270,132A ST,,,49.116499,-122.855542
419125,15931,95A AVE,,,49.176051,-122.781127
419134,11772,RIVER RD,,,49.185671,-122.896452
419135,6273,132A ST,,,49.116611,-122.855840
419141,14835,74 AVE,,,49.137819,-122.811192
435129,18841,68 AVE,,,49.126313,-122.700161
435137,12460,95A AVE,,,49.176107,-122.877560
441761,19496,67A AVE,,,49.125242,-122.683470
442733,19467,67A AVE,,,49.125494,-122.683954
442775,18908,68A AVE,,,49.127023,-122.698021
442800,19493,67A AVE,,,49.125484,-122.683458
443218,6770,193A ST,,,49.126043,-122.687286
443219,6762,193A ST,,,49.125956,-122.687284
443220,6754,193A ST,,,49.125869,-122.687290
443227,19461,67A AVE,,,49.125495,-122.684072
443979,6746,193A ST,,,49.125784,-122.687296
444023,14891,76A AVE,,,49.142182,-122.810279
445048,19161,69A AVE,,,49.129350,-122.692153
445058,19156,70 AVE,,,49.129879,-122.692153
445203,7747,146A ST,,,49.143689,-122.816521
445357,19167,69A AVE,,,49.129349,-122.692020
445370,6913,192 ST,,,49.128670,-122.691144
445371,6921,192 ST,,,49.128762,-122.691133
445372,6933,192 ST,,,49.128937,-122.691135
445378,19166,70 AVE,,,49.129881,-122.691892
445379,19160,70 AVE,,,49.129879,-122.692021
445395,14691,60 AVE,,,49.111950,-122.815274
445396,14695,60 AVE,,,49.111947,-122.815149
445429,6711,193B ST,,,49.125267,-122.686525
445430,6707,193B ST,,,49.125180,-122.686524
445433,6738,193A ST,,,49.125699,-122.687305
445434,6730,193A ST,,,49.125618,-122.687300
445435,6722,193A ST,,,49.125528,-122.687306
445799,6051,152 ST,,,49.112640,-122.801285
445858,6983,192 ST,,,49.129708,-122.691145
445859,6941,192 ST,,,49.129029,-122.691124
445860,6927,192 ST,,,49.128848,-122.691143
445921,19177,69A AVE,,,49.129351,-122.691775
446516,6719,193B ST,,,49.125349,-122.686528
446549,19174,70 AVE,,,49.129883,-122.691768
446550,6704,193A ST,,,49.125184,-122.687289
446551,6708,193A ST,,,49.125266,-122.687285
446754,6989,192 ST,,,49.129792,-122.691141
446778,19199,70 AVE,,,49.130153,-122.691160
406027,12914,108 AVE,,,49.198805,-122.864343
406028,13044,108 AVE,,,49.198805,-122.861013
406029,10788,128 ST,,,49.198619,-122.867268
406033,10526,131A ST,,,49.193787,-122.857763
406034,10769,132 ST,,,49.198324,-122.856723
406036,10542,131A ST,,,49.194127,-122.857760
406040,12839,OLD YALE RD,,,49.196047,-122.866388
406047,10545,132 ST,,,49.194265,-122.856724
406052,13088,106A AVE,,,49.196029,-122.859643
406055,13182,106A AVE,,,49.196028,-122.856995
406060,10683,130 ST,,,49.196794,-122.862586
406068,13150,107A AVE,,,49.197814,-122.857862
406075,10595,132 ST,,,49.195172,-122.856700
406084,10768,132 ST,,,49.198395,-122.856227
406088,10730,132A ST,,,49.197679,-122.854891
406090,10606,132 ST,,,49.195513,-122.856210
406091,10436,132 ST,,,49.192398,-122.856165
406093,13310,108 AVE,,,49.198754,-122.853581
406134,10559,139 ST,,,49.194501,-122.837211
406143,10457,138A ST,,,49.192558,-122.838602
406145,10653,138A ST,,,49.196114,-122.838559
406146,10656,138A ST,,,49.196274,-122.838061
406175,10663,138 ST,,,49.196341,-122.839911
406186,13788,105A AVE,,,49.194259,-122.840086
406187,10605,141A ST,,,49.195333,-122.830201
406188,10579,144 ST,,,49.194673,-122.823775
406190,14290,108 AVE,,,49.198621,-122.825983
406191,10635,141A ST,,,49.195827,-122.830199
406195,10668,141A ST,,,49.196458,-122.829700
406199,10716,141 ST,,,49.197306,-122.831090
406201,10650,141 ST,,,49.196155,-122.831097
406206,10745,142A ST,,,49.197733,-122.827421
406207,10625,142A ST,,,49.195744,-122.827441
406210,10665,141 ST,,,49.196605,-122.831590
406231,10477,144 ST,,,49.192865,-122.823340
406241,10386,143 ST,,,49.191123,-122.825644
406242,10325,142 ST,,,49.189937,-122.828847
406243,14078,102 AVE,,,49.187218,-122.832158
406246,14175,101 AVE,,,49.186187,-122.829383
406248,14255,101 AVE,,,49.186194,-122.827282
406249,14241,100A AVE,,,49.185300,-122.827283
406256,14178,101 AVE,,,49.185920,-122.829066
406261,10191,141 ST,,,49.187641,-122.831620
406268,10040,143A ST,,,49.184917,-122.824227
406269,10045,143A ST,,,49.185084,-122.824599
406275,10206,142A ST,,,49.187919,-122.826893
406277,10231,142A ST,,,49.188375,-122.827378
406279,14066,103A AVE,,,49.190353,-122.832381
418902,16547,63B AVE,,,49.118102,-122.763930
418904,7348,148 ST,,,49.136371,-122.812005
383300,9536,164 ST,,,49.175289,-122.767476
383303,9324,164 ST,,,49.171779,-122.767490
383304,9338,164 ST,,,49.172048,-122.767489
383384,13995,TRITES RD,,,49.102073,-122.834531
383385,14037,TRITES RD,,,49.102138,-122.833611
383434,13281,COULTHARD RD,,,49.102400,-122.854531
383475,19459,0 AVE,,,49.002365,-122.684100
383480,19538,3A AVE,,,49.006728,-122.681621
383489,19560,5 AVE,,,49.010357,-122.681502
383556,285,171 ST,,,49.007337,-122.750054
383593,17095,0 AVE,,,49.002256,-122.749220
383622,19586,16 AVE,,,49.030867,-122.680586
383678,1916,176 ST,,,49.036673,-122.734964
383687,1668,177 ST,,,49.032358,-122.732961
383771,2048,176 ST,,,49.039334,-122.734990
383787,2136,176 ST,,,49.040863,-122.734791
383841,16996,21 AVE,,,49.040064,-122.751818
383900,2166,168 ST,,,49.041378,-122.756788
383947,17457,20 AVE,,,49.038699,-122.739241
383953,17075,16 AVE,,,49.031854,-122.749053
383962,1833,169 ST,,,49.035232,-122.754500
384012,16955,28 AVE,,,49.053116,-122.752767
384017,17049,30A AVE,,,49.057081,-122.750696
384044,17514,32 AVE,,,49.059963,-122.737704
384062,17555,24 AVE,,,49.045870,-122.736452
384097,17175,27A AVE,,,49.052321,-122.746887
384110,17513,26 AVE,,,49.049469,-122.737724
384122,17523,HILLVIEW PL,,,49.056784,-122.737253
384139,17241,HILLVIEW PL,,,49.056860,-122.744869
384141,17218,HILLVIEW PL,,,49.056535,-122.745576
384226,16939,26 AVE,,,49.049497,-122.753362
384238,3022,176 ST,,,49.057105,-122.735059
384242,18205,24 AVE,,,49.045867,-122.718555
384270,2940,190 ST,,,49.055352,-122.696584
384276,3084,188 ST,,,49.057973,-122.702028
384332,4569,195A ST,,,49.085386,-122.680832
384355,17277,0 AVE,,,49.002263,-122.744176
384385,5560,184 ST,,,49.103459,-122.712449
384394,5365,186A ST,,,49.099762,-122.706462
384401,5355,186A ST,,,49.099468,-122.706478
384414,18510,54 AVE,,,49.100338,-122.709607
384418,5528,185A ST,,,49.103495,-122.707982
384425,18656,53A AVE,,,49.099201,-122.705655
384430,18668,53A AVE,,,49.099200,-122.705257
384441,18608,54 AVE,,,49.100344,-122.707432
384445,18626,54A AVE,,,49.101718,-122.706523
384452,5515,185 ST,,,49.103160,-122.710007
384475,5419,192 ST,,,49.101413,-122.691470
384522,5537,181A ST,,,49.102710,-122.719226
384548,5515,183A ST,,,49.102173,-122.714579
384554,18314,55 AVE,,,49.102085,-122.715847
384559,18181,55B AVE,,,49.103573,-122.718741
384564,5824,172 ST,,,49.108184,-122.745854
384569,5890,173 ST,,,49.109349,-122.742451
384580,5781,173 ST,,,49.107465,-122.742691
384601,17570,60 AVE,,,49.111339,-122.735858
399090,12457,69 AVE,,,49.128461,-122.877442
399091,12473,69 AVE,,,49.128461,-122.876951
399092,12459,68 AVE,,,49.126778,-122.877332
399093,6878,126A ST,,,49.128014,-122.871970
399094,6960,126A ST,,,49.129264,-122.871851
399095,12719,68A AVE,,,49.127628,-122.870228
399096,12711,69 AVE,,,49.128334,-122.870267
399097,6906,127A ST,,,49.128394,-122.869015
399098,6859,128 ST,,,49.127845,-122.868033
399100,6979,127A ST,,,49.129627,-122.869393
399101,6416,121A ST,,,49.119536,-122.885775
399103,12429,64 AVE,,,49.119361,-122.877968
399104,12325,66 AVE,,,49.123072,-122.881088
399106,6687,124A ST,,,49.124530,-122.877682
399107,6481,123A ST,,,49.120773,-122.880491
399108,12245,65A AVE,,,49.122257,-122.883550
399109,6656,123 ST,,,49.123966,-122.881689
399111,12771,64 AVE,,,49.119266,-122.868637
399112,6722,124 ST,,,49.125155,-122.878763
413323,13409,84 AVE,,,49.155585,-122.850970
413324,13376,84A AVE,,,49.156142,-122.851758
413325,13373,84A AVE,,,49.156379,-122.851707
413326,8478,133A ST,,,49.156749,-122.852254
413327,8477,134A ST,,,49.156417,-122.850963
413328,8453,133A ST,,,49.156442,-122.852865
413329,13449,85 AVE,,,49.156810,-122.850074
413330,8522,134 ST,,,49.157430,-122.851873
413331,13493,84A AVE,,,49.156404,-122.848745
413332,13385,87B AVE,,,49.162269,-122.851807
413335,13372,87B AVE,,,49.161945,-122.852182
413336,13403,87A AVE,,,49.161361,-122.851326
413344,8726,TULSY CR,,,49.161347,-122.853919
413345,13336,87B AVE,,,49.161935,-122.853173
435139,19231,68 AVE,,,49.126511,-122.689882
435140,19235,68 AVE,,,49.126508,-122.689758
435170,14646,58 AVE,,,49.108040,-122.816650
435171,14636,58 AVE,,,49.108039,-122.816879
435176,14616,58 AVE,,,49.108038,-122.817332
435177,14626,58 AVE,,,49.108039,-122.817100
435582,16240,80 AVE,,,49.148095,-122.772117
435585,18875,68 AVE,,,49.126336,-122.699180
435588,18869,68 AVE,,,49.126333,-122.699308
435589,18855,68 AVE,,,49.126324,-122.699676
435591,12159,96 AVE,,,49.177316,-122.886003
435602,6640,192 ST,,,49.124251,-122.690679
435606,18870,68A AVE,,,49.126992,-122.699398
435628,17164,65 AVE,,,49.120174,-122.747096
435637,14189,72 AVE,,,49.133872,-122.829414
435641,14856,69 AVE,,,49.128169,-122.810792
435658,6865,192A ST,,,49.127591,-122.689566
435668,18955,68 AVE,,,49.126376,-122.697391
435670,18945,68 AVE,,,49.126373,-122.697523
435672,18845,68 AVE,,,49.126316,-122.700048
435674,19241,68 AVE,,,49.126508,-122.689643
435700,14333,72A AVE,,,49.134775,-122.825071
435706,6863,151A ST,,,49.127702,-122.803349
435711,19253,68 AVE,,,49.126507,-122.689395
435734,7085,150A ST,,,49.131668,-122.805298
436186,15118,70A AVE,,,49.130859,-122.803235
436189,19095,69 AVE,,,49.128551,-122.693774
436195,19238,68A AVE,,,49.127060,-122.689600
436197,19232,68A AVE,,,49.127060,-122.689746
436198,19228,68A AVE,,,49.127055,-122.689888
436204,19247,68 AVE,,,49.126508,-122.689519
436206,18876,68A AVE,,,49.126995,-122.699266
436214,14897,69 AVE,,,49.128449,-122.809521
436269,19499,66A AVE,,,49.124670,-122.683485
436271,14935,34B AVE,,,49.065355,-122.808114
436303,19248,68A AVE,,,49.127051,-122.689481
436304,19266,68A AVE,,,49.127033,-122.689215
436305,19252,68A AVE,,,49.127039,-122.689357
436311,18877,68 AVE,,,49.126338,-122.699058
436321,6780,193 ST,,,49.126136,-122.688481
436347,19405,66A AVE,,,49.124681,-122.685092
436350,19459,66A AVE,,,49.124673,-122.684203
436352,5948,165A ST,,,49.110695,-122.763718
436356,6861,192A ST,,,49.127507,-122.689562
436359,18852,68A AVE,,,49.126981,-122.699913
436360,18865,68 AVE,,,49.126330,-122.699425
436364,10318,167A ST,,,49.190220,-122.757484
436380,14606,58 AVE,,,49.108037,-122.817545
436384,18925,68 AVE,,,49.126364,-122.697770
436385,18935,68 AVE,,,49.126370,-122.697641
436386,18915,68 AVE,,,49.126365,-122.697871
436397,18835,68 AVE,,,49.126307,-122.700450
436412,8907,154 ST,,,49.164851,-122.795154
436414,12131,90 AVE,,,49.166992,-122.886826
437158,18936,68A AVE,,,49.127035,-122.697506
437160,18928,68A AVE,,,49.127032,-122.697629
437161,18922,68A AVE,,,49.127029,-122.697780
437192,6852,192 ST,,,49.127321,-122.690608
437207,6605,193B ST,,,49.123849,-122.686516
437208,6666,192 ST,,,49.124412,-122.690674
437228,19318,68 AVE,,,49.126264,-122.688315
437239,7918,134 ST,,,49.146641,-122.851019
437290,8450,148 ST,,,49.156467,-122.812224
437310,6832,192 ST,,,49.126867,-122.690569
437311,6840,192 ST,,,49.126949,-122.690570
437980,6033,129B ST,,,49.112578,-122.863391
438140,8931,134A ST,,,49.165199,-122.850818
438148,13280,90 AVE,,,49.166145,-122.854710
438151,6808,192 ST,,,49.126539,-122.690567
438173,18893,68 AVE,,,49.126347,-122.698691
438174,19373,66 AVE,,,49.123829,-122.686170
438175,19146,70 AVE,,,49.129876,-122.692408
438206,19399,66 AVE,,,49.123824,-122.685536
438207,19389,66 AVE,,,49.123838,-122.685795
438211,19393,66 AVE,,,49.123834,-122.685680
438216,6748,193 ST,,,49.125802,-122.688453
438224,18916,68A AVE,,,49.127026,-122.697898
438225,18848,68A AVE,,,49.126978,-122.700035
438270,12278,100A AVE,,,49.185575,-122.881536
438283,19147,70 AVE,,,49.130117,-122.692257
438284,19141,70 AVE,,,49.130130,-122.692380
438285,19135,70 AVE,,,49.130124,-122.692500
438294,7557,143B ST,,,49.140160,-122.824713
438304,19221,68 AVE,,,49.126514,-122.690035
438357,18856,68A AVE,,,49.126983,-122.699795
438363,18909,68 AVE,,,49.126362,-122.697998
410832,6515,128A ST,,,49.121173,-122.866585
410833,6473,128B ST,,,49.120347,-122.865648
