STRUCTURE_TYPE,STRUCTURE_TYPE2,DESCRIPTION,LOCATION,STRUCTURE_DETAIL_TYPE,SPECIAL_FEATURES,MATERIAL_TYPE,WIDTH_M,SEATING_TYPE,GIFT_DONATION,PLAQUE_DETAIL,BENCH_STYLE,CAPACITY,DIMENSION_M2,COMPONENT_TYPE,SURFACE_MATERIAL,WINTERIZED,LENGTH_M,HOUSE_NO,STATUS,STATUS_DATE,PARK_OWNERSHIP,INSERVICE_DATE,INSERVICE_COST,CONDITION,YRS_LIFE_EXPECTANCY,WARRANTYDATE,WARRANTY_PROVIDER,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,Latitude,Longitude
3,Shelters and Tables,"Table #10 - Permanent; Green Timbers Urban Forest Park, 14698 96 Ave","east side of lake, in picnic area",,,Plastic,,,,,,,,Table - Permanent,,,,14698,OPERATING,20091023145700,,20090801,0,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,49.180771,-122.820003
0,Benches and Bleachers,"Alluminum Bleacher; Cloverdale Ball Park, 17383 61A Ave",Cloverdale Ball Park - Ref#38 - 1st Baseline of Dia-BB 2,,,Wood,0,Bleacher,,,,0,,,,,4.5,17383,OPERATING,,,,0,,,,Cloverdale Ball Park - Ref#38 - 1st Baseline of Dia-BB 2,"Cloverdale Ball Park, 17383 61A Ave",,49.115342,-122.740611
0,Benches and Bleachers,"Wood Bleacher; Cloverdale Ball Park, 17383 61A Ave",Cloverdale Ball Park - Ref#42 - 1st Baseline of Dia-BB 4,,,Wood,0,Bleacher,,,,0,,,,,5.5,17383,OPERATING,,,,0,,,,Cloverdale Ball Park - Ref#42 - 1st Baseline of Dia-BB 4,"Cloverdale Ball Park, 17383 61A Ave",,49.115956,-122.740913
0,Benches and Bleachers,"Wood Bleacher; Cloverdale Ball Park, 17383 61A Ave",Cloverdale Ball Park - Ref#43 - Dia-BB 4 - 3rd base line,,,Wood,0,Bleacher,,,,0,,,,,5.5,17383,OPERATING,,,,0,,,,Cloverdale Ball Park - Ref#43 - Dia-BB 4 - 3rd base line,"Cloverdale Ball Park, 17383 61A Ave",,49.115835,-122.740738
0,Benches and Bleachers,"Wood Bleacher; Cloverdale Ball Park, 17383 61A Ave",Cloverdale Ball Park - Ref#44 - Mid-outfield of Dia-BB 4,,,Wood,0,Bleacher,,,,0,,,,,5.5,17383,OPERATING,,,,0,,,,Cloverdale Ball Park - Ref#44 - Mid-outfield of Dia-BB 4,"Cloverdale Ball Park, 17383 61A Ave",,49.115713,-122.741587
1,Gates,"Playbox; Maple Green Park, 8959 150 St",Adjacent to games 1,,,,,,,,,,,,,,,08959,OPERATING,,,20170301,,,,,,"Maple Green Park, 8959 150 St",Park,49.164675,-122.807924
1,Gates,"Playbox; Holly Park, 10706 148 St",adjacent to the caretakers,,,,,,,,,,,,,,,,OPERATING,,,,,,,,,,,49.197160,-122.811110
1,Gates,"Playbox; Bridgeview Park, 11475 126A St",adjacent to Tennis 1,,,,,,,,,,,,,,,11475,OPERATING,,,20170301,,,,,,"Bridgeview Park, 11475 126A St",,49.210747,-122.871636
6,Other,"Playbox; Bakerview Park, 1845 154 St",adjacent to playground,,,,,,,,,,,,,,,01845,OPERATING,,,,,,,,,"Bakerview Park, 1845 154 St",Park,49.035018,-122.797162
6,Other,"Playbox; Panorama Village Park, 14899 57 Ave",Adjacent to playground,,,,,,,,,,,,,,,14899,OPERATING,,,20170301,,,,,,"Panorama Village Park, 14899 57 Ave",Park,49.106616,-122.809526
6,Other,"Playbox; T.E. Scott Elementary School Park, 6998 148 St",adjacent to playground,,,,,,,,,,,,,,,14901,OPERATING,,,20170301,,,,,,"T.E. Scott Elementary School Park, 6998 148 St",,49.130202,-122.811229
0,Benches and Bleachers,"Wood Bleachers; Sunnyside Park, 15455 - 26 Ave",Sunnyside Park - Ref#175 - Dia-SB 5 - 3rd baseline,,,Wood,0,Bleacher,,,,0,,,,,,15455,OPERATING,,,,0,,,,Sunnyside Park - Ref#175 - Dia-SB 5 - 3rd baseline,"Sunnyside Park, 15455 26 Ave",,49.049505,-122.792748
0,Benches and Bleachers,"Wood Bleachers; Sunnyside Park, 15455 - 26 Ave",Sunnyside Park - Ref#176 - Dia-SB 6 - 1st baseline,,,Wood,0,Bleacher,,,,0,,,,,,15455,OPERATING,,,,0,,,,Sunnyside Park - Ref#176 - Dia-SB 6 - 1st baseline,"Sunnyside Park, 15455 26 Ave",,49.049395,-122.790971
0,Benches and Bleachers,"Wood Bleachers; Sunnyside Park, 15455 - 26 Ave",Sunnyside Park - Ref#177 - Dia-SB 6 - 3rd baseline,,,Wood,0,Bleacher,,,,0,,,,,,15455,OPERATING,,,,0,,,,Sunnyside Park - Ref#177 - Dia-SB 6 - 3rd baseline,"Sunnyside Park, 15455 26 Ave",,49.049319,-122.791069
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#178 - Dia-SB 1 - 3rd base line,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#178 - Dia-SB 1 - 3rd base line,"Tamanawis Park, 12515 64 Ave",,49.120239,-122.874677
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#179 - Dia-SB 3 - 1st base line,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#179 - Dia-SB 3 - 1st base line,"Tamanawis Park, 12515 64 Ave",,49.120616,-122.874679
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#184 - Field Hockey 2 - South Side,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#184 - Field Hockey 2 - South Side,"Tamanawis Park, 12515 64 Ave",,49.120503,-122.873719
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#185 - Field Hockey 2 - South Side,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#185 - Field Hockey 2 - South Side,"Tamanawis Park, 12515 64 Ave",,49.120503,-122.873621
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#186 - Field Hockey 2 - South Side,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#186 - Field Hockey 2 - South Side,"Tamanawis Park, 12515 64 Ave",,49.120502,-122.873555
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#187 - Field Hockey 2 - South Side,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#187 - Field Hockey 2 - South Side,"Tamanawis Park, 12515 64 Ave",,49.120498,-122.873374
1,Gates,"2 Bicycle Baffles; William Watson Park, 16510 80 Ave",165 St entrance pathway,Bicycle Baffle,,,,,,,,,,,,,,07893,OPERATING,,,,0,,,,,"William Watson Park, 16510 80 Ave",,49.145933,-122.764337
1,Gates,"2 Barrier Gates; Darts Hill Garden Park, 1660 168 St",entrance off 16 Ave at 170 St South gate,Barrier - Single,,,,,,,,,,,,,,01660,OPERATING,20011121,,20001016,0,,,,,"Darts Hill Garden Park, 1660 168 St",,49.031643,-122.751748
0,Benches and Bleachers,"Benches; Watson Park - 77B, 6269 - 180A St",Playground,,,,0,Bench,,,,0,,,,,,06269,OPERATING,,,,0,,,,,"Watson Park, 6269 180A St",,49.116424,-122.721421
0,Benches and Bleachers,"Fixed Location Benches; Watson Park - 77B, 6269 - 180A St",Playground,,,,0,Bench,,,,0,,,,,,06269,OPERATING,,,,0,,,,,"Watson Park, 6269 180A St",,49.116523,-122.721413
1,Gates,"Service Gate; Darts Hill Garden Park, 1660 168 St",@ entrance to gardens off 168 St,Service,,,,,,,,,,,,,,01660,OPERATING,20011121,,20001016,0,,,,,"Darts Hill Garden Park, 1660 168 St",,49.032799,-122.756866
0,Benches and Bleachers,"Bench; Don Christian Park, 6220 184 St",beside playground,,,,0,Bench,,,,0,,,,,,06220,OPERATING,,,20170608,0,,,,,"Don Christian Park, 6220 184 St",Park,49.115479,-122.708621
0,Benches and Bleachers,"Bench; Kennedy Trail Park, 12237 - 82 Ave","South side of playground, ref # 1",,,Wood,,Bench,N,,Surrey,,,,,,,12237,OPERATING,,,20140306,,,,,,"Kennedy Trail Park, 12237 82 Ave",,49.152922,-122.883198
1,Gates,"Bollard; Godwin Farm Biodiversity Preserve, 9016 164 St",entrance to parking lot,Bollard,,Metal,,,,,,,,,,,,09016,OPERATING,,,20170131,,,,,,"Godwin Farm Biodiversity Preserve, 9016 164 St",Park,49.167137,-122.767303
1,Gates,"Bollard; Godwin Farm Biodiversity Preserve, 9016 164 St",entrance to parking lot,Bollard,,Metal,,,,,,,,,,,,09016,OPERATING,,,20170131,,,,,,"Godwin Farm Biodiversity Preserve, 9016 164 St",Park,49.167138,-122.767321
1,Gates,"Ornamental Service Gate; Darts Hill Garden Park, 1660 168 St",@ entrance to gardens off 16 Ave,Service,,,,,,,,,,,,,,01660,OPERATING,20011121,,20001016,0,,,,,"Darts Hill Garden Park, 1660 168 St",,49.031244,-122.754715
0,Benches and Bleachers,"Wood Bleacher; Cloverdale Ball Park, 17383 61A Ave",Cloverdale Ball Park - Ref#45 - Mid-outfield of Dia-BB 4,,,Wood,0,Bleacher,,,,0,,,,,5.5,17383,OPERATING,,,,0,,,,Cloverdale Ball Park - Ref#45 - Mid-outfield of Dia-BB 4,"Cloverdale Ball Park, 17383 61A Ave",,49.115648,-122.741546
0,Benches and Bleachers,"Wood Bleacher; Cloverdale Ball Park, 17383 61A Ave",Cloverdale Ball Park - Ref#46 - 1st Baseline of Dia-BB 5,,,Wood,0,Bleacher,,,,0,,,,,5.5,17383,OPERATING,,,,0,,,,Cloverdale Ball Park - Ref#46 - 1st Baseline of Dia-BB 5,"Cloverdale Ball Park, 17383 61A Ave",,49.115377,-122.742657
0,Benches and Bleachers,"Wood Bleacher; Cloverdale Ball Park, 17383 61A Ave",Cloverdale Ball Park - Ref#47 - Dia-BB 5 - 3rd base line,,,Wood,0,Bleacher,,,,0,,,,,5.5,17383,OPERATING,,,,0,,,,Cloverdale Ball Park - Ref#47 - Dia-BB 5 - 3rd base line,"Cloverdale Ball Park, 17383 61A Ave",,49.115500,-122.742828
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#124 - Dia-SB 1 - 1st base line,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#124 - Dia-SB 1 - 1st base line,"South Surrey Athletic Park, 1925 148 St",,49.037021,-122.816188
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#125 - Dia-SB 1 - 3rd base line,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#125 - Dia-SB 1 - 3rd base line,"South Surrey Athletic Park, 1925 148 St",,49.037188,-122.816422
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#126 - Dia-SB 1 - 3rd base line,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#126 - Dia-SB 1 - 3rd base line,"South Surrey Athletic Park, 1925 148 St",,49.037244,-122.816428
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#129 - Dia-SB 2 - 3rd base line,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#129 - Dia-SB 2 - 3rd base line,"South Surrey Athletic Park, 1925 148 St",,49.037010,-122.816778
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#128 - Dia-SB 2 - 1st base line,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#128 - Dia-SB 2 - 1st base line,"South Surrey Athletic Park, 1925 148 St",,49.037176,-122.816507
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#127 - Dia-SB 2 - 1st base line,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#127 - Dia-SB 2 - 1st base line,"South Surrey Athletic Park, 1925 148 St",,49.037239,-122.816507
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#181 - Field Hockey 1 - North Side,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#181 - Field Hockey 1 - North Side,"Tamanawis Park, 12515 64 Ave",,49.120039,-122.872322
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#182 - Field Hockey 1 - North Side,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#182 - Field Hockey 1 - North Side,"Tamanawis Park, 12515 64 Ave",,49.120038,-122.872140
0,Benches and Bleachers,"Wood Bleacher; Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",Tom Binnie Park - Ref#188 - Soccer 1 - North Side,,,Wood,,Bleacher,,,,,,,,,,10665,OPERATING,,,,,,,,Tom Binnie Park - Ref#188 - Soccer 1 - North Side,"Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,49.195314,-122.849761
0,Benches and Bleachers,"Wood Bleacher; Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",Tom Binnie Park - Ref#189 - Soccer 1 - North Side,,,Wood,,Bleacher,,,,,,,,,,10665,OPERATING,,,,,,,,Tom Binnie Park - Ref#189 - Soccer 1 - North Side,"Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,49.195317,-122.849675
0,Benches and Bleachers,"Bench; Crescent Beach, 12160 Beecher St","Beecher Place, built into retaining wall",,,Wood,,Bench,,,,,,,,,,12160,OPERATING,,,20170620,,,,,,"Crescent Beach, 12160 Beecher St",Land,49.051931,-122.884996
0,Benches and Bleachers,"Bench; Crescent Beach, 12160 Beecher St","Beecher Place, built into retaining wall",,,Wood,,Bench,,,,,,,,,,12160,OPERATING,,,20170620,,,,,,"Crescent Beach, 12160 Beecher St",Land,49.052026,-122.885010
1,Gates,"Bollard; Unwin Park, 13313 - 68 Ave",north side of parking lot on 68 Ave,Bollard,,Metal,,,,,,,,,,,,13313,OPERATING,,,,0,,,,,"Unwin Park, 13313 68 Ave",Park,49.126846,-122.854574
1,Gates,"Pedestrian Gate; Bolivar Park, 13591 Crestview Dr",North pedestrian gate entrance to off leash area,Pedestrian,,,,,,,,,,,,,,13591,OPERATING,20011030,,20170101,0,,,,,"Bolivar Park, 13591 Crestview Dr",,49.211182,-122.848018
1,Gates,"Barrier - Single; 71M - Detention Pond, 13320 58b Ave",at 58B Ave. entrance to site,Barrier - Single,,,,,,,,,,,,,,13320,OPERATING,20020801,,19920520,0,,,,,"71M - Detention Pond, 13320 58b Ave",,49.109162,-122.855204
1,Gates,"Bollard; Godwin Farm Biodiversity Preserve, 9016 164 St",entrance to parking lot,Bollard,,Metal,,,,,,,,,,,,09016,OPERATING,,,20170131,,,,,,"Godwin Farm Biodiversity Preserve, 9016 164 St",Park,49.166745,-122.767356
1,Gates,"Bollard; Godwin Farm Biodiversity Preserve, 9016 164 St",entrance to parking lot,Bollard,,Metal,,,,,,,,,,,,09016,OPERATING,,,20170131,,,,,,"Godwin Farm Biodiversity Preserve, 9016 164 St",Park,49.166740,-122.767361
1,Gates,"Gates - Double Barrier; Bose Forest Park, 6203 164 St",entrance to parking lot #1,Barrier - Double,,Metal,,,,,,,,,,,,06203,OPERATING,,,20170620,,,,,,"Bose Forest Park, 6203 164 St",Park,49.115090,-122.767948
0,Benches and Bleachers,"Bench; Mountain View Park, 3029 160 St",Infront of playground,,,,,Bench,,,,,,,,,,03029,OPERATING,,,,,,,,,Mountain View Park; 3029 160 St,Park,49.056082,-122.782086
0,Benches and Bleachers,"Bench; Mountain View Park, 3029 160 St",Infront of playground,,,,,Bench,,,,,,,,,,03029,OPERATING,,,,,,,,,Mountain View Park; 3029 160 St,Park,49.056116,-122.782039
0,Benches and Bleachers,"Bench; Mountain View Park, 3029 160 St",along mountain view drive,,,,,Bench,,,,,,,,,,03029,OPERATING,,,,,,,,,Mountain View Park; 3029 160 St,Park,49.055962,-122.782155
1,Gates,"Bollards; Mountain View Park, 3029 160 St",Mountain View Dr entrance to park,Bollard,,Metal,,,,,,,,,,,,03029,OPERATING,,,20160101,,,,,,"Mountain View Park, 3029 160 St",Park,49.056373,-122.781374
0,Benches and Bleachers,"Bench; Mountain View Park, 3029 160 St",Infront of playground,,,,,Bench,,,,,,,,,,03029,OPERATING,,,,,,,,,Mountain View Park; 3029 160 St,Park,49.056090,-122.781893
0,Benches and Bleachers,"Bench; Unwin Park, 13313 68 Ave",west of playground,,,,0,Bench,,,Basic,0,,,,,,13313,OPERATING,,,20040315,0,,,,,"Unwin Park, 13313 68 Ave",,49.126945,-122.853193
0,Benches and Bleachers,"Bench; Unwin Park, 13313 68 Ave",east of playground,,,,0,Bench,,,Basic,0,,,,,,13313,OPERATING,,,20040315,0,,,,,"Unwin Park, 13313 68 Ave",,49.126939,-122.852838
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#131 - Dia-SB 3 - 3rd base line,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#131 - Dia-SB 3 - 3rd base line,"South Surrey Athletic Park, 1925 148 St",,49.036888,-122.817948
0,Benches and Bleachers,"Wood Bleacher; Cloverdale Ball Park, 17383 61A Ave",Cloverdale Ball Park - Ref#48 - Dia-BB 6 - 3rd base line,,,Wood,0,Bleacher,,,,0,,,,,5.5,17383,OPERATING,,,,0,,,,Cloverdale Ball Park - Ref#48 - Dia-BB 6 - 3rd base line,"Cloverdale Ball Park, 17383 61A Ave",,49.114831,-122.742007
0,Benches and Bleachers,"Wood Bleacher; Crescent Park, 2585 132 St",Crescent Park - Ref#49 - Dia-SB 1 - 1st base line,,,Wood,,Bleacher,,,,,,,,,5.5,02585,OPERATING,,,,,,,,Crescent Park - Ref#49 - Dia-SB 1 - 1st base line,"Crescent Park, 2585 132 St",,49.050480,-122.857753
0,Benches and Bleachers,"Wood Bleacher; Crescent Park, 2585 132 St",Crescent Park - Ref#50 - Dia-SB 1 - 3rd base line,,,Wood,,Bleacher,,,,,,,,,5.5,02585,OPERATING,,,,,,,,Crescent Park - Ref#50 - Dia-SB 1 - 3rd base line,"Crescent Park, 2585 132 St",,49.050290,-122.857506
0,Benches and Bleachers,"Wood Bleacher; Crescent Park, 2585 132 St",Crescent Park - Ref#52 - Dia-SB 2 - 3rd base line,,,Wood,,Bleacher,,,,,,,,,5.5,02585,OPERATING,,,,,,,,Crescent Park - Ref#52 - Dia-SB 2 - 3rd base line,"Crescent Park, 2585 132 St",,49.049179,-122.857877
0,Benches and Bleachers,"Wood Bleacher; Crescent Park, 2585 132 St",Crescent Park - Ref#51 - Dia-SB 2 - 1st base line,,,Wood,,Bleacher,,,,,,,,,5.5,02585,OPERATING,,,,,,,,Crescent Park - Ref#51 - Dia-SB 2 - 1st base line,"Crescent Park, 2585 132 St",,49.049363,-122.858090
0,Benches and Bleachers,"Wood Bleachers; Erma Stephenson Park, 15920 110 Ave",Erma Stephenson Park - Ref#53 - Dia-SB 1 - 1st base line,,,Wood,,Bleacher,,,,,,,,,5.5,15920,OPERATING,,,,,,,,Erma Stephenson Park - Ref#53 - Dia-SB 1 - 1st base line,"Erma Stephenson Park, 15920 110 Ave",,49.201470,-122.781904
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#130 - Dia-SB 3 - 1st base line,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#130 - Dia-SB 3 - 1st base line,"South Surrey Athletic Park, 1925 148 St",,49.036784,-122.818077
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#139 - Track - East Side,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#139 - Track - East Side,"South Surrey Athletic Park, 1925 148 St",,49.036782,-122.818292
0,Benches and Bleachers,"Wood Bleacher; Whalley Athletic Park, 13351 105A Ave",Whalley Athletic Park - Ref#205 - Baseball 2 - 3rd baseline,,,Wood,,Bleacher,,,,,,,,,,13351,OPERATING,,,,,,,,Whalley Athletic Park - Ref#205 - Baseball 2 - 3rd baseline,"Whalley Athletic Park, 13351 105A Ave",,49.196124,-122.853261
0,Benches and Bleachers,"Wood Bleacher; Whalley Athletic Park, 13351 105A Ave",Whalley Athletic Park - Ref#204 - Baseball 2 - 1st baseline,,,Wood,,Bleacher,,,,,,,,,,13351,OPERATING,,,,,,,,Whalley Athletic Park - Ref#204 - Baseball 2 - 1st baseline,"Whalley Athletic Park, 13351 105A Ave",,49.195967,-122.853509
0,Benches and Bleachers,"Wood Bleacher; Whalley Athletic Park, 13351 105A Ave",Whalley Athletic Park - Ref#207 - Baseball 3 - 3rd baseline,,,Wood,,Bleacher,,,,,,,,,,13351,OPERATING,,,,,,,,Whalley Athletic Park - Ref#207 - Baseball 3 - 3rd baseline,"Whalley Athletic Park, 13351 105A Ave",,49.197343,-122.853417
0,Benches and Bleachers,"Wood Bleacher; Whalley Athletic Park, 13351 105A Ave",Whalley Athletic Park - Ref#208 - Baseball 3 - 3rd baseline,,,Wood,,Bleacher,,,,,,,,,,13351,OPERATING,,,,,,,,Whalley Athletic Park - Ref#208 - Baseball 3 - 3rd baseline,"Whalley Athletic Park, 13351 105A Ave",,49.197341,-122.853336
0,Benches and Bleachers,"Wood Bleacher; Whalley Athletic Park, 13351 105A Ave",Whalley Athletic Park - Ref#206 - Baseball 3 - 1st baseline,,,Wood,,Bleacher,,,,,,,,,,13351,OPERATING,,,,,,,,Whalley Athletic Park - Ref#206 - Baseball 3 - 1st baseline,"Whalley Athletic Park, 13351 105A Ave",,49.197129,-122.853650
0,Benches and Bleachers,"Wood Bleacher; Whalley Athletic Park, 13351 105A Ave",Whalley Athletic Park - Ref#210 - Baseball 5 - 3rd baseline,,,Wood,,Bleacher,,,,,,,,,,13351,OPERATING,,,,,,,,Whalley Athletic Park - Ref#210 - Baseball 5 - 3rd baseline,"Whalley Athletic Park, 13351 105A Ave",,49.196668,-122.851442
0,Benches and Bleachers,"Wood Bleacher; Whalley Athletic Park, 13351 105A Ave",Whalley Athletic Park - Ref#209 - Baseball 5 - 1st baseline,,,Wood,,Bleacher,,,,,,,,,,13351,OPERATING,,,,,,,,Whalley Athletic Park - Ref#209 - Baseball 5 - 1st baseline,"Whalley Athletic Park, 13351 105A Ave",,49.196829,-122.851164
0,Benches and Bleachers,"Wood Bleacher; Tamanawis Park, 12515 64 Ave",Tamanawis Park - Ref#183 - Field Hockey 1 - North Side,,,Wood,,Bleacher,,,,,,,,,,12515,OPERATING,,,,,,,,Tamanawis Park - Ref#183 - Field Hockey 1 - North Side,"Tamanawis Park, 12515 64 Ave",,49.120040,-122.872020
1,Gates,"Bollard; 54A - Greenbelt, 7611 156 St",entrance to P1 (76A Ave),Bollard,,,,,,,,,,,,,,07611,OPERATING,,,20170414,,,,,,"54A - Greenbelt, 7611 156 St",Park,49.141532,-122.792771
6,Other,"Meter Box; Crescent Park, 2585 132 St",end of conduit leading to mechanical room,,,,,,,,,,,,,,,02585,OPERATING,20040812133900,,20180205,0,,,,,"Crescent Park, 2585 132 St",Park,49.050601,-122.857543
0,Benches and Bleachers,"Permanent Wood Bench; Unwin Park, 13313 - 68 Ave",Water Playground,,,,0,Bench,,,,0,,,,,,13313,OPERATING,,,,0,,,,,"Unwin Park, 13313 68 Ave",,49.127318,-122.853876
0,Benches and Bleachers,"Permanent Wood Bench; Unwin Park, 13313 - 68 Ave",Water Playground,,,,0,Bench,,,,0,,,,,,13313,OPERATING,,,,0,,,,,"Unwin Park, 13313 68 Ave",,49.127331,-122.853902
0,Benches and Bleachers,"Permanent Wood Bench; Unwin Park, 13313 - 68 Ave",Water Playground,,,,0,Bench,,,,0,,,,,,13313,OPERATING,,,,0,,,,,"Unwin Park, 13313 68 Ave",,49.127064,-122.853785
1,Gates,"Service Gate; Darts Hill Garden Park, 1660 168 St",@ entrance to gardens off 16 Ave @ 16900,Service,,,,,,,,,,,,,,01660,OPERATING,20011121,,20001016,0,,,,,"Darts Hill Garden Park, 1660 168 St",,49.031401,-122.754327
1,Gates,"Metal Locking Gate; Bakerview Park, 1845 - 154 St",South Entrance to Parking Lot,Barrier - Double,,Metal,,,,,,,,,,,,01845,OPERATING,,,,0,,,,,"Bakerview Park, 1845 154 St",,49.035392,-122.795864
1,Gates,"Barrier - Double; Alderwood Park, 1761 Lilac Dr",McBeth Rd entrance,Barrier - Double,,Metal,,,,,,,,,,,,01761,OPERATING,,,,,,,,,"Alderwood Park, 1761 Lilac Dr",Park,49.034675,-122.785894
1,Gates,"2 Barrier Gates; Darts Hill Garden Park, 1660 168 St",entrance off 16 Ave at 170 St North gate,Barrier - Single,,,,,,,,,,,,,,01660,OPERATING,20011121,,20001016,0,,,,,"Darts Hill Garden Park, 1660 168 St",,49.032284,-122.751745
1,Gates,"Ornamental Gate; Darts Hill Garden Park, 1660 168 St",caretaker entrance off 168 Ave,Service,,,,,,,,,,,,,,01660,OPERATING,20011121,,20001016,0,,,,,"Darts Hill Garden Park, 1660 168 St",,49.032259,-122.756940
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#138 - Track - East Side,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#138 - Track - East Side,"South Surrey Athletic Park, 1925 148 St",,49.036843,-122.818298
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#137 - Track - East Side,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#137 - Track - East Side,"South Surrey Athletic Park, 1925 148 St",,49.037072,-122.818345
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#136 - Track - East Side,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#136 - Track - East Side,"South Surrey Athletic Park, 1925 148 St",,49.037134,-122.818354
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#135 - Track - East Side,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#135 - Track - East Side,"South Surrey Athletic Park, 1925 148 St",,49.037184,-122.818349
0,Benches and Bleachers,"Wood Bleacher; South Surrey Athletic Park, 1925 148 St",South Surrey Athletic Park - Ref#134 - Track - East Side,,,Wood,,Bleacher,,,,,,,,,,01925,OPERATING,,,,,,,,South Surrey Athletic Park - Ref#134 - Track - East Side,"South Surrey Athletic Park, 1925 148 St",,49.037247,-122.818349
