TrackingNumber,InspectionDate,InspType,NumCritical,NumNonCritical,HazardRating,ViolLump
SHEN-AGKQYB,20180510,Routine,0,0,Low,
SHEN-AGKQYB,20171213,Routine,0,0,Low,
SHEN-AGKQYB,20170824,Routine,0,0,Low,
SHEN-AGKQYB,20170313,Routine,0,0,Low,
SHEN-AGNMSP,20180126,Routine,0,0,Low,
SHEN-AGNMSP,20170915,Routine,0,0,Low,
SHEN-AGNMSP,20161207,Routine,0,0,Low,
SHEN-AGNP8P,20180328,Routine,0,0,Low,
SHEN-AGNP8P,20170822,Follow-Up,0,0,Low,
SHEN-AGNP8P,20170815,Follow-Up,0,2,Low,"208,Not Critical,Foods obtained from unapproved sources [s. 11],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AGNP8P,20170814,Routine,2,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AGNP8P,20170201,Follow-Up,0,0,Low,
SHEN-AGNP8P,20170131,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AGNP8P,20170130,Routine,3,1,High,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AGNP8P,20161103,Routine,0,1,Low,"311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
SHEN-AGNP8P,20161006,Follow-Up,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
SHEN-AJDMQL,20180727,Routine,1,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat"
SHEN-AJDMQL,20180131,Routine,0,0,Low,
SHEN-AJDMQL,20170717,Routine,0,0,Low,
SHEN-AJDMQL,20170130,Routine,0,0,Low,
SHEN-AJDP5A,20180430,Follow-Up,0,0,Low,
SHEN-AJDP5A,20180416,Follow-Up,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AJDP5A,20180412,Routine,2,5,High,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AJDP5A,20171101,Routine,0,0,Low,
SHEN-AJDP5A,20170623,Routine,0,0,Low,
SHEN-AJDP5A,20170208,Follow-Up,0,0,Low,
SHEN-AJDP5A,20170126,Follow-Up,1,0,Low,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat"
SHEN-AJDQCL,20180830,Routine,0,0,Low,
SHEN-AJDQCL,20180829,Follow-Up,1,1,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
SHEN-AJDQCL,20180822,Routine,3,4,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AJDQCL,20180214,Follow-Up,1,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat"
SHEN-AJDQCL,20180207,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SHEN-AJDQCL,20170828,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AJDQCL,20170814,Routine,2,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat"
SHEN-AJDQCL,20170323,Routine,2,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AJUUR2,20180629,Follow-Up,0,0,Low,
SHEN-AJUUR2,20180627,Routine,1,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
SHEN-AJUUR2,20171121,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AJUUR2,20170503,Routine,0,0,Low,
SHEN-AJUUR2,20170322,Routine,0,0,Low,
SHEN-AKAW3E,20180723,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SHEN-AKAW3E,20180228,Follow-Up,0,0,Low,
SHEN-AKAW3E,20180227,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AKAW3E,20180223,Routine,3,4,High,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AKAW3E,20170822,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AKAW3E,20170228,Follow-Up,0,0,Low,
SHEN-AKHSUG,20180301,Routine,2,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AKHSUG,20171114,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AKHSUG,20170705,Follow-Up,0,0,Low,
SHEN-AKHSUG,20170615,Routine,2,1,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AKHT58,20180430,Follow-Up,0,3,Low,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat"
SHEN-AKHT58,20180425,Routine,3,2,High,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SHEN-AKHT58,20170322,Routine,0,2,Low,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-AKHT58,20170308,Follow-Up,0,0,Low,
SHEN-AKHT58,20170125,Follow-Up,1,2,High,"102,Not Critical,Operation of an unapproved food premises [s. 6(1)],Not Repeat|202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AKQNEW,20180524,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AKQNEW,20180425,Routine,1,3,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
SHEN-AKQNEW,20171127,Routine,0,1,Low,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SHEN-AKQNEW,20170804,Follow-Up,0,0,Low,
SHEN-AKQNEW,20170803,Follow-Up,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AKQNEW,20170726,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AKQNEW,20170413,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|309,Not Critical,Chemicals cleansers & similar agents stored or labeled improperly [s. 27],Not Repeat"
SHEN-AKQP9B,20180312,Follow-Up,0,0,Low,
SHEN-AKQP9B,20180305,Routine,1,3,Moderate,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat"
SHEN-AKQP9B,20170329,Routine,1,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat"
SHEN-AKQP9B,20170315,Follow-Up,0,0,Low,
SHEN-AKQP9B,20170310,Follow-Up,0,0,Low,
SHEN-ALTU9K,20180308,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-ALTU9K,20180131,Routine,0,0,Low,
SHEN-ALTU9K,20170818,Follow-Up,0,0,Low,
SHEN-ALTU9K,20170811,Routine,0,2,Moderate,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-ALXSDR,20180427,Routine,0,0,Low,
SHEN-ALXSDR,20171208,Routine,0,0,Low,
SHEN-ALXSDR,20170803,Follow-Up,0,0,Low,
SHEN-ALXSDR,20170802,Routine,1,1,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SHEN-ALXSDR,20170525,Routine,2,1,Low,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-ALXSDR,20170307,Follow-Up,0,0,Low,
SHEN-ALXT55,20180605,Routine,0,1,Low,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SHEN-ALXT55,20171206,Routine,0,0,Low,
SHEN-ALXT55,20170821,Routine,0,0,Low,
SHEN-ALXT55,20170621,Follow-Up,0,0,Low,
SHEN-ALXT55,20170614,Routine,2,4,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
SHEN-AMTPVU,20180604,Routine,0,0,Low,
SHEN-AMTPVU,20171205,Routine,0,0,Low,
SHEN-AMTPVU,20170831,Routine,0,0,Low,
SHEN-AMTPVU,20170609,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AMWPLX,20180703,Routine,3,1,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AMWPLX,20180321,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AMWPLX,20180306,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AMWPLX,20180301,Routine,5,1,High,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SHEN-AMWPLX,20171023,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SHEN-AMWPLX,20170616,Follow-Up,0,0,Low,
SHEN-AMWPLX,20170615,Routine,1,3,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AMWR8K,20180822,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-AMWR8K,20180316,Follow-Up,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-AMWR8K,20180216,Routine,3,1,Moderate,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AMWR8K,20171103,Routine,2,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-AMWR8K,20170815,Follow-Up,0,0,Low,
SHEN-AMWR8K,20170801,Routine,2,1,Moderate,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-ANCQV8,20180228,Routine,0,0,Low,
SHEN-ANCQV8,20171018,Follow-Up,0,0,Low,
SHEN-ANCQV8,20171016,Follow-Up,0,0,Low,
SHEN-ANCQV8,20170920,Follow-Up,0,0,Low,
SHEN-ANCQV8,20170914,Follow-Up,0,0,Low,
SHEN-ANCQV8,20170912,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-ANCQV8,20170616,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-ANSLB4,20180823,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-ANSLB4,20180305,Routine,0,0,Low,
SHEN-ANSLB4,20171120,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
SHEN-ANSLB4,20170619,Routine,0,0,Low,
SHEN-ANSP22,20180830,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-ANSP22,20180301,Follow-Up,0,0,Low,
SHEN-ANSP22,20180201,Routine,1,2,Moderate,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
SHEN-ANSP22,20171026,Routine,1,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-ANSP22,20170712,Follow-Up,0,0,Low,
SHEN-ANSP22,20170630,Routine,1,5,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
SHEN-ANSP7T,20180228,Routine,0,0,Low,
SHEN-ANSP7T,20171212,Follow-Up,0,0,Low,
SHEN-ANSP7T,20171116,Routine,1,1,Low,"312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-ANSP7T,20170731,Routine,2,6,Moderate,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat"
SHEN-ANSP7T,20170227,Routine,0,0,Low,
SHEN-AP5M2Q,20180801,Routine,0,0,Low,
SHEN-AP5M2Q,20180308,Routine,0,0,Low,
SHEN-AP5M2Q,20171229,Routine,0,0,Low,
SHEN-AP5M2Q,20170816,Routine,0,0,Low,
SHEN-AP5M2Q,20170329,Routine,0,0,Low,
SHEN-AP5NAA,20180808,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
SHEN-AP5NAA,20180222,Routine,0,0,Low,
SHEN-AP5NAA,20180219,Routine,2,0,Moderate,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-AP5NAA,20170516,Follow-Up,0,0,Low,
SHEN-AP5NF6,20180808,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
SHEN-AP5NF6,20180222,Routine,0,0,Low,
SHEN-AP5NF6,20180219,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
SHEN-AP5NF6,20170920,Routine,0,0,Low,
SHEN-AP5PB8,20180615,Follow-Up,0,0,Low,
SHEN-AP5PB8,20180612,Routine,0,1,Low,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SHEN-AP5PB8,20180116,Routine,0,0,Low,
SHEN-AP5PB8,20171204,Routine,0,1,Low,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
SHEN-AP5PB8,20170727,Follow-Up,0,0,Low,
SHEN-AP5PB8,20170714,Routine,0,0,Low,
SHEN-AP5PVE,20180213,Routine,1,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-AP5PVE,20170912,Routine,0,0,Low,
SHEN-AP5PVE,20170607,Routine,1,2,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat"
SHEN-AP5Q5S,20180508,Routine,2,1,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
SHEN-AP5Q5S,20180126,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
SHEN-AP5Q5S,20171031,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-AP5Q5S,20170823,Routine,1,1,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AP5QBH,20180611,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
SHEN-AP5QBH,20180220,Routine,2,1,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-AP5QBH,20171120,Follow-Up,0,0,Low,
SHEN-AP5QBH,20171117,Routine,2,1,Moderate,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
SHEN-AP5QBH,20170630,Follow-Up,0,0,Low,
SHEN-AP5QBH,20170629,Routine,2,2,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
SHEN-AP5QTE,20180209,Routine,0,0,Low,
SHEN-AP5QTE,20171208,Routine,0,0,Low,
SHEN-AP5QTE,20170505,Routine,0,0,Low,
SHEN-AP5SUE,20180504,Follow-Up,0,0,Low,
SHEN-AP5SUE,20180426,Routine,2,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
