Business Name,Products or Services,Unit,Number,Street,Postal Code,Phone Number,No Of Employees,Town Centre,NAIC,NAIC Description,Latitude,Longitude
Litespan Electric,Contractor - Electrical,104,19232,Enterprise Way,V3S6J9,6045740346,11,CTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.10762933,-122.6906012
Corwest International Trading Inc,Import & Export, ,19355,Enterprise Way,V3S6J8,6045347700,1,CTC,419199,Import and/or Export or Manufacturer's Agents,49.10943123,-122.6867859
Pacific N D E a division of Mistras Canada Inc.,Materials Testing,C21,19257,Enterprise Way,V3S6J8,6045326021,10,CTC,541690,Other Scientific & Technical Consulting Services,49.10795711,-122.6896507
G C T Auto Tech,Auto Repair,1,19295,Enterprise Way,V3S6J8,6045302774,1,CTC,811111,General Automotive Repair,49.10795887,-122.6885984
T & G Mobile Truck Repair Ltd,Semi Truck & Auto Repairs,2,19295,Enterprise Way,V3S6J8,6045340411,1,CTC,811111,General Automotive Repair,49.10795887,-122.6885984
Voyageur Soap & Candle Company Ltd,Whlse. Soap & Candle Prod.,14,19257,Enterprise Way,V3S6J8,6045308979,3,CTC,414520,"Toiletries, Cosmetics & Sundries Wholesaler-Distributors",49.10795711,-122.6896507
1146922 BC Ltd,"Trucking Service,Trucking & Cartage", ,19260,Enterprise Way,V3S6J9,6045983999,37,CTC,484120,General Freight Trucking,49.10763179,-122.6895034
Southwest Bindings,Whlse. Office Equipment; Binding & Laminating Serv.,204,19232,Enterprise Way,V3S6J9,6045749508,5,CTC,417910,Office & Store Machinery & Equipment Wholesaler-Distributors,49.10762933,-122.6906012
Genesis Restorations Ltd,"Contractor - Restoration, Contractor - Insurance Restoration",29,19257,Enterprise Way,V3S6J8,6045333440,1,CTC,232290,Other Building Structure Work,49.10795711,-122.6896507
Genesis Restorations Ltd,"Contractor - Restoration, Contractor - Insurance Restoration",29,19257,Enterprise Way,V3S6J8,6045333440,1,CTC,232990,All Other Special Trade Contracting,49.10795711,-122.6896507
Envoy Construction Services Ltd,Contractor - General,101,19329,Enterprise Way,V3S6J8,6045305788,2,CTC,231230,General Construction Contractors,49.10834689,-122.6878435
Budget Blind Service Ltd, ,3,19295,Enterprise Way,V3S6J8,6045148842,5,CTC,561799,All Other Services to Buildings & Dwellings,49.10795887,-122.6885984
Tastefully Yours by Jeff,Caterer,102,19329,Enterprise Way,V3S6J8,6045342006,5,CTC,722320,Caterers,49.10834689,-122.6878435
Gannet Diesel Service Ltd,Diesel Engine Repair,202,19379,Enterprise Way,V3S6J8,6045143722,1,CTC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,49.10989688,-122.6860308
Coast Metal Solutions Ltd,"Whlse. Custom Steel, Aluminum",26,19257,Enterprise Way,V3S6J8,6047254499,5,CTC,418990,All Other Wholesaler-Distributors,49.10795711,-122.6896507
P M C Builders & Dev Ltd,Mfg., ,19414,Enterprise Way,V3S6J9,6045341822,25,CTC,332710,Machine Shops,49.10977786,-122.6852743
Fraser Valley Wireless,Whlse.,103,19232,Enterprise Way,V3S6J9,6045766635,4,CTC,418990,All Other Wholesaler-Distributors,49.10762933,-122.6906012
Dance Trance,Dance School,109,19232,Enterprise Way,V3S6J9,6045752630,13,CTC,611610,Fine Arts Schools,49.10762933,-122.6906012
Arcom Power Equipment Inc,Small Engine Repair,6,19295,Enterprise Way,V3S6S8,6045330081,2,CTC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,49.10795887,-122.6885984
Chang's TaeKwonDo Martial Arts,Recreational Facility,107,19232,Enterprise Way,V3S2J4,6045419457,1,CTC,713940,Fitness & Recreational Sports Centres,49.10762933,-122.6906012
S S Laser Tech F V Ltd,Warehouse,209,19232,Enterprise Way,V3S6J9,6048210058,5,CTC,493190,Other Warehousing & Storage,49.10762933,-122.6906012
Blue Sun Productions Inc,Video Productions,17,19257,Enterprise Way,V3S6J8,6046719630,6,CTC,541920,Photographic Services,49.10795711,-122.6896507
Metrolpolitan Asset Managment Inc,Warehouse,106,19232,Enterprise Way,V3S6J9,7785741880,3,CTC,493190,Other Warehousing & Storage,49.10762933,-122.6906012
Park Avenue Floor Services Ltd,Floor installation,31,19257,Enterprise Way,V3S6J8,6045750708,1,CTC,232430,Carpet & Resilient Flooring Work,49.10795711,-122.6896507
V N D Motorsport,Repair of automotive and motorsport vehicles,25,19257,Enterprise Way,V3S6J8,7782781116,5,CTC,811111,General Automotive Repair,49.10795711,-122.6896507
W C & B Manufacturing,Mfg. - Paper & Plastic Products,206,19232,Enterprise Way,V3S6J9,6045758662,4,CTC,332710,Machine Shops,49.10762933,-122.6906012
Trans Pacific Hardware Inc,Wholesale - Wire Rope, ,19355,Enterprise Way,V3S6J8,6045300209,9,CTC,416110,Electrical Wiring & Construction Supplies Wholesaler-Distributors,49.10943123,-122.6867859
Sport Trucks Unlimited,Truck Parts & Servicing,9,19257,Enterprise Way,V3S6J8,6049887677,3,CTC,811118,Truck & Trailer Repair & Maintenance,49.10795711,-122.6896507
PureHM Inc,Cathodic Protection Cont.,104,19329,Enterprise Way,V3S6J8,7804443622,3,CTC,232990,All Other Special Trade Contracting,49.10834689,-122.6878435
Natraclean Industries Ltd,Manufacturer/Machine Shop,4,19257,Enterprise Way,V3S6J8,6045308971,5,CTC,332710,Machine Shops,49.10795711,-122.6896507
Easy-Way Ltd,Warehouse,203,19232,Enterprise Way,V3S6J9,6045308488,1,CTC,493190,Other Warehousing & Storage,49.10762933,-122.6906012
Harbourview Sheet Metal Ltd,Manufacturer/Machine Shop,28,19257,Enterprise Way,V3S6J8,6045346585,1,CTC,332710,Machine Shops,49.10795711,-122.6896507
Binnie Construction Services Ltd,Contractor - Construction,101,19232,Enterprise Way,V3S6J9,6045743336,17,CTC,231230,General Construction Contractors,49.10762933,-122.6906012
Total Connect Telephone Ltd,Contractor - Miscellaneous,209,19232,Enterprise Way,V3S6J9,6046306942,5,CTC,232990,All Other Special Trade Contracting,49.10762933,-122.6906012
English Language Institute in China Society,Charitable Society/Organization,201A,19232,Enterprise Way,V3S6J9,6045766533,5,CTC,813990,Other Membership Organizations,49.10762933,-122.6906012
Super Seal Construction Products Ltd,Warehouse distribution Manufacturing,208,19370,Enterprise Way,V3S6J9,6045349994,6,CTC,33312,Construction machinery mfg.,49.10925802,-122.6861826
Plasti-Tek Displays Ltd,Manufacturer / Machine Shop - Plastic Displays,105,19232,Enterprise Way,V3S6J9,7789995143,1,CTC,326198,All Other Plastic Product Manufacturing,49.10762933,-122.6906012
All Access Auto Glass Inc,Automotive Repair Service,203,19379,Enterprise Way,V3S6J8,7788958142,3,CTC,811111,General Automotive Repair,49.10989688,-122.6860308
Crux Fitness Cloverdale,Recreational Facility,108,19232,Enterprise Way,V3S6S8,7788354497,1,CTC,713940,Fitness & Recreational Sports Centres,49.10762933,-122.6906012
Samra Autobody Ltd,Auto Body/Painting,1,19257,Enterprise Way,V3S6J8,6044272610,3,CTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",49.10795711,-122.6896507
Coast Telecom Services Ltd,Contractor - Electrical,18,19257,Enterprise Way,V3S6J8,6046498438,9,CTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.10795711,-122.6896507
Universal Equipment Sales Inc,Contractor - Home Construction and Land Development, ,15286,Fleetwood Dr,V3R1B5,6048338883,1,FTC,231110,Land Subdivision & Land Development,49.16435044,-122.7987665
Real Deal Motors,Automobile Dealer/Rebuilder, ,15284,Fleetwood Dr,V3R1B5,6047817885,1,FTC,811111,General Automotive Repair,49.16437955,-122.7988475
Ambassador Auto Repair,Auto Repair, ,15167,Fraser Hwy,V3R3P2,6045899336,3,FTC,811111,General Automotive Repair,49.16659288,-122.8021886
Carpet Centre The,Retail Carpets,108,15551,Fraser Hwy,V3S2V8,6045899696,9,FTC,442210,Floor Covering Stores,49.16241879,-122.7912586
Basant Motors Ltd,Automobile Sales, ,16315,Fraser Hwy,V4N0G1,6045727880,30,FTC,441110,New Car Dealers,49.15416976,-122.7699316
B & W Insurance Agency (Fraser Hwy),Insurance Agency, ,16007,Fraser Hwy,V4N0G2,6045976555,9,FTC,524210,Insurance Agencies & Brokerages,49.15745756,-122.7785357
Park Dental Group,Dental Office, ,19565,Fraser Hwy,V3S6K7,6045305353,4,CTC,621210,Offices of Dentists,49.11459777,-122.6808396
McDonald's (Fraser Hwy),Restaurant, ,15574,Fraser Hwy,V3S2V9,6045077900,110,FTC,722110,Restaurants,49.16195612,-122.7913367
First Memorial Funeral Services Fraser Heights Chapel,Funeral Parlour, ,14835,Fraser Hwy,V3R3N6,6045892559,7,FTC,812210,Funeral Homes,49.17028506,-122.8117078
First West Credit Union,Credit Union,100,15355,Fraser Hwy,V3R3P3,6045014280,13,FTC,522130,Local Credit Unions,49.16472745,-122.7972292
Rona Inc (Fraser Hwy),"Building Materials & Garden Center,Vending Machine", ,16659,Fraser Hwy,V4N0E7,6045762955,90,FTC,444110,Home Centres,49.15033272,-122.7604521
Rona Inc (Fraser Hwy),"Building Materials & Garden Center,Vending Machine", ,16659,Fraser Hwy,V4N0E7,6045762955,90,FTC,444220,Nursery & Garden Centres,49.15033272,-122.7604521
FortisBC Energy Inc,Public Utility Company, ,16705,Fraser Hwy,V4N0E8,6045767000,816,FTC,221210,Natural Gas Distribution,49.14956759,-122.7580097
Surrey Honda,"New & Used Autos & Auto Repairs,Vending Machine", ,15291,Fraser Hwy,V3R3P3,6045837421,60,FTC,441110,New Car Dealers,49.16523332,-122.798497
Surrey Honda,"New & Used Autos & Auto Repairs,Vending Machine", ,15291,Fraser Hwy,V3R3P3,6045837421,60,FTC,441120,Used Car Dealers,49.16523332,-122.798497
Surrey Honda,"New & Used Autos & Auto Repairs,Vending Machine", ,15291,Fraser Hwy,V3R3P3,6045837421,60,FTC,811111,General Automotive Repair,49.16523332,-122.798497
A & W Restaurant (Fraser Hwy),Fast Food Restaurant, ,15988,Fraser Hwy,V4N0X8,6045979599,22,FTC,722110,Restaurants,49.15724844,-122.7795386
Fountain Tire,"Tire & Auto Repair Serv.,Vending Machine", ,15392,Fraser Hwy,V3R3P5,6045831948,7,FTC,441310,Automotive Parts & Accessories Stores,49.16384131,-122.7962005
Fountain Tire,"Tire & Auto Repair Serv.,Vending Machine", ,15392,Fraser Hwy,V3R3P5,6045831948,7,FTC,811111,General Automotive Repair,49.16384131,-122.7962005
T J's The Kiddies Store Ltd,Retail Children's Clothing, ,16050,Fraser Hwy,V4N0G3,6045996999,8,FTC,448130,Children's & Infants' Clothing Stores,49.15664752,-122.777453
Mishra And Maxwell C A's,Professional Practitioner-Accountant,201,16055,Fraser Hwy,V4N0G2,6045994811,5,FTC,541212,Offices of Accountants,49.1569391,-122.7771027
Great Clips For Hair (15930 Fraser Hwy),Hair Salon,302,15930,Fraser Hwy,V4N0X8,6045072547,8,FTC,812115,Beauty Salons,49.15706506,-122.7818799
Fleetwood Park Dental Centre,Dental Clinic,503,15950,Fraser Hwy,V4N0X8,6045433334,6,FTC,621210,Offices of Dentists,49.15767131,-122.780242
All Critters Animal Hospital,Veterinary Hospital,300+,15930,Fraser Hwy,V4N0X8,6045976565,5,FTC,541940,Veterinary Services,49.15706506,-122.7818799
Pharmasave No 248,Retail Sales - Pharmacy,409,15940,Fraser Hwy,V4N0X8,6045843331,24,FTC,446110,Pharmacies & Drug Stores,49.15704507,-122.7809649
A B C Country Restaurant,Dining Lounge,101,15373,Fraser Hwy,V3R3P3,6045833228,34,FTC,722110,Restaurants,49.16442851,-122.7964452
Quizno's #674,Restaurant,403,15940,Fraser Hwy,V4N0X8,6045437080,4,FTC,722110,Restaurants,49.15704507,-122.7809649
Prospera Credit Union,Credit Union,100,15288,Fraser Hwy,V3R3P4,6045893211,15,FTC,522130,Local Credit Unions,49.16475419,-122.7984992
Canada Trust (15960 Fraser Hwy),Banking,601,15960,Fraser Hwy,V4N0X8,0,29,FTC,522111,Personal & Commercial Banking Industry,49.1578433,-122.7807144
Panago's,Restaurant,101,15420,Fraser Hwy,V3R3P5,6045871010,10,FTC,722110,Restaurants,49.16364965,-122.7953945
Baskin Robbins (Fraser Hwy),Restaurant, ,19585,Fraser Hwy,V3S6K7,6045307655,7,CTC,722110,Restaurants,49.11428272,-122.6801166
Harry's Car Wash Ltd,Car Wash, ,15409,Fraser Hwy,V3R3P3,6045419993,1,FTC,811192,Car Washes,49.16395203,-122.7953244
De Dutch Pannekoek House No 16,Restaurant,101,15235,Fraser Hwy,V3R3P3,6049518476,12,FTC,722110,Restaurants,49.16586259,-122.8002822
Bosley's Pet Food Plus Surrey,Pet Food,106,15428,Fraser Hwy,V3R3P5,6045894211,5,FTC,453910,Pet & Pet Supplies Stores,49.16326568,-122.7947142
Bosley's Pet Food Plus Surrey,Pet Food,106,15428,Fraser Hwy,V3R3P5,6045894211,5,FTC,812910,Pet Care (except Veterinary) Services,49.16326568,-122.7947142
Westland Insurance Group Ltd,Insurance Agency,103,15910,Fraser Hwy,V4N0X8,6045961717,2,FTC,524210,Insurance Agencies & Brokerages,49.15756832,-122.7825318
West Coast Fuels,Retail Sales - Snack Shop, ,16384,Fraser Hwy,V4N0G4,6045940020,7,FTC,447110,Gasoline Stations with Convenience Stores,49.15298864,-122.7682237
Speedy Glass 1138,Glass Installations,104,15392,Fraser Hwy,V3R3P5,6044155580,5,FTC,232320,Glass & Glazing Work,49.16384131,-122.7962005
Speedy Glass 1138,Glass Installations,104,15392,Fraser Hwy,V3R3P5,6044155580,5,FTC,444190,Other Building Material Dealers,49.16384131,-122.7962005
Yakko Sushi,Japanese Restaurant, ,19537,Fraser Hwy,V3S6K7,6045335250,3,CTC,722110,Restaurants,49.11499575,-122.6816778
Sunfood Market,Groceries, ,15157,Fraser Hwy,V3R3P2,6045843227,2,FTC,445120,Convenience Stores,49.16678003,-122.8026928
Harinder Grewal & Co Ltd,Professional Practitioner-Accountant, ,15152,Fraser Hwy,V3R3P1,6049304200,9,FTC,541212,Offices of Accountants,49.16650229,-122.8026944
FKC 168 Ltd,Retail Sales - Groceries, ,18341,Fraser Hwy,V3S8E7,6045744135,2,CTC,445120,Convenience Stores,49.12960856,-122.7139819
Photo Source Management Inc,Mail Box Rental Agency, ,19567,Fraser Hwy,V3S9A4,6045328509,3,CTC,561430,Business Service Centres,49.11456799,-122.6807737
Sunny Dragon Restaurant,Dining Room,101,15988,Fraser Hwy,V4N0X8,6045725122,8,FTC,722110,Restaurants,49.15724844,-122.7795386
Papa Joe's Pizza Ltd,Restaurant,108,16055,Fraser Hwy,V3S2W9,6045725800,7,FTC,722110,Restaurants,49.1569391,-122.7771027
Fleetwood Chevron,Gas Station, ,15588,Fraser Hwy,V3S2V9,6045430643,8,FTC,447110,Gasoline Stations with Convenience Stores,49.1617117,-122.7906313
Monarch Beauty Systems,Beauty Supplies,"D,E,",15955,Fraser Hwy,V4N0Y3,6045963310,4,FTC,414520,"Toiletries, Cosmetics & Sundries Wholesaler-Distributors",49.15915132,-122.7796095
Allied Insurance Services Inc,Insurance Agent,103,15988,Fraser Hwy,V4N0X8,6045723311,5,FTC,524210,Insurance Agencies & Brokerages,49.15724844,-122.7795386
Two EE's Farm Ltd,Retail Produce, ,16411,Fraser Hwy,V4N0E9,6045721813,15,FTC,445230,Fruit & Vegetable Markets,49.15303205,-122.7671088
Fleetwood Bottle Return Depot Ltd,Recycling Depot, ,15093,Fraser Hwy,V3R3P2,6045853544,8,FTC,418190,Other Recyclable Material Wholesaler-Distributors,49.16738674,-122.8042478
Wendy's,Restaurant, ,15959,Fraser Hwy,V4N0Y3,6045990219,34,FTC,722110,Restaurants,49.15824302,-122.7793008
Great Pizza,Pizza Take-out,203,15988,Fraser Hwy,V4N0X8,6045075500,4,FTC,722110,Restaurants,49.15724844,-122.7795386
Boston Pizza (Fraser Hwy),Restaurant,801,15980,Fraser Hwy,V4N0X8,6045075507,45,FTC,722110,Restaurants,49.15829516,-122.7819162
Fraser Hwy Vacuum,Vacuum sales and service,101,15951,Fraser Hwy,V4N0Y3,6045972323,1,FTC,811412,Appliance Repair & Maintenance,49.15815596,-122.7802487
Dr Parmjit Sohal Inc,Medical Office,102,15420,Fraser Hwy,V3R3P5,6045859696,5,FTC,621110,Offices of Physicians,49.16364965,-122.7953945
Cafe Central/H & T Investments,Restaurant - No Alcohol, ,16555,Fraser Hwy,V4N0E9,6045015968,2,FTC,722110,Restaurants,49.15194416,-122.764104
Mac's Convenience Store (16013 Fraser Hwy),Retail Conv. Store, ,16013,Fraser Hwy,V4N0G2,6045723538,5,FTC,445120,Convenience Stores,49.15736772,-122.7783141
Pizza Hut,Take Out & Delivery,103,15951,Fraser Hwy,V4N0Y3,6045077118,18,FTC,722110,Restaurants,49.15815596,-122.7802487
Highway Auto Sales,Automobile Dealer/Rebuilder,3,16050,Fraser Hwy,V4N0G3,6045975969,1,FTC,441120,Used Car Dealers,49.15664752,-122.777453
Highway Auto Sales,Automobile Dealer/Rebuilder,3,16050,Fraser Hwy,V4N0G3,6045975969,1,FTC,811111,General Automotive Repair,49.15664752,-122.777453
Petro Canada,Convenience store, ,15211,Fraser Hwy,V3R3P3,6045832724,6,FTC,447110,Gasoline Stations with Convenience Stores,49.16611884,-122.8009451
King George Motors & Rentals,Automobile Dealer/Rebuilder, ,15167,Fraser Hwy,V3R3P2,6045899336,3,FTC,441120,Used Car Dealers,49.16659288,-122.8021886
Truc Truck Finders Inc,Used Auto & Truck Sales, ,16110,Fraser Hwy,V4N0G3,6045990123,3,FTC,441120,Used Car Dealers,49.15588942,-122.7755165
Mrar Enterprise Ltd,Veterinarian, ,19475,Fraser Hwy,V3S6K7,6045327600,6,CTC,541940,Veterinary Services,49.11542665,-122.6827788
Applewood Kia,"Auto Dealer, Auto Repair", ,16287,Fraser Hwy,V4N0G1,6046353010,45,FTC,441110,New Car Dealers,49.1543477,-122.7709152
Applewood Kia,"Auto Dealer, Auto Repair", ,16287,Fraser Hwy,V4N0G1,6046353010,45,FTC,811111,General Automotive Repair,49.1543477,-122.7709152
Galini Greek Kouzina & Grill Ltd,Food Primary-Class B Dining Lounge,101,19475,Fraser Hwy,V3S6K7,6045302881,16,CTC,722110,Restaurants,49.11542665,-122.6827788
Natural Therapeutics Health Centre Inc,Holistic Health Care,101,15366,Fraser Hwy,V3R3P5,6045857786,2,FTC,621390,Offices of Other Health Practitioners,49.16414347,-122.7968721
Scott Hill Pizza,Restaurant - No Alcohol, ,15154,Fraser Hwy,V3R3P1,6045884399,3,FTC,722110,Restaurants,49.16640004,-122.8026669
Hairtell Salons Inc,Hair Salon/Barber, ,15150,Fraser Hwy,V3R3P1,6045897733,2,FTC,812115,Beauty Salons,49.16642295,-122.8027261
Milieu Family Services Inc,Employment Training, ,15127,Fraser Hwy,V3R3P2,6045810878,10,FTC,541611,Administrative Management & General Management Consulting Services,49.16705928,-122.8033857
Yoko Sushi & Noodle House,Japanese Restaurant,102,16013,Fraser Hwy,V4N0G2,6045075575,6,FTC,722110,Restaurants,49.15736772,-122.7783141
B C Tires Ltd,Automotive Repair Service, ,15399,Fraser Hwy,V3R3P3,6045857396,4,FTC,811111,General Automotive Repair,49.16406229,-122.795619
Asian Noodle Island Ltd,Restaurant,302,15988,Fraser Hwy,V4N0X8,6045916528,6,FTC,722110,Restaurants,49.15724844,-122.7795386
Caliber Automotive Inc,Automotive Repair Service, ,19056,Fraser Hwy,V3S8E7,6045751031,1,CTC,811111,General Automotive Repair,49.12046222,-122.6949976
Mann Bros Meat Shop Inc,Retail Meat, ,15155,Fraser Hwy,V3R3P2,7786889233,1,FTC,445210,Meat Markets,49.16679923,-122.8027575
Crystal Pure Water Co Inc,Retail Purified Water,103,15953,Fraser Hwy,V4N0Y3,6045982782,1,FTC,445299,All Other Specialty Food Stores,49.15879416,-122.7801459
A Tia's Laser & Beauty Salon Ltd,"Esthetics, Hair Removal,Hair Salon/Barber", ,15158,Fraser Hwy,V3R3P1,6045891040,1,FTC,812115,Beauty Salons,49.16635746,-122.8025599
A Tia's Laser & Beauty Salon Ltd,"Esthetics, Hair Removal,Hair Salon/Barber", ,15158,Fraser Hwy,V3R3P1,6045891040,1,FTC,812190,Other Personal Care Services,49.16635746,-122.8025599
Ruben's Restaurant Ltd,Restaurant, ,15282,Fraser Hwy,V3R3P4,6045856708,6,FTC,445120,Convenience Stores,49.16501585,-122.7990886
Ruben's Restaurant Ltd,Restaurant, ,15282,Fraser Hwy,V3R3P4,6045856708,6,FTC,722110,Restaurants,49.16501585,-122.7990886
Extra Foods Gas Bar,Gas Station, ,18699,Fraser Hwy,V3S7Y3,6043154833,1,CTC,447190,Other Gasoline Stations,49.12494413,-122.7036331
Starbucks Coffee (18737 Fraser Hwy),"Retail Coffee, Restaurant",103,18737,Fraser Hwy,V3S7Y3,2063188705,20,CTC,445298,Coffee & Tea Stores,49.12463696,-122.7030165
Starbucks Coffee (18737 Fraser Hwy),"Retail Coffee, Restaurant",103,18737,Fraser Hwy,V3S7Y3,2063188705,20,CTC,722110,Restaurants,49.12463696,-122.7030165
Hillcrest Dental Group,Professional Practitioner-Dentist,308,18690,Fraser Hwy,V3S7Y4,6045751233,6,CTC,621210,Offices of Dentists,49.12447159,-122.7040178
Clayton Dental Center,Professional Practitioner-Dentist,104,18655,Fraser Hwy,V3S7Y3,6045439124,8,CTC,621210,Offices of Dentists,49.12564871,-122.7052808
Westminster Savings Credit Union (Fraser Hwy),Bank, ,18722,Fraser Hwy,V3S7Y4,6045170100,10,CTC,522111,Personal & Commercial Banking Industry,49.1241676,-122.7032055
Prism Hair Designs (Fraser Hwy),Hairdressing,103,18789,Fraser Hwy,V3S7Y3,6045757161,1,CTC,812115,Beauty Salons,49.12428644,-122.7022581
Party Express,Retail Merchant - 0 to 2 Employees, ,15988,Fraser Hwy,V3S2W7,6045978468,1,FTC,452999,All Other Miscellaneous General Merchandise Stores,49.15724844,-122.7795386
Mongolie Grill,Restaurant, ,19583,Fraser Hwy,V3S6K7,6045320301,1,CTC,722110,Restaurants,49.1143158,-122.6801951
Coast Capital Savings Credit Union (Clayton Crossing),Bank,101,18737,Fraser Hwy,V3S7Y3,6045177000,22,CTC,522111,Personal & Commercial Banking Industry,49.12463696,-122.7030165
Pharmasave (Fraser Hwy),Retail Pharmacy, ,15168,Fraser Hwy,V3R3P1,6045801456,6,FTC,446110,Pharmacies & Drug Stores,49.16626154,-122.8023319
Coast Capital Insurance Services Ltd (Fraser Hwy),Insurance Agent,101,18737,Fraser Hwy,V3S7Y3,6049535670,1,CTC,524210,Insurance Agencies & Brokerages,49.12463696,-122.7030165
Fleetwood Kumon,Tutoring,202,15955,Fraser Hwy,V4N0Y3,6045188428,21,FTC,611650,Tutorial Services,49.15915132,-122.7796095
Han Ma Yeum Restaurant,Restaurant - No Alcohol, ,19555,Fraser Hwy,V3S6K7,6045330098,3,CTC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.11473773,-122.6811169
Subway (18775 Fraser Hwy),Restaurant, ,18775,Fraser Hwy,V3S8E7,6045747639,10,CTC,722110,Restaurants,49.12479487,-122.7020931
Sharons Credit Union,Bank, ,19535,Fraser Hwy,V3S6K7,6045827272,5,CTC,522111,Personal & Commercial Banking Industry,49.11502354,-122.681742
Dublin Crossing Pub,"Neighbourhood Pub, Food Primary-Class B Dining Lounge",101,18789,Fraser Hwy,V3S7Y3,6048883518,35,CTC,722410,Drinking Places,49.12428644,-122.7022581
Dublin Crossing Pub,"Neighbourhood Pub, Food Primary-Class B Dining Lounge",101,18789,Fraser Hwy,V3S7Y3,6048883518,35,CTC,722511,Full-service restaurants,49.12428644,-122.7022581
Abasa Optical,Optometrist,202,18730,Fraser Hwy,V3S7Y4,6045759141,1,CTC,621320,Offices of Optometrists,49.12408823,-122.7029946
Triunity Martial Arts Studio Inc,Martial Arts,4A,15685,Fraser Hwy,V4N0Y6,7785780088,2,FTC,611620,Athletic Instruction,49.16109942,-122.7877983
Sense Vision Optical,Retail Optical, ,19579,Fraser Hwy,V3S6K7,6045342115,2,CTC,446130,Optical Goods Stores,49.11438594,-122.680358
Liquor Depot at Fleetwood Park Village,Retail - Beer & Wine Store,701,15950,Fraser Hwy,V4N0V7,6045973299,8,FTC,445310,"Beer, Wine & Liquor Stores",49.15767131,-122.780242
Splash Zone Car Wash,Car Wash, ,16098,Fraser Hwy,V4N0G3,6045903422,1,FTC,811192,Car Washes,49.1560557,-122.7759594
Real Smart Real Estate Tutorial Services Inc,Business School - Real Estate,106,16055,Fraser Hwy,V4N0G2,6045978925,2,FTC,611410,Business & Secretarial Schools,49.1569391,-122.7771027
Budget Brake & Muffler,Auto Repair, ,15235,Fraser Hwy,V3R3P3,6049518881,5,FTC,811111,General Automotive Repair,49.16586259,-122.8002822
Tim Hortons,Restaurant - No Alcohol,401,18682,Fraser Hwy,V3S7Y4,7785710394,50,CTC,445291,Baked Goods Stores,49.12458427,-122.704412
Tim Hortons,Restaurant - No Alcohol,401,18682,Fraser Hwy,V3S7Y4,7785710394,50,CTC,722110,Restaurants,49.12458427,-122.704412
Connect Hearing,Retail Merchant - 3 to 5 Employees,405,15940,Fraser Hwy,V4N0X8,6045780441,3,FTC,446110,Pharmacies & Drug Stores,49.15704507,-122.7809649
#4 Happy Haircut & Beauty Parlour Ltd,Hairdressing,104,15955,Fraser Hwy,V4N0Y3,6045121749,1,FTC,812115,Beauty Salons,49.15915132,-122.7796095
Kal Tire,Retail Repair Service, ,16139,Fraser Hwy,V4N0G2,6045922300,13,FTC,811111,General Automotive Repair,49.15604324,-122.7748694
Kal Tire,Retail Repair Service, ,16139,Fraser Hwy,V4N0G2,6045922300,13,FTC,811199,All Other Automotive Repair & Maintenance,49.15604324,-122.7748694
Goldline Finance Ltd,Auto Financing, ,16315,Fraser Hwy,V4N0G1,6045978658,2,FTC,541611,Administrative Management & General Management Consulting Services,49.15416976,-122.7699316
Sukhi Bath Motors,Automobile Dealer/Rebuilder, ,15437,Fraser Hwy,V3R3P6,8668792522,18,FTC,811111,General Automotive Repair,49.1636809,-122.7947161
Sherwin Williams Paints,Retail Merchant - 3 to 5 Employees,320,18690,Fraser Hwy,V3S7Y4,7785712288,4,CTC,444120,Paint & Wallpaper Stores,49.12447159,-122.7040178
Gulberg Fine Cuisine,Restaurant - No Alcohol,509,15950,Fraser Hwy,V4N0X8,7785785111,15,FTC,722110,Restaurants,49.15767131,-122.780242
First Rate Motors Ltd,Used Automobiles Sales, ,15685,Fraser Hwy,V4N0G6,6045129600,2,FTC,441120,Used Car Dealers,49.16109942,-122.7877983
Funworld Family Playcentre Ltd,Recreational Facility,102,15355,Fraser Hwy,V3R3P3,6045882427,5,FTC,713940,Fitness & Recreational Sports Centres,49.16472745,-122.7972292
Non Stop Sweets & Restaurant,Take Out, ,15272,Fraser Hwy,V3R3P4,6045885252,2,FTC,722110,Restaurants,49.16507512,-122.7993058
Breakwater Marine Ltd,Boat Bldg/Sales/Rental/Service/Marina, ,16099,Fraser Hwy,V4N0G2,6045724864,10,FTC,487210,"Scenic & Sightseeing Transportation, Water",49.15638546,-122.7758601
Save On Foods #2263,Retail Merchant, ,18710,Fraser Hwy,V3S7Y4,6045741202,84,CTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.12422162,-122.7033916
Pho 99 Vietnamese Noodle House,Restaurant - No Alcohol, ,19533,Fraser Hwy,V3S6K7,6045342699,5,CTC,722110,Restaurants,49.11505665,-122.6818106
Medicine Shoppe,Retail - Pharmacy,303,15988,Fraser Hwy,V4N0X8,6045994588,2,FTC,446110,Pharmacies & Drug Stores,49.15724844,-122.7795386
Fleetwood Family Eyecare Optommetrist,Professional Practitioner-Optometrist,404,15940,Fraser Hwy,V4N0X8,6045977793,5,FTC,621320,Offices of Optometrists,49.15704507,-122.7809649
