BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,SURREY_POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,NAIC,LONGITUDE,LATITUDE
Fraser River Consulting Ltd,Warehouse,214,19138,26 Ave,V337N2,6045016957,3,SSTC,493190,-122.6925553,49.04908563
A1 Signway Ltd,Sign Installation,10,19510,55 Ave,V3S8P7,6045742490,4,CTC,54185,-122.6824606,49.10220438
Hoi Fu Seafood Ltd,Retail Merchant - Seafood,0,14351,104 Ave,V3T1Y1,6048794115,3,SCC,44522,-122.8241835,49.19172759
Neptune Seafood Restaurant Central City,Restaurant,1130,10153,King George Blvd,V3T2W1,6044598886,30,SCC,722511,-122.8458478,49.18592247
Stripper Entertainment,Employment Agency/Recuruiting Service - Talent Agency,101,10768,King George Blvd,V3T2X7,6049302336,5,SCC,561310,-122.8449524,49.19819156
Reliance Learning Academy Inc,Tutoring,134,7536,130 St,V3W1H8,6047867672,3,NTC,611650,-122.8614287,49.13922076
Shanahan's Limited Partnership,Administration Office,208,7455,132 St,V3W1J8,6045902638,1,NTC,541611,-122.858087,49.13802955
Lakewood Beech Developments Ltd,Contractor- General,201,7795,128 St,V3W4E6,6045908444,15,NTC,231230,-122.8681591,49.14434394
R & L LifeCare Providers Ltd,Laundromat,0,6734,King George Blvd,V3W4Z5,6045123492,10,NTC,812310,-122.8452122,49.12500136
Maid Brigade,Residential cleaning,0,6834,King George Blvd,V3W4Z9,6045963936,1,NTC,561722,-122.8451278,49.12659821
Sotheby's International Realty Canada,Real Estate Brokerage,101,12761,16 Ave,V4A1N2,6043821840,3,SSTC,531212,-122.8684079,49.03146096
Gem Towing Ltd,Towing & Storage,0,2359,164 St,V3S0L8,6045318765,1,SSTC,488410,-122.7683859,49.04484705
Golden Glass & Shower Door Ltd,Contractor - Glass Shower Door Installation,106,8173,128 St,V3W4G1,6047653380,3,NTC,23815,-122.8682608,49.15156288
Western Star & Sterling Trucks of Vancouver Inc,"Sale of vehicles over 5,000 kg GVW",0,9300,192 St,V4N3R8,6048820902,1,GTC,415120,-122.6900802,49.17132712
Canova Bancorp Inc,Consultant,204,3237,King George Blvd,V4P1B7,6045425486,1,SSTC,523110,-122.8127483,49.06061188
Crispy Falafel,Restaurant - No Alcohol,0,2408,King George Blvd,V4P1H5,6043852150,2,SSTC,722512,-122.7933292,49.04586836
Koreana Hair Salon,Hair Salon / Barber,0,19569,Fraser Hwy,V3S6K7,6045103157,3,CTC,812115,-122.6806995,49.11453397
Tien Sher Hilton Properties Inc,Sales & Marketing Office,0,10768,Whalley Blvd,V3T0G1,6044248900,2,SCC,541619,-122.8420848,49.19795342
El Shaddai Construction & Management  Ltd,"Contractor - Painting, Contractor - Construction",103,13443,78 Ave,V3W0A8,6045818292,1,NTC,232450,-122.8500554,49.14466169
El Shaddai Construction & Management  Ltd,"Contractor - Painting, Contractor - Construction",103,13443,78 Ave,V3W0A8,6045818292,1,NTC,232990,-122.8500554,49.14466169
B C A A,Insurance Agent,130,2655,King George Blvd,V4P1H7,6042051150,14,SSTC,524210,-122.7999079,49.05031497
Furfection Dog Spaw,Dog grooming,123,6820,188 St,V4N3G6,7782380450,1,CTC,812910,-122.701433,49.1266045
Asian Flavor Foods,Retail Merchant - Food Store,1,13634,104 Ave,V3T1W2,7783953332,1,SCC,445299,-122.8442952,49.19144332
Spectrate Servcies Inc,Contractor - Vactor Services,200,9323,194 St,V4N4G1,6045139694,2,GTC,232990,-122.6852201,49.17210122
The Source,Retail Merchant - Electronics,122,17449,No 10 (56 Ave) Hwy,V3S2X6,6045319323,5,CTC,443110,-122.7398766,49.10436925
JADE 107,Esthetician - Electrolysis,215,15850,24 Ave,V3S0G1,6046941332,1,SSTC,812115,-122.7837047,49.04539491
Island Pacific Worksafe and Wellness,Professional Practitioner - Rehabilitation and Prevention Centre/Clinic,103,7238,137 St,V3W1V3,7786863409,1,NTC,621110,-122.8426152,49.1345334
Seaspan Ferries Corporation,Miscellaneous - Marine Transporation - Drop Trailer,0,10601,Timberland Rd,V3V3T3,6045838338,120,WTC,483116,-122.8992668,49.1951394
V H I Food Distribution Inc,Wholesale,309,19292,60 Ave,V3S3M2,6047513093,2,CTC,41311,-122.6893519,49.11114739
S N S Mart Ltd,Cheque Cashing Centre,105,10252,City Pky,V3T4C2,6047234812,1,SCC,522390,-122.8473918,49.18909542
Sigma Safety Corporation,Wholesale,345,19358,96 Ave,V4N4C1,6047575350,2,GTC,417930,-122.686029,49.17678045
Abakhan & Associates,Bankruptcy Trustee,210,5620,152 St,V3S3K2,6045762262,4,NTC,541990,-122.8006262,49.10489636
S D C Entertainment Ltd,Mobile DJ's & Entertainers,1,1160,King George Blvd,V4A4Z2,6044641294,20,SSTC,812940,-122.7647986,49.02283315
Armtec Limited Partnership,Sales/Marketing Office,208,6846,King George Blvd,V3W4Z9,6043432747,7,NTC,541619,-122.8445297,49.12715611
K G Wardstrom Industrial Gas,Contractor - Gas Services,211,9644,192 St,V4N4C6,6048882077,9,GTC,32512,-122.6900241,49.1778828
Fraserdowns Racetrack & Casino,Horse Racing,0,17755,60 Ave,V3S1V3,6045769141,1,CTC,711213,-122.7296331,49.11171557
Active Electric Ltd,Contractor - Electrical,47,13315,115 Ave,V3R0R8,6045842923,9,WTC,232510,-122.8533057,49.21175641
Spring Travels (P) Ltd,Travel Agency,106,12877,80 Ave,V3W0E6,6045014040,1,NTC,561510,-122.8651435,49.14842952
Handles Design Hardware Inc,Wholesale,103,5433,152 St,V3S5A5,6045994945,3,NTC,416330,-122.8014712,49.1005229
Dr Pardeep Dhillon Optometric Corporation,Professional Practitioner  - Optometrist,102,7110,120 St,V3W3M8,6046350155,1,NTC,621320,-122.8900661,49.13227009
Ben Moss Jewellers,Second Hand Dealer,2394,10355,152 St,V3R7C1,6049531150,7,GTC,453310,-122.8014023,49.18981199
Heather DeVries,Counselling Service,3,15243,91 Ave,V3R8P8,6044980558,1,FTC,624190,-122.7998524,49.16845099
Lifesew Tailoring & Alterations,Tailor,0,15277,100 Ave,V3R8X2,7788890595,1,GTC,315999,-122.7987902,49.1844401
G Force Driving School Ltd,Driving School,201,8363,128 St,V3W4G1,6045937915,2,NTC,611640,-122.86936,49.15466529
Fabulous Hair & Day Spa Ltd,"Hair Salon/Barber,Esthetician - Facials, waxing etc.",103,7228,192 St,V4N8Y4,6043724247,2,CTC,812115,-122.6904718,49.13415694
Fabulous Hair & Day Spa Ltd,"Hair Salon/Barber,Esthetician - Facials, waxing etc.",103,7228,192 St,V4N8Y4,6043724247,2,CTC,812190,-122.6904718,49.13415694
Bisla Martial Arts,"Restaurant - No Alcohol, Recreational Facility",20,8268,128 St,V3W4G2,6047832600,2,NTC,713940,-122.8677669,49.15312705
Bisla Martial Arts,"Restaurant - No Alcohol, Recreational Facility",20,8268,128 St,V3W4G2,6047832600,2,NTC,722512,-122.8677669,49.15312705
Ace Curries To Go Ltd,Manufacturer/Machine Shop - Spices/Sauces,3,12342,82A Ave,V3W0L6,6047612433,1,NTC,31194,-122.8809363,49.15301711
Ace Curries To Go Ltd,Manufacturer/Machine Shop - Spices/Sauces,3,12342,82A Ave,V3W0L6,6047612433,1,NTC,332710,-122.8809363,49.15301711
"Tamara Anne Huculak, Barrister & Solicitor",Professional Practitioner-Lawyer,309,1688,152 St,V4A4N2,6045425344,1,SSTC,541110,-122.8008931,49.03243524
Kinder Beauty and Hair Salon,"Esthetician - Waxing/threading/facials,Hair Salon/Barber - Beauty Hair Salon",104,8383,128 St,V3W4G1,6045944449,1,NTC,812115,-122.8683298,49.15512572
Kinder Beauty and Hair Salon,"Esthetician - Waxing/threading/facials,Hair Salon/Barber - Beauty Hair Salon",104,8383,128 St,V3W4G1,6045944449,1,NTC,812190,-122.8683298,49.15512572
K Pop Karaoke Resturant,Karaoke Restaurant,0,14914,104 Ave,V3R1M7,6045875767,5,GTC,722511,-122.8083471,49.19133785
Dawn Construction Ltd,General Contractor,105,18418,53 Ave,V3S7A4,6045303431,10,CTC,231230,-122.7122452,49.09885985
Lawrie Dr Susan,Professional Practitioner-Medical,304,13798,94A Ave,V3V1N1,6045830039,1,WTC,621110,-122.8405397,49.17452324
Cash Money Cheque Cashing Inc #590,"Financial Agent, Currency Exchange",100,13737,72 Ave,V3W2P2,6045729040,772,NTC,522390,-122.8417707,49.13374407
Cash Money Cheque Cashing Inc #590,"Financial Agent, Currency Exchange",100,13737,72 Ave,V3W2P2,6045729040,772,NTC,523130,-122.8417707,49.13374407
0766642 BC Ltd,Contractor - General,103,2428,King George Blvd,V4P1H5,6045364663,1,SSTC,231230,-122.7937753,49.04623447
Level Up Fitness,Recreational Facility,108,8655,130 St,V3W1V9,6045121105,1,NTC,713940,-122.8627639,49.16014047
Najar Industries,Mail Order,205,12899,76 Ave,V3W1E6,6045186682,1,NTC,454390,-122.8649023,49.14118753
Sanghera Bros Excavating & Demolition Ltd,Contractor - Demolition/Excavating,203,7238,137 St,V3W1V3,6045374778,3,NTC,232110,-122.8426152,49.1345334
South Fraser Womens Place,Charitable Society/Organization,0,15318,20 Ave,V4A2A3,6045369611,14,SSTC,813990,-122.7980168,49.03817959
Brinder's Tire Clinic Sales & Service Ltd,Automotive Repair Service,102,19561,No 10 (Langley Bypass) Hwy,V3S6K1,7782780333,2,CTC,811111,-122.683812,49.106731
Reflex Supplements,Retail Merchant - 0 to 2 Employees,201,13650,102 Ave,V3T1N6,7789980355,1,SCC,446191,-122.8436795,49.18765816
Pentland's Prosthetic & Orthotic Services Inc,Retail Merchant - Custom Prosthetic & Orthotic Treatment Services,0,9666,King George Blvd,V3T2V4,6045855950,4,SCC,446199,-122.8452586,49.17871821
Instant Imprints,Manufacturer/Machine Shop - Print/Embroidery/Signage,105,15292,Croydon Dr,V3S0Z5,6045410019,2,SSTC,332710,-122.7986726,49.05993465
Shauna Halcrow Counselling,Counselling Service,202,15388,24 Ave,V4A2J2,6045281100,1,SSTC,624190,-122.7964038,49.0454164
Kerrin Giesbrecht,Massage Therapy (RMT),211,6820,188 St,V4N3G6,7785742629,1,CTC,621370,-122.701433,49.1266045
Tim Hortons Donuts,Retail Merchant - Coffee Products,400,8112,120 St,V3W3N3,6045992589,1,NTC,722512,-122.8900159,49.15039263
Gaudet Dr Ron,Professional Practitioner-Dentist,200,1656,Martin Dr,V4A6E7,6045389283,1,SSTC,621210,-122.8050313,49.03206461
Prostate Cancer Foundation BC,Manufacturer of Reef Knot Kits,4,17918,55 Ave,V3S6C8,6045744012,1,CTC,813990,-122.726216,49.10215491
Vladimir Efimoff RMT,Massage Therapist,100,10366,136A St,V3T5R3,6045894555,1,SCC,621370,-122.8430997,49.19098569
Cash Money Cheque Cashing Inc #592,"Financial Agent, Currency Exchange",33,10556,King George Blvd,V3T2X3,6045889400,772,SCC,522291,-122.8449392,49.19475007
Cash Money Cheque Cashing Inc #592,"Financial Agent, Currency Exchange",33,10556,King George Blvd,V3T2X3,6045889400,772,SCC,523130,-122.8449392,49.19475007
Bollywood Tailors,Tailor,105,8334,128 St,V3W4G2,6047837605,1,NTC,315999,-122.8677188,49.15426177
Headwise Rehabilitation,Professional Practitioner - Medical - Psychological,210,7525,King George Blvd,V3W5A8,6046716059,4,NTC,621210,-122.8460121,49.13959468
Pizza Hut #31146,Restaurant - Delivery/Carryout,107,17700,No 10 (56 Ave) Hwy,V3S1C7,6045746414,15,CTC,722512,-122.7326486,49.10357078
Vision Pros,Mail Order,206,19138,26 Ave,V3S3V7,8884047317,4,SSTC,454390,-122.6925553,49.04908563
Fido,Retail Merchant - Cellular,135,17455,No 10 (56 Ave) Hwy,V3S2X6,7785741212,4,CTC,443110,-122.7395975,49.10436862
Canadian Autolines Services,"Wholesale, Automobile Cleaning/Car Wash/Detailing",8,19335,No 10 (Langley Bypass) Hwy,V3S6K1,7789183484,2,CTC,415310,-122.683812,49.106731
Peace Arch Veterinary Hospital,Professional Practitioner-Veterinarian,124,1959,152 St,V4A9E3,7788558643,3,SSTC,541940,-122.8014669,49.03727504
Reflexology and Plantar Fascitis Centre of Guildford,Reflexology,0,15371,104 Ave,V3R1N5,6044410291,1,GTC,621390,-122.7961342,49.19170891
Kasa Supply Ltd,Wholesale - Plumbing/Storage/Landscaping,0,7400,132 St,V3W4M7,6048089154,2,NTC,416120,-122.8564837,49.13848194
Best Choice Insurance Services Inc,Insurance Agent,107,12830,80 Ave,V3W3A8,6045032080,1,NTC,524210,-122.8672039,49.14796009
Hana Dental Group,Professional Practitioner - Dental,20,10330,152 St,V3R4G8,6044982804,2,GTC,621210,-122.8001306,49.19012695
Cheryl's Trading Post,Retail Merchant - 0 to 2 Employees,103,1711,152 St,V4A4N3,6045385008,2,SSTC,453220,-122.801669,49.0331143
Tates Hair Studio Inc,Hair Salon,101,10116,King George Blvd,V3T2W4,6045822022,3,SCC,446120,-122.8450996,49.18627275
Tates Hair Studio Inc,Hair Salon,101,10116,King George Blvd,V3T2W4,6045822022,3,SCC,812115,-122.8450996,49.18627275
Greek Nightz Restaurant,Food Primary-Class B Dining Room,106,9547,152 St,V3R5Y5,6044980177,15,FTC,722511,-122.8012833,49.17590414
Wholeness Health Clinic,Holistic Health Care,103,17660,65A Ave,V3S5N4,6045769909,2,CTC,621390,-122.7334329,49.12101769
Style Importers Ltd,Administration Office,0,17564,56A Ave,V3S1G3,7787922011,5,CTC,541611,-122.7361661,49.10494285
Bear Creek Villa,Retirement Community,133,8233,140 St,V3W5K9,6045999057,10,WTC,531111,-122.8349443,49.15268943
Kasa Landscape Supply Ltd,Retail Merchant - Landscape Supplies,0,7400,132 St,V3W4M7,6047207722,2,NTC,418990,-122.8564837,49.13848194
Cellicon,Retail Merchant - Cell Phone Accessories,0,10355,152 St,V3R7B7,6045841786,1,GTC,443110,-122.8014023,49.18981199
Green Apple Dental,Professional Practitioner-Dentist,106,12885,80 Ave,V3W0E6,6045031722,7,NTC,621210,-122.8649138,49.14844044
Roger Mpania Barrister & Solicitor,Professional Practitioner-Lawyer,201,13049,76 Ave,V3W2V7,6045034018,1,NTC,541110,-122.8612083,49.14115267
Wynwood Furniture & Design Ltd,Retail Merchant - Furniture,1,2320,King George Blvd,V4A5A5,6045359003,2,SSTC,442110,-122.7916188,49.0444905
Big Fat Graphic House Inc,Manufacturer/Machine Shop,102,19036,22 Ave,V3S3S6,6045386478,7,SSTC,332710,-122.6963864,49.04185281
Big Fat Graphic House Inc,Manufacturer/Machine Shop,102,19036,22 Ave,V3S3S6,6045386478,7,SSTC,541430,-122.6963864,49.04185281
Cana Tour & Travels Ltd,Travel Agency,205,7928,128 St,V3W4E8,6044403328,3,NTC,561510,-122.8676651,49.14675376
7 Seas Immigration Inc,Immigration Consultant,154,8120,128 St,V3W1R1,6045912222,3,NTC,541613,-122.8660477,49.14939795
La Petite Boutique,Hair Salon/Barber,102,15585,24 Ave,V4A9Z1,7783856712,1,SSTC,812115,-122.7907156,49.04612516
Unique Bazaar Ltd,Wholesale/Retail - Fabric Store,101,12885,80 Ave,V3W0E6,6045025022,4,NTC,414130,-122.8649138,49.14844044
B & B Heavy Civil Construction Ltd,Contractor - Heavy Civil Construction,0,3077,188 St,V3S9V5,6045321990,1,SSTC,2379,-122.7028758,49.05786182
Assyrian Hair Cut,Hair Salon/Barber,0,10348,Whalley Blvd,V3T4H4,6044984929,1,SCC,812115,-122.8417065,49.1907645
R W Logistic and Distribution Management Ltd,Warehouse/ Logistics/Distribution,0,19110,24 Ave,V3S3S9,6049966852,3,SSTC,493190,-122.6944424,49.04545194
Mira's Organic Spa Ltd,Swedish Massage,101,10116,King George Blvd,V3T2W4,6047834212,1,SCC,621390,-122.8450996,49.18627275
Bouclair HOME,Retail Merchant - Home Decor Items and Accessories,0,3091,152 St,V4P3K1,5144260115,12,SSTC,442298,-122.8021376,49.05795415
Fastgo System 2011 Inc,Wholesale - Fireplaces,101,19545,56 Ave,V3S6K1,6048613090,8,CTC,414220,-122.6816647,49.10461374
Spectrum Pacific Products Inc,Manufacturer / Machine Shop - Fertilizer Packaging,207,17665,66A Ave,V3S2A7,6048336462,1,CTC,32531,-122.7332104,49.1235247
Jin Soo Sung Chan Korean Restaurant,Korean Restaurant,0,10312,152A St,V3R7P6,7783217384,3,GTC,722511,-122.7992503,49.18971779
Elite Linen Inc,Wholesale - Linens,107,2455,192 St,V3S3X1,6045352249,6,SSTC,414330,-122.6918031,49.04661386
Rana Shahi Catering Services Ltd,Restaurant - No Alcohol,110,8910,120 St,V3V4B4,6045887262,5,WTC,722512,-122.8900695,49.16515223
Mira's Organic Spa Ltd,"Waxing, Facial, Pedicure, Manicure, Tinting, Airbrushing",0,10100,King George Blvd,V3T2W4,6047834212,1,SCC,812115,-122.8451066,49.18618314
Mr Tube Steak,Portable Food Vendor,0,790,176 St,V3S9S6,6045382454,1,SSTC,722330,-122.7348482,49.0159729
Qualico Developments Vancouver Inc,Contractor - General,310,5620,152 St,V3S3K2,6045823011,50,NTC,231230,-122.8006262,49.10489636
Pacific Oral Health Society,Non Profit - Dental Clinic and Institute,300,15850,24 Ave,V3S0G1,6045362700,5,SSTC,813990,-122.7837047,49.04539491
Thandi Auto Care Centre,Automotive Repair Service,106,12465,82 Ave,V3W3E8,6047823540,1,NTC,81111,-122.8772147,49.15216421
Bhangramatics Academy Inc,Recreational Facility - Dance School,0,12777,76A Ave,V3W4Y8,6047259400,1,NTC,713940,-122.8689954,49.14248014
Casbah Day Spa Inc,Esthetician,2,2970,King George Blvd,V4P0E6,6045313666,1,SSTC,812115,-122.8059776,49.05605276
Mud Bay Drilling Co Ltd,Contractor - Test Drilling,0,19545,Telegraph Trail,V4N4G9,6048882206,1,GTC,213117,-122.680682,49.18111094
Cloverdale Sausage,Retail Merchant - Delicatessen,0,5804,176 St,V3S4E2,6045766131,2,CTC,445210,-122.7347726,49.10792392
Spotless Laser & Electrolysis Inc,Electrolysis,105,8056,King George Blvd,V3W5B5,6045915124,1,WTC,812190,-122.8452546,49.14901036
Cox Metalworks Inc,Manufacturer/Machine Shop,2,13015,84 Ave,V3W1B3,6045724119,7,NTC,332710,-122.8620631,49.15571126
Dream Oak Custom Furniture Ltd,Manufacturing/Machine Shop - Oak furniture,109,18669,52 Ave,V3S8E5,6045744822,2,CTC,332710,-122.7053171,49.09726441
Ardene,Retail Merchant - Girl's Accessories,140,12463,88 Ave,V3W1P8,5133834442,1,WTC,44815,-122.8782716,49.16397332
Premium Glass & Shower Door Ltd,Manufacturer/Machine Shop,204,12745,78 Ave,V3W1M4,6045907046,4,NTC,3272,-122.8695836,49.14477142
Kinetic Wireless,Retail - Cellular phone sales,101,7320,King George Blvd,V3W5A5,6045995522,2,NTC,443110,-122.8451398,49.13512719
Able Woodworking Ltd,Woodwork,42339,7743,128 St,V3W1L4,6047231615,1,NTC,332710,-122.8681748,49.14346097
Singh Jewellers Ltd,Retail Store- Jewellery,102,8383,128 St,V3W4G1,6045433979,2,NTC,448310,-122.8683298,49.15512572
Arzu Immigration Ltd,Immigration Consultant,207,7238,137 St,V3W1V3,6045944777,5,NTC,541613,-122.8426152,49.1345334
The Abode Cloverdale,Retail - Refinished furniture and home accessories,4,5723,176 St,V3S4C9,6048031499,1,CTC,442110,-122.7351922,49.10638755
Grandfair Travel Ltd,Travel Agency,0,15277,100 Ave,V3R8X2,6045826888,5,GTC,561510,-122.7987902,49.1844401
Mathnasium of South Surrey,Tutoring - learning centre teaching math to kids,0,3268,King George Blvd,V4P1A5,6043853100,1,SSTC,611650,-122.8120564,49.06108806
K P G Surrey Kids Physio Group,Professional Practitioner-Medical,302,14351,104 Ave,V3T1Y1,6044981044,1,SCC,621110,-122.8241835,49.19172759
Pharmasave #287 Sullivan Square,Retail Merchant - Pharmacy,106,15325,No 10 (56 Ave) Hwy,V3S0X9,6049100118,7,NTC,446110,-122.7984234,49.10529082
Sullivan Medical Clinic,Professinal Practitioner - Medical Clinic,108,15325,No 10 (56 Ave) Hwy,V3S0X9,6049100118,3,NTC,621110,-122.7984234,49.10529082
Tim Hortons,"Restaurant - No Alcohol, Retail Merchant - 20 or More Employees",0,12467,88 Ave,V3W1P8,6045943211,35,WTC,453220,-122.8778743,49.16356002
Tim Hortons,"Restaurant - No Alcohol, Retail Merchant - 20 or More Employees",0,12467,88 Ave,V3W1P8,6045943211,35,WTC,722512,-122.8778743,49.16356002
Papa Murphy's Take and Bake Pizza,Restaurant - No Alcohol,900,15355,24 Ave,V4A2H9,6043765302,15,SSTC,722512,-122.7975044,49.04583671
Surrey Tiles & Molding,Manufacturing/Machine Shop - Tile/Mouldings,203,12882,85 Ave,V3W0K8,6046122314,1,NTC,326198,-122.865516,49.15745506
One Acupuncture and Herbs Clinic,Acupuncture,57,7238,189 St,V4N5Y8,7788086930,1,CTC,621360,-122.6982967,49.13406145
Happy Baby Cheeks Cloth Diaper Service,Manufacturer/Machine Shop,310,19292,60 Ave,V3S3M2,6045398322,5,CTC,315241,-122.6893519,49.11114739
Happy Baby Cheeks Cloth Diaper Service,Manufacturer/Machine Shop,310,19292,60 Ave,V3S3M2,6045398322,5,CTC,332710,-122.6893519,49.11114739
Southpoint Development Clinic,"Professional Practitioner - Psychology Practice, Professional Practitioner - Child Psychology Services",202,15350,34 Ave,V3S0X7,6047227785,1,SSTC,621110,-122.7969888,49.06361005
Pacific Japanese Auto Sale & Auto Body,"Auto Body/Painting,Automobile Dealer/Rebuilder",111,12940,80 Ave,V3W3B2,6045901320,3,NTC,81111,-122.8639235,49.14798718
Pacific Japanese Auto Sale & Auto Body,"Auto Body/Painting,Automobile Dealer/Rebuilder",111,12940,80 Ave,V3W3B2,6045901320,3,NTC,811121,-122.8639235,49.14798718
Judy Hair,Hair Salon/Barber,108,19475,Fraser Hwy,V3S6K7,6043459965,1,CTC,812115,-122.6827788,49.11542665
Concord Aluminum Product Ltd,Wholesale - Aluminum Products,0,12844,Anvil (78 Ave) Way,V3W8E7,6047213676,1,NTC,331313,-122.8664548,49.1446291
Top Chemicals Inc,Manufacturer/Machine Shop,1,12125,86 Ave,V3W3H8,7786891569,2,NTC,418410,-122.8867099,49.15976803
Vii Auto Boutique Ltd,Automobile Dealer / Rebuilder,150,16140,84 Ave,V4N0V9,6046188921,1,FTC,811111,-122.7749256,49.15530735
Schnitzer Steel BC Inc,Recycling Depot,0,12195,Musqueam Dr,V3V3T2,6045800251,50,WTC,418190,-122.8850915,49.20889066
Onyx Automotive Ltd,Automotive Repair Service,203,13308,76 Ave,V3W2W1,6045032292,2,NTC,811111,-122.853768,49.14074541
Corn Shack,Portable Food Vendor - Corn Shack,0,15175,72 Ave,V3S2G3,6043126219,3,NTC,722330,-122.8019849,49.13387796
Able Developmental Clinic Inc,Psychologist's Office,12,15243,91 Ave,V3R9K2,6045843450,4,FTC,621110,-122.7998524,49.16845099
Sofi's Shawarma & Donair,Restaurant - No Alcohol,0,8928,152 St,V3R4E4,6049572344,1,FTC,722512,-122.8011565,49.16516372
Relamping Services Canada Limited,Office & Warehouse,207,6333,148 St,V3S3C3,6045905349,6,NTC,232510,-122.812464,49.11799311
J & G Kitchen Craft Cabinets Ltd,Manufacturer/Machine Shop,0,13289,72 Ave,V3W2N5,6045923114,1,NTC,332710,-122.8538531,49.13384892
J & G Kitchen Craft Cabinets Ltd,Manufacturer/Machine Shop,0,13289,72 Ave,V3W2N5,6045923114,1,NTC,337110,-122.8538531,49.13384892
Instaloans Inc,Financial Agent,148,10090,152 St,V3R8X8,7807325671,5,GTC,522291,-122.8005815,49.18575463
Aakarshan,Wholesale,163,12899,80 Ave,V3W0E6,6047236027,3,NTC,414110,-122.8647074,49.14844442
Black & White Auto Body Ltd,Autobody / Painting,0,7823,132 St,V3W4M8,6045030988,2,NTC,811121,-122.8580204,49.14433652
Cooper Electrical Contracting Ltd,Contractor - Electrical,308,9775,188 St,V4N3N2,6046815107,4,GTC,232510,-122.7015205,49.18021661
S C M Construction Management Ltd,Contractor - General,308,9775,188 St,V4N3N2,6046881552,2,GTC,231410,-122.7015205,49.18021661
Altec Windows Ltd,Manufacturer / Machine Shop - Window Manufacturing,204,12844,Anvil (78 Ave) Way,V3W8E7,6045909192,1,NTC,332710,-122.8664548,49.1446291
Royal Academy of Bhangra Society,Charitable Society/Organization,103,8363,128 St,V3W2V6,6044016700,1,NTC,813990,-122.86936,49.15466529
Moto Transporation Services Corp,General Business Office - Freight Broker,207,155,176 St,V3S9S4,6047572441,6,SSTC,488519,-122.7357206,49.00478209
Greyfriars Realty Ltd,Real Estate Office,250,2411,160 St,V3S0C8,6045345070,8,SSTC,531210,-122.7795779,49.04592278
Miss India Fashion Ltd,"Wholesale,Tailor",164,12899,80 Ave,V3W0E6,7783229081,1,NTC,315999,-122.8647074,49.14844442
Miss India Fashion Ltd,"Wholesale,Tailor",164,12899,80 Ave,V3W0E6,7783229081,1,NTC,414110,-122.8647074,49.14844442
Beehie Therapy Speech Language Pathology Services,Consultant,218,13569,76 Ave,V3W2W3,6043452099,1,NTC,621340,-122.8470477,49.1409873
0964587 BC Ltd,Contractor - Construction,240,8138,128 St,V3W1R1,7788850555,1,NTC,231230,-122.8670001,49.15020262
Oliver Builders Ltd,Contractor - Builders,5,5498,Production Blvd,V3S8P5,6045338249,4,CTC,231230,-122.6815178,49.10217102
Dr. Sandeep Sawhney Inc,Professional Practitioner - Medical,302,16088,84 Ave,V4N0V9,6045070623,1,FTC,621110,-122.7763379,49.15517355
Back Country Rentals,Miscellaneous - Recreational Vehicle Storage,8,19585,56 Ave,V3S6K3,7788819059,2,CTC,532190,-122.6803887,49.10458325
International Modern Laminate Ltd,Warehouse - Distribution of Laminate,0,18788,96 Ave,V4N3R1,6048815512,1,GTC,49311,-122.7018507,49.17676637
Christina Wegner RMT,RMT,143,12080,Nordel Way,V3W1P6,6045915569,1,NTC,621370,-122.8886041,49.16109806
Jason Scott RMT,RMT,143,12080,Nordel Way,V3W1P6,6045915569,1,NTC,621370,-122.8886041,49.16109806
Reshad Etminan RMT,RMT,143,12080,Nordel Way,V3W1P6,6045915569,1,NTC,621370,-122.8886041,49.16109806
Al Baraka Bakery & Kitchen Foods,Bakery,0,14756,108A Ave,V3R1W8,7783950333,1,GTC,445291,-122.8135694,49.19952454
A C C Jeweller Ltd,Wholesale,0,12899,80 Ave,V3W0E6,6048070006,4,NTC,414410,-122.8647074,49.14844442
Aldo,Retail Merchant - Shoes & Handbags,2077,10355,152 St,V3R7C1,6045835060,1,GTC,414110,-122.8014023,49.18981199
Astrographic Industries Ltd,"Manufacturer/Machine Shop - Signs, Wholesale - Traffic Control Products,Contractor - Sign Installation",0,17855,66 Ave,V3S7X1,6045961731,34,CTC,33995,-122.7279397,49.12249932
Astrographic Industries Ltd,"Manufacturer/Machine Shop - Signs, Wholesale - Traffic Control Products,Contractor - Sign Installation",0,17855,66 Ave,V3S7X1,6045961731,34,CTC,332710,-122.7279397,49.12249932
Astrographic Industries Ltd,"Manufacturer/Machine Shop - Signs, Wholesale - Traffic Control Products,Contractor - Sign Installation",0,17855,66 Ave,V3S7X1,6045961731,34,CTC,418990,-122.7279397,49.12249932
Momel Auto Electronics,Automotive Repair Service,0,6468,King George Blvd,V3W4Z3,6045078278,1,NTC,811111,-122.8451806,49.1202975
Baselines Pub,Lounge,300,1938,152 St,V4A4N6,6045354615,6,SSTC,722410,-122.8009197,49.03724945
Aviva Uniforms Inc,Manufacturer/Machine Shop,115,12414,82 Ave,V3W3E9,6045431949,1,NTC,332710,-122.8785309,49.15186633
Ivy Press Productions,Printer - Commercial & Graphics,216,12448,82 Ave,V3W3E9,6045728980,1,NTC,323119,-122.8778071,49.15185171
