BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
Regent Place,Apt & Townhouse Rentals,0,14940,108 Ave,V3R1W1,6045810600,2,GTC,Commercial/Industrial,2011,-122.80783,49.19864
Reilly's Heat Wave,Tanning Salon,104,17700,56 Avenue,V3S1C7,6045751456,1,CTC,Commercial/Industrial,2011,-122.73225,49.10408
Reitmans,Retail Sales - Clothing,0,1194,Guildford Town Centre,V3R7B7,6045810315,4,GTC,Commercial/Industrial,2011,0,0
Reitmans,Retail - Ladies Wear,110,12463,88 Ave,0,6045437987,10,WTC,Commercial/Industrial,2011,-122.87727,49.1632
Reitmans #1179,Retail - Ladies Wear,350,7488,King George Blvd,V3W0H9,6045958423,10,NTC,Commercial/Industrial,2011,-122.84548,49.1388
Reitmans (3091 - 152 St),Retail - Ladies Wear,0,3091,152 St,V4P3K1,5143841140,10,SSTC,Commercial/Industrial,2011,-122.80134,49.05826
Reitmans (Canada) Ltd Penningtons Division,Retail - Ladies Wear,0,15285,101 Ave,V3R9V8,6044951317,8,GTC,Commercial/Industrial,2011,-122.79859,49.18621
Relate Ministry College Relate Church,Business School,0,6788,152 St,V3S3L4,6045998989,1,NTC,Commercial/Industrial,2011,-122.8009,49.12609
Relationships Counseling Practice,Counselling Serv.,0,5950,179 St,V3S4J9,7785499466,1,CTC,Commercial/Industrial,2011,-122.72676,49.11053
Reliable Parts Ltd,Appliance Parts,0,6750,King George Blvd,V3W4Z5,6045924549,1,NTC,Commercial/Industrial,2011,-122.84543,49.12525
Reliance Foundry Co Ltd,Manufacturing,207,6450,148 St,V3S7G7,6045924333,8,NTC,Commercial/Industrial,2011,-122.81204,49.11977
Remax 2000 Realty (100 Ave),Real Estate Serv.,103,15127,100 Ave,V3R0N9,6045832000,45,GTC,Commercial/Industrial,2011,-122.8031,49.18428
Remax Colonial Pacific Realty Ltd,Real Estate Serv.,0,15414,24 Ave,V4A2J3,6045414888,37,SSTC,Commercial/Industrial,2011,-122.79533,49.04551
Remax Little Oak Realty Surrey,Real Estate,102,8501,162 St,V4N1B2,6048592341,2,FTC,Commercial/Industrial,2011,-122.77345,49.15731
Remington Park Motors,Auto Repair,10,19080,96 Ave,V4N3R3,6048821986,2,GTC,Commercial/Industrial,2011,-122.69379,49.17691
Renelle Furniture Inc,Mfg. - Furniture,0,13120,76 Ave,V3W2V6,6045915922,35,NTC,Commercial/Industrial,2011,-122.85881,49.14086
Renown Enterprises Ltd,Apartment Rental,0,5778,176A St,V3S4H3,6045762888,1,CTC,Commercial/Industrial,2011,-122.73355,49.10739
Rescon Construction Inc,Contractor - General Construction,310,1676,Martin Dr,V4A6E7,6045351433,1,SSTC,Commercial/Industrial,2011,-122.80462,49.03311
Resident Plus Pharmacy Inc,Warehouse,100,5465,192 St,V3S8E5,7788786319,1,CTC,Commercial/Industrial,2011,-122.69131,49.10215
Resources Max Enterprise Ltd,Scrap Metal Trading Office,0,14888,104 Ave,V3R1M4,6045889820,1,GTC,Commercial/Industrial,2011,-122.80961,49.1914
Respiratory Homecare Solutions,Health Care,0,15149,Fraser Hwy,V3R3P2,6046301212,3,FTC,Commercial/Industrial,2011,-122.80271,49.16672
Resto Rides Enterprises Inc,Auto Body/Painting,201,18428,53 Ave,V3S7A4,6045751005,1,CTC,Commercial/Industrial,2011,-122.712,49.09897
Restonic Jordan Mattress Ltd,Manufacturer - Mattresses,0,13137,82A Ave,V3W9Y6,6045011010,2,NTC,Commercial/Industrial,2011,-122.85802,49.15256
Restore A Credit Debt Solutions,Financial Planning/Consultant,268,8128,128 St,V3W1R1,7785653341,1,NTC,Commercial/Industrial,2011,-122.86784,49.15035
Restwell Mattress Co Ltd,Mfg. - Mattresses,0,14922,54A Ave,V3S5X7,6045762339,100,NTC,Commercial/Industrial,2011,-122.80907,49.10168
Retina Surgical Associates Inc,Professional Practitioner-Medical,0,13490,104 Ave,V3T1V8,6045214179,5,SCC,Commercial/Industrial,2011,-122.84828,49.19154
Retro Specialty Contractors,Contractor - Miscellaneous,208,1676,Martin Dr,V4A6E7,604542666,1,SSTC,Commercial/Industrial,2011,-122.80462,49.03311
Revolution Auto Works Ltd,Automotive Repair Service,41162,12772,82 Ave,V3N3G4,6045171770,1,NTC,Commercial/Industrial,2011,-122.86879,49.15055
Rialto Theatres,Movie Theatre,0,1734,152 St,V4A4N4,6045418596,14,SSTC,Commercial/Industrial,2011,-122.80105,49.03356
Rich In Taste Food Corporation,"Manufacturing & processing of hot lunches for corporations, schools & individuals",105,18663,52 Ave,V3S8E5,6045790128,1,CTC,Commercial/Industrial,2011,-122.70606,49.09719
Rich Van Electric Ltd,Contractor - Electrical,2,8333,130 St,V3W7X4,6045990338,7,NTC,Commercial/Industrial,2011,-122.86243,49.154
Richard Kosick & Co,Professional Practitioner-Accountant,303,10090,152 St,V3R8X8,6045846822,1,GTC,Commercial/Industrial,2011,-122.80077,49.18592
Richards & Richards,Professional Practitioner-Lawyer,0,10325,150 St,V3R4B1,6045886844,6,GTC,Commercial/Industrial,2011,-122.80658,49.19018
Richfab Industries Ltd,Mfg. - Steel Fabrication,13,8528,123 St,V3W3V6,6045964121,2,NTC,Commercial/Industrial,2011,-122.88218,49.15837
Richwood Distributors,Mfg. - Door Frames.,218,6333,148 St,V3S3C3,6045990322,1,NTC,Commercial/Industrial,2011,-122.81235,49.11351
Rick Ford Lease & Disposal Ltd,Auto Leasing & Sales,0,3050,King George Blvd,V4P1A2,6045357770,4,SSTC,Commercial/Industrial,2011,-122.8082,49.05755
Ricky's All Day Grill #2,Dining Lounge,0,8958,152 St,V3R4E4,6045813212,34,FTC,Commercial/Industrial,2011,-122.80129,49.16518
Ricky's Restaurant (56 Ave),Dining Room,0,17830,56 Ave,V3S1C7,6045749912,30,CTC,Commercial/Industrial,2011,-122.72849,49.10408
Ridge Investigative Services,Private Investigator,202,17564,56A Ave,V3S1G3,6045750799,1,CTC,Commercial/Industrial,2011,-122.73605,49.10499
Rife Dr David A,Professional Practitioner-Dentist,0,5746,176 St,V3S4C8,6045744262,2,CTC,Commercial/Industrial,2011,-122.73483,49.10681
Right Choice Products Inc,Wholesale,109,12940,80 Ave,V3W3B2,7785523128,1,NTC,Commercial/Industrial,2011,-122.86402,49.14807
Right Management,Consultant - Career Transition,1890,13450,102 Ave,V3T5X3,6049308022,1,SCC,Commercial/Industrial,2011,-122.84913,49.18811
Right Spot Truck & Car Repair Inc,Car and truck repair,111,12885,85 Ave,V3W0K8,7785653546,1,NTC,Commercial/Industrial,2011,-122.86571,49.15767
Right Touch Autobody Ltd,Auto Body/Painting,405,12507,80 Ave,V3W3A4,6045901449,1,NTC,Commercial/Industrial,2011,-122.87532,49.14839
Right Trucks Sales & Service Ltd,Commercial New & Used Truck,0,10847,Scott Rd,V3V4G8,6045849555,1,WTC,Commercial/Industrial,2011,-122.88224,49.1996
Rimex Supply Ltd,Mfg. - Rims & Wheels,0,18635,96 Ave,V4N3P6,6048880025,83,GTC,Commercial/Industrial,2011,-122.70672,49.17709
Rimex Supply Ltd (186 St),Whlse. - Rims,0,9726,186 St,V4N3N7,6048880025,26,GTC,Commercial/Industrial,2011,-122.70753,49.17872
Ring Road Auto Sales Ltd,Automobile Dealer/Rebuilder,0,12882,King George Blvd,V3T2S9,6045802929,1,SCC,Commercial/Industrial,2011,0,0
Rip Curl,Surfing products,104,15775,Croydon Dr,V3S2L6,6047319000,8,SSTC,Commercial/Industrial,2011,-122.78567,49.04689
Rite Away Auto Loans Ltd,Financial Agent,0,12647,King George Blvd,V3V3K6,6044187070,1,WTC,Commercial/Industrial,2011,-122.87169,49.20634
Rite Away Auto Loans Ltd,Financial Agent,0,12647,King George Blvd,V3V3K6,6044187070,1,WTC,Commercial/Industrial,2011,-122.87169,49.20634
Riteway Cabinet Doors Ltd,Mfg. - Cabinet Doors,118,13302,76 Ave,V3W2W1,6045973333,1,NTC,Commercial/Industrial,2011,-122.85393,49.14082
Ritz Coffee & Tea House,Coffee Shop,104,19289,No 10 (Langley Bypass) Hwy,V3S6K1,6045769143,1,CTC,Commercial/Industrial,2011,0,0
River Cable Ltd,Mfg. - Wire Rope,0,11406,132A St,V3R7S2,6045804636,14,WTC,Commercial/Industrial,2011,-122.85493,49.2105
River Mekong Restaurant,Restaurant,0,1724,152 St,V4A4N4,6045356862,5,SSTC,Commercial/Industrial,2011,-122.80105,49.03338
River Nursery & Garden Centre,Nursery,0,16328,56 Ave,V3S8E7,6045761643,1,CTC,Commercial/Industrial,2011,-122.76995,49.10436
River of Life Gallery,Retail Art Gallery,240,2121,152 St,V4A4P1,6045364454,1,SSTC,Commercial/Industrial,2011,-122.80133,49.04054
Riverbend Metal Corp,Mfg. - Steel Fabrication,16,12484,82 Ave,V3W3E9,6045976601,1,NTC,Commercial/Industrial,2011,-122.87629,49.15189
Rivers Bend Winery,Winery,0,15560,Colebrook Rd,V3S0S2,6045766153,4,NTC,Commercial/Industrial,2011,-122.79176,49.09874
Riverside Golf Centre (3600 King George Blvd),"Driving Range, Chip & Putt, Sporting Goods & Restaurant",0,3600,King George Blvd,V4P1B5,6045313555,10,SSTC,Commercial/Industrial,2011,-122.82064,49.06758
Riverside Golf Centre (3600 King George Blvd),"Driving Range, Chip & Putt, Sporting Goods & Restaurant",0,3600,King George Blvd,V4P1B5,6045313555,10,SSTC,Commercial/Industrial,2011,-122.82064,49.06758
Riverside Golf Centre (3600 King George Blvd),"Driving Range, Chip & Putt, Sporting Goods & Restaurant",0,3600,King George Blvd,V4P1B5,6045313555,10,SSTC,Commercial/Industrial,2011,-122.82064,49.06758
Riverside Heights Medical Clinic,Professional Practitioner-Medical,0,14815,108 Ave,V3R1W2,6045822592,2,GTC,Commercial/Industrial,2011,-122.81193,49.19882
Riverside Insurance Agencies 1984 Ltd,Insurance Brokerage,0,14823,108 Ave,V3R1W2,6045814466,3,GTC,Commercial/Industrial,2011,-122.81166,49.19882
Riverview Apts,Apartment/Townhouse Rental,0,11075,136 St,V3R3B2,6045968684,1,SCC,Commercial/Industrial,2011,-122.84541,49.20395
Road Runner Automotive Service & Repair 2002 Ltd,Automotive Repair Service,0,2178,King George Blvd,V4A5A2,6045360133,1,SSTC,Commercial/Industrial,2011,-122.78833,49.04152
Road Star Auto Sales Ltd,Auto Sales,0,12521,King George Blvd,V3V3K3,6045805533,2,WTC,Commercial/Industrial,2011,-122.87466,49.20636
Roadhouse Bake Shoppe,Bakery,0,1763,King George Blvd,V4A4Z9,6045383177,1,SSTC,Commercial/Industrial,2011,-122.78022,49.03469
Roadhouse Eatery,Food Primary-Class B Dining Room,0,1781,King George Blvd,V4A4Z9,6045387676,15,SSTC,Commercial/Industrial,2011,-122.78055,49.03496
Roaths Pawn Shop Ltd,Pawn Shop,0,13573,King George Blvd,V3T2V1,6045844010,12,SCC,Commercial/Industrial,2011,-122.84626,49.19945
Robelle Solutions Technology Inc,Computer Software,304,7337,137 St,V3W1A4,6045821700,1,NTC,Commercial/Industrial,2011,-122.84296,49.13623
Robert Brajovic Law Offices,Professional Practitioner-Lawyer,202,15388,24 Ave,V4B2J2,6045365373,1,SSTC,Commercial/Industrial,2011,-122.79602,49.04551
Robert Doran Barrister & Solicitor,Professional Practitioner-Lawyer,302,15252,32 Ave,V3S0R7,6045429455,1,SSTC,Commercial/Industrial,2011,-122.80002,49.06149
Robin Hood Beer & Wine Store,Beer & Wine Store,0,13468,72 Ave,V3W2N8,6045946265,26,NTC,Commercial/Industrial,2011,-122.84882,49.1335
Robin Hood Beer & Wine Store,Beer & Wine Store,0,13468,72 Ave,V3W2N8,6045946265,26,NTC,Commercial/Industrial,2011,-122.84882,49.1335
Robin Hood Pub,Neighbourhood Pub,0,13468,72 Ave,V3W2N8,6045945474,10,NTC,Commercial/Industrial,2011,-122.84882,49.1335
Robinox Valves Inc,Import & Export - Valves & Fittings,104,19057,25 Ave,V3S3V2,6045726638,3,SSTC,Commercial/Industrial,2011,-122.69565,49.04758
Robin's Donuts,Restaurant,0,8005,King George Blvd,V3W5B4,6045903122,8,NTC,Commercial/Industrial,2011,-122.84582,49.14828
Robo Shine,Mfg./Machine Shop,145,19358,96 Ave,V4N4C1,6048881844,1,GTC,Commercial/Industrial,2011,-122.68669,49.1769
Rob's Columbia Autoworld Ltd,Automobile Dealer/Rebuilder,101,7945,132 St,V3W4N2,6045968222,1,NTC,Commercial/Industrial,2011,-122.85694,49.14723
Rochells Jewellers,Retail - Jewelry,0,1711,152 St,V4A4N3,0,4,SSTC,Commercial/Industrial,2011,-122.80132,49.03315
Rockwell Industries Ltd,Mfg. - Sawmill Machinery Parts,409,9775,188 St,V4N3N2,6048820066,1,GTC,Commercial/Industrial,2011,-122.7014,49.18001
Rockwell's Bar and Grill,Food Primary-Class B Dining Lounge,102,17530,64 Ave,V3S1Y9,7785740301,20,CTC,Commercial/Industrial,2011,-122.73704,49.1187
Rocky Mountain Books Ltd,Book Publishing,8,19272,96 Ave,V4N4C1,6045747067,5,GTC,Commercial/Industrial,2011,-122.68868,49.17691
Rocky Mountain Food Products Inc,"Mfg.- Pita Bread, Restaurant",4,12950,80 Ave,V3W3B2,6045926868,1,NTC,Commercial/Industrial,2011,-122.86375,49.14807
Rodem Korea,Food Court Restaurant,0,15277,100 Ave,V3R8X2,7786861103,1,GTC,Commercial/Industrial,2011,-122.79881,49.18431
Rodeo Meat Shop Ltd,Retail Merchant - 0 to 2 Employees,102,17767,64 Ave,V3M1H5,6045790189,3,CTC,Commercial/Industrial,2011,-122.73051,49.11886
Roger Bhatti Law Corporation,Professional Practitioner-Lawyer,203,8556,120 St,V3W3N5,6045901177,1,NTC,Commercial/Industrial,2011,-122.89023,49.15863
Roger The Plumber Ltd,Contractor - Plumbing,202,15388,24 Ave,V4A2J2,6045311666,10,SSTC,Commercial/Industrial,2011,-122.79602,49.04551
Roger's Aquatic and Pet Supplies,Retail Pet Supplies,0,8160,120 St,,6045926880,1,NTC,Commercial/Industrial,2011,-122.89023,49.1515
Rogers Inc Dr John,Professional Practitioner-Dentist,207,1656,Martin Dr,V4A6E7,6045367606,1,SSTC,Commercial/Industrial,2011,-122.80482,49.03285
Roger's Mobile Auto Repairs Inc,Auto Repair Service - Mobile,103,13055,84 Ave,V3W1B3,6047883100,1,NTC,Commercial/Industrial,2011,-122.86074,49.15548
Rogers Video,"Retail videos,video rental",0,8934,152 St,V3R4E4,6045812287,10,FTC,Commercial/Industrial,2011,-122.80131,49.16483
Rogers Video (17700 - 56 Ave),Video Sales & Rentals,101,17700,56 Ave,V3S1C7,6042709200,20,CTC,Commercial/Industrial,2011,-122.73225,49.10408
Rogers Video (17700 - 56 Ave),Video Sales & Rentals,101,17700,56 Ave,V3S1C7,6042709200,20,CTC,Commercial/Industrial,2011,-122.73225,49.10408
Rogers Video (King George Blvd),"Rental & Retail Videos,Vending Machine",101,10166,King George Blvd,V3T2W4,6045847274,8,SCC,Commercial/Industrial,2011,-122.84527,49.18719
Rogers Video (King George Blvd),"Rental & Retail Videos,Vending Machine",101,10166,King George Blvd,V3T2W4,6045847274,8,SCC,Commercial/Industrial,2011,-122.84527,49.18719
Rogers Wireless,Public Utility Company,0,8217,132 St,V3W4N6,6044311447,3,NTC,Commercial/Industrial,2011,-122.85698,49.15191
Roger's Wireless,Retail Merchant - Cellular & Paging,0,2235,Guildford Town Centre,V3R7B9,6049519399,3,GTC,Commercial/Industrial,2011,0,0
Roh Karsten,Parking Lot,0,2745,156 St,V3S0C5,6043405969,1,SSTC,Commercial/Industrial,2011,-122.79033,49.05206
Rokko Japanese Restaurant,Japanese Restaurant,120,8952,152 St,V3R4E4,6045891141,2,FTC,Commercial/Industrial,2011,-122.8013,49.16509
Roma Furniture,Furniture,1,13570,78 Ave,V3W8V3,6045028611,5,NTC,Commercial/Industrial,2011,-122.84612,49.14441
Roma Furniture,Warehouse,101,8952,Holt (120a St) Rd,V3V4H2,6045815711,1,WTC,Commercial/Industrial,2011,-122.88912,49.16589
Roma Stone Ltd Marble Granite,"Mfg. - Marble, Granite",5,19134,95A Ave,V4N4P2,6045135091,1,GTC,Commercial/Industrial,2011,-122.69289,49.176
Romancing the Home Gifts Ltd,Retail - Home Accessories,0,1637,128 St,V4A3V2,6045381600,1,SSTC,Commercial/Industrial,2011,-122.86767,49.03196
Rona Inc (6965 King George Blvd),"Retail Contract Building Materials,Vending Machine",0,6965,King George Blvd,V3W5A1,6045915050,40,NTC,Commercial/Industrial,2011,-122.84572,49.12887
Rona Inc (Fraser Hwy),"Building Materials & Garden Center,Vending Machine",0,16659,Fraser Hwy,V4N0E7,6045762955,105,FTC,Commercial/Industrial,2011,-122.76182,49.15078
Rona Revy Inc,Warehouse,0,19550,92 Ave,V4N4G7,6048826200,120,GTC,Commercial/Industrial,2011,-122.68085,49.17006
Ronald R Coumont Law Corporation,Professional Practitioner-Lawyer,3,6830,King George Blvd,V3W4Z9,6045911948,2,NTC,Commercial/Industrial,2011,-122.84546,49.12678
Ronnie's Restaurant,Food Primary-Class B Dining Lounge,0,6542,King George Blvd,V3W4Z3,6045919848,2,NTC,Commercial/Industrial,2011,-122.84537,49.12142
Ronsons  Rack,Retail - Shoes,147,1711,152 St,V4A4N3,0,3,SSTC,Commercial/Industrial,2011,-122.80132,49.03315
Ronsons Shoe Stores Ltd (152 St),Retail - Shoes,150,1711,152 St,V4A4N3,6042709974,6,SSTC,Commercial/Industrial,2011,-122.80132,49.03315
Ronsons Shoe Stores Ltd (Guildford Town Centre),Retail  - Shoes,0,2262,Guildford Town Centre,V3R7B9,6042709974,3,GTC,Commercial/Industrial,2011,0,0
Ron-Sons Torch Repairs Sales Ltd,Whlse. Welding Supplies & Welding Repairs,1,9677,192 St,V4N4C7,6048884481,3,GTC,Commercial/Industrial,2011,-122.69047,49.17853
Roofmart Pacific Ltd,Whlse. Roofing Material,0,8321,132 St,V3W4N6,6045915171,12,NTC,Commercial/Industrial,2011,-122.85699,49.15387
Roop Kala Jewellry & Saree House Ltd,Retail,156,8120,128 St,V3W1R1,6045904634,1,NTC,Commercial/Industrial,2011,-122.86784,49.15021
Roop Kala Jewellry & Saree House Ltd,Retail,156,8120,128 St,V3W1R1,6045904634,1,NTC,Commercial/Industrial,2011,-122.86784,49.15021
Rosemary Drycleaner,Dry Cleaner/Laundry Service,102,15350,34 Ave,V3S0X7,6045388816,1,SSTC,Commercial/Industrial,2011,-122.79711,49.06364
Rosemary Green,Townhouse Rental,0,2880,152 St,V4P1G6,6045385545,1,SSTC,Commercial/Industrial,2011,-122.80107,49.05423
Rosemary Heights Chiropractic,Professional Practitioner-Chiropract,218,3388,Rosemary Heights Cr,V3S0K7,6045358838,1,SSTC,Commercial/Industrial,2011,-122.79822,49.06357
Rosemary Heights Dental Center,Professional Practitioner-Dentist,206,15350,34 Ave,V3S0X7,6045427874,2,SSTC,Commercial/Industrial,2011,-122.79711,49.06364
Rosemary Heights Market,Retail - Convenience Store,148,3388,Rosemary Heights Cr,V3S0K7,6045417313,2,SSTC,Commercial/Industrial,2011,-122.79822,49.06357
Rosemary Heights Seniors Village,Seniors Housing,0,15240,34 Ave,V3S2J9,7785455000,1,SSTC,Commercial/Industrial,2011,-122.80008,49.06365
Rosie's Country Cafe,Restaurant,8,3033,King George Blvd,V4P1B8,6045384113,4,SSTC,Commercial/Industrial,2011,-122.80823,49.05729
Rosie's European Hair Design,Hair Styling.,110,10330,152 St,V3R4G8,6045889505,5,GTC,Commercial/Industrial,2011,-122.80075,49.19019
Ross Rex Industrial Painters Ltd,Painting Cont.,0,19214,94 Ave,V4N4E3,6048882826,1,GTC,Commercial/Industrial,2011,-122.69016,49.17333
Rostas Tibor,Manufacturer/Machine Shop,4,7925,128 St,V3W4E7,6045621778,1,NTC,Commercial/Industrial,2011,-122.86809,49.14672
Route 99 Tire & Auto Centre Ltd,Retail Merchant - 0 to 2 Employees,0,10090,King George Blvd,V3T2W4,6044958199,5,SCC,Commercial/Industrial,2011,-122.84528,49.18591
Roy Cammack Notary Corporation,Professional Practitioner-Notary,106,1656,Martin Dr,V4A6E7,6045367288,11,SSTC,Commercial/Industrial,2011,-122.80482,49.03285
Royal Auto Sale Ltd,Auto Dealer - Used,107,13112,84 Ave,V3W1L2,6043083161,1,NTC,Commercial/Industrial,2011,-122.85926,49.15531
Royal Bank Of Canada,Financial Agent,118,5455,152 St,V3S5A5,6045753380,22,NTC,Commercial/Industrial,2011,-122.8012,49.10185
Royal Bank of Canada,Bank,115,15795,Croydon Dr,V3S2L6,6045017175,8,SSTC,Commercial/Industrial,2011,-122.7849,49.04686
Royal Bank Of Canada,Banking Centre,60,1658,128 St,V4A3V3,6045414488,1,SSTC,Commercial/Industrial,2011,-122.86739,49.03231
Royal Bank Of Canada,Bank,0,13681,72 Ave,V3W2P2,6045942454,24,NTC,Commercial/Industrial,2011,-122.84324,49.13364
Royal Bank of Canada,Bank,0,18676,Fraser Hwy,V3S7Y4,6045017175,8,CTC,Commercial/Industrial,2011,-122.70494,49.12503
Royal Bank Of Canada,Bank,0,17931,56 Avenue,V3S1E2,8773326449,11,CTC,Commercial/Industrial,2011,-122.72583,49.10425
Royal Bank of Canada (152 St),Bank,150,10470,152 St,V3R0Y3,6046656765,28,GTC,Commercial/Industrial,2011,-122.80074,49.19267
Royal Bank of Canada (56 Ave),Bank,0,15365,56 Ave,V3S0X9,6045753351,5,NTC,Commercial/Industrial,2011,-122.79639,49.10449
Royal Canadian Institute of Technology (RCIT),Business School,202,10252,135 St,V3T4C2,6045887248,1,SCC,Commercial/Industrial,2011,0,0
Royal Doulton,Retail - Giftware,0,1315,Guildford Town Centre,V3R7B7,6049302663,6,GTC,Commercial/Industrial,2011,0,0
Royal Flavour Restaurant & Lounge Ltd,Food Primary-Class B Dining Lounge,101,7577,King George Blvd,V3W5A8,6045976667,6,NTC,Commercial/Industrial,2011,-122.84577,49.14035
Royal Group Tapestry Realty,Real Estate Agency,104,13049,76 Ave,V3W2V7,6045906111,50,NTC,Commercial/Industrial,2011,-122.86052,49.14105
Royal King Palace & Convention Centre Ltd The,Banquet Hall,366,8158,128 St,V3W1R1,6045946161,1,NTC,Commercial/Industrial,2011,-122.86784,49.15089
Royal LePage Brent Roberts Realty,Real Estate Services,6,9965,152 St,V3R4G5,6045813838,6,GTC,Commercial/Industrial,2011,-122.80106,49.18361
Royal LePage Coronation Park (152 St),Real Estate Services,6,9965,152 St,V3R4G5,6045813838,4,GTC,Commercial/Industrial,2011,-122.80106,49.18361
Royal Lepage Northstar Realty,Real Estate Services,118,15272,Croydon Dr,V3S0Z5,6045382125,25,SSTC,Commercial/Industrial,2011,-122.79881,49.06002
Royal LePage Westgard Realty,Real Estate Services,201,15272,Croydon Dr,V3S0Z5,6045382125,1,SSTC,Commercial/Industrial,2011,-122.79881,49.06002
Royal Lighting & Electrical Supply Ltd,Whlse. Electrical Supply,0,13025,76 Ave,V3W2V7,6048124443,1,NTC,Commercial/Industrial,2011,-122.8611,49.14106
Royal Photo Studio,Photographer/Videographer,171,8138,128 St,V3W1R1,6045942131,1,NTC,Commercial/Industrial,2011,-122.86784,49.15053
Royal Pro Real Estate Network Inc,Real Estate Referral Services,0,2753,Ohara Lane,V4A3E4,6048780848,1,SSTC,Commercial/Industrial,2011,-122.88502,49.05284
Roy's Barber Shop,Barber Shop,0,13532,106 Ave,V3T2C5,6040000000,1,SCC,Commercial/Industrial,2011,-122.84709,49.19515
Rub R Wall Waterproofing of BC Ltd,Waterproofing Applications - Office Only,110,15585,24 Ave,V4A2J4,6045354424,2,SSTC,Commercial/Industrial,2011,-122.79068,49.04567
Ruben's Restaurant Ltd,Restaurant,0,15282,Fraser Hwy,V3R3P4,6048415530,1,FTC,Commercial/Industrial,2011,-122.80104,49.16586
Rubinstein Financial Management Inc,Financial Planning Consult.,102,15387,104 Ave,V3R1N5,0,1,GTC,Commercial/Industrial,2011,-122.79574,49.19162
Ruby Bridal Inc,Retail Bridal Wear,101,15955,Fraser Hwy,V4N0Y3,6045011948,5,FTC,Commercial/Industrial,2011,-122.78023,49.158
Rudnik Dr James,Professional Practitioner-Medical,204,1676,Martin Dr,V4A6E7,6045362188,1,SSTC,Commercial/Industrial,2011,-122.80462,49.03311
Rug & Remnant Floors,Retail - Rugs and Flooring,0,8395,King George Blvd,V3W5B8,6045968622,5,NTC,Commercial/Industrial,2011,-122.84593,49.15523
Rumorz Pub,"Class ""A"" Pub",0,10662,King George Blvd,V3T2X3,6045811171,60,SCC,Commercial/Industrial,2011,-122.84515,49.19635
Running Room,Retail - Running Shoes & Apparel Shop,940,15045,32 Ave,V4P0A2,6045996001,5,SSTC,Commercial/Industrial,2011,-122.8057,49.06022
Rupy's Hair & Skin Studio Ltd,Hair Salon/Barber,102,12830,80 Ave,V3W3A8,6045902633,2,NTC,Commercial/Industrial,2011,-122.86703,49.14807
Rush Signs Limited,Sign Painter/Manufacturer/Installations,102,12882,85 Ave,V3W0K8,6047633971,1,NTC,Commercial/Industrial,2011,-122.86541,49.15752
Russell Brewing Company,Mfg.- Brewing Beer,202,13018,80 Ave,V3W3B2,6045991190,2,NTC,Commercial/Industrial,2011,-122.86168,49.14808
Russell Truck Ltd,Machinery/Heavy Equipment Dealer,0,9475,192 St,V4N3R7,6045233200,11,GTC,Commercial/Industrial,2011,-122.69072,49.17474
Rusty Spur Saloon,Dining Lounge,101,17770,56 Avenue,V3S1C7,6045740777,50,CTC,Commercial/Industrial,2011,-122.73009,49.10408
Rutzen Industries Ltd,"Power Tool Repair, Saw Sharpening,Bakery & Restaurant Equipment,Contractor - General,Kitchen cabinets",0,12117,86 Ave,V3W3H8,6045900112,4,NTC,Commercial/Industrial,2011,-122.88678,49.1597
RW & Co.,Retail,70,16041,24 Ave,V3S9H7,6045311898,10,SSTC,Commercial/Industrial,2011,-122.77811,49.04564
Rypac Aluminum Recycling Ltd,Mfg. -  Aluminum Ingots,0,11849,Tannery Rd,V3V3W8,6045807471,6,WTC,Commercial/Industrial,2011,-122.89315,49.19632
Rypkema Counselling and Mediation Services Ltd,Counselling and Mediation,100,8459,160 St,V4N0V6,6045923131,1,FTC,Commercial/Industrial,2011,-122.77898,49.1573
S & G Drywall 2002 Ltd,Drywall Contractor,102,19289,No 10 (Langley Bypass) Hwy,V3S6K1,6045941109,5,CTC,Commercial/Industrial,2011,0,0
S & R Sawmills Ltd,Mfg. - Sawmills & Custom Cutting,0,18887,98A Ave,V4N4E1,6048880022,240,GTC,Commercial/Industrial,2011,-122.69889,49.18174
S & S Truck & Tractor Parts Inc,Whlse. Truck Parts,15,19272,96 Ave,V4N4C1,6048822577,2,GTC,Commercial/Industrial,2011,-122.68868,49.17691
S & S West Coast Floors & Floors Ltd,Whlse.,0,7728,128 St,V3W1L3,6045983993,1,NTC,Commercial/Industrial,2011,-122.86779,49.14358
S & V Motorcycle World Ltd,"Motorcycles, ATVs",0,10607,King George Blvd,V3T2X6,6048184313,12,SCC,Commercial/Industrial,2011,-122.84544,49.1954
S & V Motorcycle World Ltd,"Motorcycles, ATVs",0,10607,King George Blvd,V3T2X6,6048184313,12,SCC,Commercial/Industrial,2011,-122.84544,49.1954
S & V Planning Corporation,Insurance Agent,238,8138,128 St,V3W1R1,6045924540,1,NTC,Commercial/Industrial,2011,-122.86784,49.15053
S & W International Trading Ltd,"Exporting - Fishing Boats
Importing Electrodes",201,13049,76 Ave,V3W2V7,6045853535,1,NTC,Commercial/Industrial,2011,-122.86052,49.14105
S A V Plastics Ltd,Plastics Fabrication,7,12125,86 Ave,V3W3H8,6045999334,1,NTC,Commercial/Industrial,2011,-122.88659,49.1597
