BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,SURREY_POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTR,NAIC,NAIC_DESCRIPTION,LATITUDE,LONGITUDE
Fairweather Ltd,Retail Women's Wear,2608,10153,King George Blvd,V3T2W1,4164227561,11,SCC,448120,Women's Clothing Stores,49.185922,-122.845848
M T I Community College Ltd,Business School,,10072,King George Blvd,V3T2W4,6045836020,15,SCC,611410,Business & Secretarial Schools,49.185577,-122.845123
L A Nails,Pedicure & Manicure Nails,180,7488,King George Blvd,V3W0H9,6045011066,4,NTC,812115,Beauty Salons,49.138537,-122.845255
Sushi Line Japanese Restaurant,Japanese Restaurant,104,7380,King George Blvd,V3W5A5,6045920055,4,NTC,722110,Restaurants,49.136736,-122.845211
R J V Holdings,"Auto Repair, Used Auto Sales",,12827,King George Blvd,V3T2T1,6045803363,3,WTC,441120,Used Car Dealers,49.206724,-122.866673
R J V Holdings,"Auto Repair, Used Auto Sales",,12827,King George Blvd,V3T2T1,6045803363,3,WTC,811111,General Automotive Repair,49.206724,-122.866673
PricePro,"Household goods,furniture, etc",,6899,King George Blvd,V3W5A1,6045923001,40,NTC,442110,Furniture Stores,49.128038,-122.845961
Lasik Image Optometry,Professional Practitioner-Optometrist,1147,10153,King George Blvd,V3T2W1,6045818867,7,SCC,621320,Offices of Optometrists,49.185922,-122.845848
Aesseal Canada Inc,"Whlse. & Service - Mechanical Seals, Ind. Supplies",20,3033,King George Blvd,V4P1B8,6045357512,4,SSTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",49.056846,-122.808127
Aesseal Canada Inc,"Whlse. & Service - Mechanical Seals, Ind. Supplies",20,3033,King George Blvd,V4P1B8,6045357512,4,SSTC,811310,Commercial & Industrial Machinery & Equipment Repair (except Automotive & Electronic),49.056846,-122.808127
White Rock School of Music & Dance,Dance School,1,2355,King George Blvd,V4A5A4,6045313993,8,SSTC,611610,Fine Arts Schools,49.044731,-122.793063
Newton Mobile Home Park Ltd,Mobile Home Park,,6571,King George Blvd,V3W4Z4,6045974787,1,NTC,531190,Lessors of Other Real Estate Property,49.122034,-122.845899
Imperial Parking Ltd (9850 King George Hwy),Parking Lot,875,9850,King George Blvd,V3T4Y3,6046817311,1,SCC,812930,Parking Lots & Garages,0.000000,0.000000
Sprite Computer Systems,Retail Computers,,13597,King George Blvd,V3T2V1,6045811244,1,SCC,443120,Computer & Software Stores,49.199216,-122.845431
Greco's Specialty Foods Ltd,Retail Specialty Foods,,6886,King George Blvd,V3W4Z9,6045901644,7,NTC,445299,All Other Specialty Food Stores,49.127760,-122.845160
Laird A Hiatt Law Offices,Professional Practitioner-Lawyer,200,10706,King George Blvd,V3T2X3,6045814421,4,SCC,541110,Offices of Lawyers,49.197120,-122.844979
Newton Esso,Car Wash,,7195,King George Blvd,V3W5A4,6045430851,9,NTC,447110,Gasoline Stations with Convenience Stores,49.133064,-122.845961
Newton Esso,Car Wash,,7195,King George Blvd,V3W5A4,6045430851,9,NTC,811192,Car Washes,49.133064,-122.845961
Milly's Hair Salon,Hairdressing,,1222,King George Blvd,V4A9W6,6045416708,2,SSTC,812115,Beauty Salons,49.024454,-122.766790
Sew Well,Tailor,462,10153,King George Blvd,V3T2W1,6045816688,3,SCC,315999,Dressmaking & Tailoring,49.185922,-122.845848
Edible Gardens,Whlse. - Gourmet Foods,6,2320,King George Blvd,V4A5A5,6048032477,1,SSTC,413190,Other Specialty-Line Food Wholesaler-Distributors,49.044490,-122.791619
Low Cost Glass Ltd,Glass Installations/Sales,,12627,King George Blvd,V3V3K6,6044187374,1,WTC,811122,Automotive Glass Replacement Shops,49.206451,-122.872226
Creative Spirits Yoga,Yoga instruction,105,6875,King George Blvd,V3W5A1,7788899605,1,NTC,611620,Athletic Instruction,49.127785,-122.845962
D J Auto Market Inc,Used Car & Truck Sales,,2337,King George Blvd,V4A5A4,6045382422,8,SSTC,441120,Used Car Dealers,49.044384,-122.792627
Subway,Restaurant - No Alcohol,101,2255,King George Blvd,V4A5A4,6045422448,7,SSTC,722110,Restaurants,49.042932,-122.790762
Cash Money #592,Cheque Cashing Centre,,10556,King George Blvd,V3T2X3,6045889400,6,SCC,522390,Other Activities Related to Credit Intermediation,49.194750,-122.844939
Le Chateau (King George Hwy),Retail Clothing,304/,10153,King George Blvd,V3T2W1,6045884395,7,SCC,448199,All Other Clothing Stores,49.185922,-122.845848
Kumon,Tutoring,101B,3237,King George Blvd,V4P1B7,6045316086,1,SSTC,611650,Tutorial Services,49.060612,-122.812748
Choices Market White Rock Ltd,Retail - Groceries,,3248,King George Blvd,V4P1A5,6045413902,120,SSTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.061031,-122.811988
Family Chiropractic,Professional Practitioner-Chiropractor,106,6840,King George Blvd,V3W4Z9,6045947774,7,NTC,621310,Offices of Chiropractors,49.126585,-122.844545
A Passion For Flowers Design Studio Ltd,"Retail - Florist, Home D?®cor,",11,3268,King George Blvd,V4P1A5,6045055088,1,SSTC,442298,All Other Home Furnishings Stores,49.061088,-122.812057
A Passion For Flowers Design Studio Ltd,"Retail - Florist, Home D?®cor,",11,3268,King George Blvd,V4P1A5,6045055088,1,SSTC,453110,Florists,49.061088,-122.812057
Brewster's Liquor Store,Retail - Liquor Licensee Store,700,7380,King George Blvd,V3W5A5,6045988100,7,NTC,445310,"Beer, Wine & Liquor Stores",49.136736,-122.845211
Brewster's Sports Pub,Liquor Primary-Class D Neighbourhood Pub,700,7380,King George Blvd,V3W5A5,6045988100,15,NTC,722410,Drinking Places,49.136736,-122.845211
Vancouver Tsushin School,Business School,200,10524,King George Blvd,V3T2X2,6045898317,3,SCC,611410,Business & Secretarial Schools,49.193787,-122.844979
Pizazz Hair Design,Hairdressing,2182,10153,King George Blvd,V3T2W1,6045828955,14,SCC,812115,Beauty Salons,49.185922,-122.845848
Pacific Auto Sales Ltd,Used Auto Sales,,10454,King George Blvd,V3T2W8,6045832886,5,SCC,441120,Used Car Dealers,49.192589,-122.845011
Pacific Auto Sales Ltd,Used Auto Sales,,10454,King George Blvd,V3T2W8,6045832886,5,SCC,811111,General Automotive Repair,49.192589,-122.845011
Happy Days Dogcare,Animal Sitting,107,2255,King George Blvd,V4A5A4,6045388122,3,SSTC,812910,Pet Care (except Veterinary) Services,49.042932,-122.790762
Starbucks Coffee (3278 King George Hwy),"Restaurant, Retail Coffee",1,3278,King George Blvd,V4P1A5,6045318535,15,SSTC,445298,Coffee & Tea Stores,49.061159,-122.812153
Starbucks Coffee (3278 King George Hwy),"Restaurant, Retail Coffee",1,3278,King George Blvd,V4P1A5,6045318535,15,SSTC,722110,Restaurants,49.061159,-122.812153
T & T Supermarket Inc (King George Hwy),Retail Grocery Store,1045,10153,King George Blvd,V3T2W1,6045803168,160,SCC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.185922,-122.845848
Gateway Medical Clinic,Professional Practitioner-Medical,,10751,King George Blvd,V3T2X6,6045885988,9,SCC,621110,Offices of Physicians,49.197862,-122.845800
Maxim's Bakery Ltd,Retail Bakery,1060,10153,King George Blvd,V3T2W1,6048768266,5,SCC,445291,Baked Goods Stores,49.185922,-122.845848
Big Orange,Juice Bar,1142,10153,King George Blvd,V3T2W1,6045811617,4,SCC,722110,Restaurants,49.185922,-122.845848
Avitan Marketing Resources Corp,Mfg.,1A,3033,King George Blvd,V4P1B8,6045424713,12,SSTC,339990,All Other Miscellaneous Manufacturing,49.056846,-122.808127
Overland Freight Lines Ltd,Admin. Office,,10362,King George Blvd,V3T2W5,8883363322,20,SCC,541611,Administrative Management & General Management Consulting Services,49.190961,-122.845056
Alder Dental,Dental Office,A2,3278,King George Blvd,V4P1A5,6045312929,3,SSTC,621210,Offices of Dentists,49.061159,-122.812153
Keystone Insurance Brokers Ltd,Insurance Agent,103,8077,King George Blvd,V3W1G5,6044843130,4,NTC,524210,Insurance Agencies & Brokerages,49.149458,-122.846013
Rasoi Restaurants Inc,Indian Restaurant,1,3268,King George Blvd,V4P1A5,6045364600,7,SSTC,722110,Restaurants,49.061088,-122.812057
Best Van Motors Ltd,Auto Dealer/Rebuilder,B,12647,King George Blvd,V3V3K6,6049572876,3,WTC,441120,Used Car Dealers,49.206457,-122.871677
Best Van Motors Ltd,Auto Dealer/Rebuilder,B,12647,King George Blvd,V3V3K6,6049572876,3,WTC,811111,General Automotive Repair,49.206457,-122.871677
Wong Optometric Corp Dr Rick,Optometrist,2240,10153,King George Blvd,V3T2W1,6045880229,6,SCC,621320,Offices of Optometrists,49.185922,-122.845848
Mark's Work Warehouse Ltd,Retail Clothing,450,7488,King George Blvd,V3W0H9,9054287894,11,NTC,448199,All Other Clothing Stores,49.138537,-122.845255
Greta Starr - RMT,Massage Therapy (RMT),106,6840,King George Blvd,V3W4Z9,6045947774,1,NTC,621370,Offices of Massage Therapists,49.126585,-122.844545
Envision Optometry,Optometrist,,7423,King George Blvd,V3W5A8,6045263937,1,NTC,621320,Offices of Optometrists,49.138449,-122.845977
Diamond Parking Ltd (9656 King George Hwy),Parking Lot,,9656,King George Blvd,V3T2V5,6046818797,1,SCC,812930,Parking Lots & Garages,49.178062,-122.845293
Tim Hortons (7288 King George Hwy),Restaurant,,7288,King George Blvd,V3W5A5,6045965661,55,NTC,445291,Baked Goods Stores,49.134923,-122.845142
Tim Hortons (7288 King George Hwy),Restaurant,,7288,King George Blvd,V3W5A5,6045965661,55,NTC,722110,Restaurants,49.134923,-122.845142
Save on Foods (7320 King George Hwy),Retail Merchant - 20 or More Employees,100,7320,King George Blvd,V3W5A5,6045996760,99,NTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,49.135127,-122.845140
DIVERSEcity Community Resources Society,Charitable Society/Organization,202,7380,King George Blvd,V3W5A5,6045970205,25,NTC,813990,Other Membership Organizations,49.136736,-122.845211
Essex Insurance Agency Central City,Insurance Agent,3000,10153,King George Blvd,V3T2W1,6045892886,4,SCC,524210,Insurance Agencies & Brokerages,49.185922,-122.845848
Golden Shore Enterprises Ltd,Retail,2153,10153,King George Blvd,V3T2W1,7788823368,1,SCC,453999,All Other Miscellaneous Store Retailers (except Beer & Wine Making Supplies Stores),49.185922,-122.845848
Central City Insurance Services Inc,Insurance Agent,121,7218,King George Blvd,V3W5A5,6045983004,4,NTC,524210,Insurance Agencies & Brokerages,49.134332,-122.845213
Gain Pharmacy,Methadone Dispensary,,10677,King George Blvd,V3T2X6,6045824246,4,SCC,446110,Pharmacies & Drug Stores,49.196799,-122.845697
Surrey Pharmacy,Retail - Pharmacy,,7141,King George Blvd,V3W5A4,6045723060,2,NTC,446110,Pharmacies & Drug Stores,49.132495,-122.845925
International Clothiers Inc,Retail Clothing,2193,10153,King George Blvd,V3T2W1,4167851771,6,SCC,448199,All Other Clothing Stores,49.185922,-122.845848
City Centre Pharmacy,Retail Merchant - 3 to 5 Employees,,10519,King George Blvd,V3T2X1,6045853355,3,SCC,446110,Pharmacies & Drug Stores,49.193782,-122.845632
The Pita Pit,Restaurant - No Alcohol,109,7320,King George Blvd,V3W5A5,7785657482,5,NTC,722110,Restaurants,49.135127,-122.845140
Legacy Auto Group,Automobile Dealer/Rebuilder,,12473,King George Blvd,V3V3K3,6045804442,8,WTC,441120,Used Car Dealers,49.206621,-122.876704
Legacy Auto Group,Automobile Dealer/Rebuilder,,12473,King George Blvd,V3V3K3,6045804442,8,WTC,811111,General Automotive Repair,49.206621,-122.876704
Ty Hair Design,Hair Salon/Barber,113,7320,King George Blvd,V3W5A5,6045909399,3,NTC,812115,Beauty Salons,49.135127,-122.845140
Five Star Business Services Ltd,Sign Lettering and Laser Printing,103,10663,King George Blvd,V3T2X6,6049305198,4,SCC,541899,All Other Services Related to Advertising,49.196433,-122.845567
Austin Custom Kitchens Inc,Retail - Kitchen Design & Sales,,2406,King George Blvd,V4P1H5,6045429906,2,SSTC,442298,All Other Home Furnishings Stores,49.045810,-122.793282
Central City Comix Co,Retail Comics & Collectibles,,10221,King George Blvd,V3T2W6,6049518757,2,SCC,451120,"Hobby, Toy & Game Stores",49.188381,-122.845712
Dream Orthodontics Studio,Professional Practitioner-Dentist,110,2655,King George Blvd,V4P1H7,6045428552,5,SSTC,621210,Offices of Dentists,49.050315,-122.799908
Diamond Parking Ltd (10166 King George Hwy),Parking Lot,,10166,King George Blvd,V6G2L7,6046818797,1,SCC,812930,Parking Lots & Garages,49.187218,-122.845106
Diamond Parking Ltd (7320 King George Hwy),Parking Lot,,7320,King George Blvd,V3W5A5,6046818797,1,NTC,812930,Parking Lots & Garages,49.135127,-122.845140
InTech Environmental Canada Corp,Warehouse,,12255,King George Blvd,V3V3K2,6045801575,5,WTC,493190,Other Warehousing & Storage,49.206323,-122.882926
Red Rose Restaurant Ltd,Food Primary-Class B Dining Lounge,102,2381,King George Blvd,V4A5A4,6045355542,1,SSTC,722110,Restaurants,49.044790,-122.794142
Authentic Dental Laboratory Ltd,Dental Lab,209,2383,King George Blvd,V4A5A4,7788984577,3,SSTC,621510,Medical & Diagnostic Laboratories,49.044836,-122.794198
City Petcare Hospital,Professional Practitioner-Veterinarian,120,7218,King George Blvd,V3W5A5,6045010077,4,NTC,541940,Veterinary Services,49.134332,-122.845213
Essence of Dance Inc,Dance Studio,05-Apr,2320,King George Blvd,V4A5A5,6045419498,1,SSTC,611610,Fine Arts Schools,49.044490,-122.791619
30 Minute Hit South Surrey,Martial Arts Fitness Circuit,,2404,King George Blvd,V4P1H5,6042182274,4,SSTC,713940,Fitness & Recreational Sports Centres,49.045757,-122.793212
High Point Animal Hospital,Professional Practitioner-Veterinarian,C,9666,King George Blvd,V2T2V4,6045857387,4,SCC,541940,Veterinary Services,49.178718,-122.845259
Value Village Stores Inc,"New & Used Clothing, Furniture & Household Items",,6925,King George Blvd,V3W5A1,6046351341,73,NTC,453310,Used Merchandise Stores,49.128626,-122.845946
Instant Imprints,"Custom Hats, T-Shirts, Signs, Banners & Promotional Products",109,8077,King George Blvd,V3W5B4,7785657480,2,NTC,452999,All Other Miscellaneous General Merchandise Stores,49.149458,-122.846013
Canadian Tourism College,Travel Agency Instruction,320,10362,King George Blvd,V3T2W5,6045821122,11,SCC,611510,Technical & Trade Schools,49.190961,-122.845056
Fitness Town Surrey Inc,Retail,360,7488,King George Blvd,V3W2T2,7785787700,3,NTC,451110,Sporting Goods Stores,49.138537,-122.845255
Bay Shore Auto Group Ltd.,Automobile Dealer/Rebuilder,,12701,King George Blvd,V3V3K7,6045835656,7,WTC,811111,General Automotive Repair,49.206488,-122.870008
Winners,Retail Apparel & Accessories,263,10153,King George Blvd,V3T2W1,9054057534,40,SCC,452110,Department Stores,49.185922,-122.845848
City Centre Medical Clinic,Professional Practitioner-Medical,,10517,King George Blvd,V3T2X1,6045852005,1,SCC,621110,Offices of Physicians,49.193784,-122.845578
City Centre Dentistry,Professional Practitioner-Dentist,,10515,King George Blvd,V3T2X1,6045852001,10,SCC,621210,Offices of Dentists,49.193726,-122.845595
Avery Yackel Inc,Acupuncture,202,2383,King George Blvd,V4A5A4,6046714682,1,SSTC,621360,Offices of Acupuncturists & Acupressurists,49.044836,-122.794198
Burger King,Restaurant - Fast Food,660,7488,King George Blvd,,6045948303,32,NTC,722110,Restaurants,49.138537,-122.845255
Lighthouse Fresh and Tasty,Restaurant - No Alcohol,102,8050,King George Blvd,V3W5B5,6045994427,4,WTC,722110,Restaurants,49.148891,-122.845255
K W Gardens Restaurant,Dining Lounge,,2338,King George Blvd,V4A5A5,6045388863,1,SSTC,722110,Restaurants,49.044766,-122.792119
Bed Bath and Beyond,Retail,3600,10153,King George Blvd,V3T2W1,6044959876,30,SCC,442298,All Other Home Furnishings Stores,49.185922,-122.845848
Express Computer Service Center Inc,Computer Consultant,28,3033,King George Blvd,V4P1B8,6045356508,8,SSTC,541510,Computer Systems Design & Related Services,49.056846,-122.808127
Diamond Parking Ltd #4352,Parking Lot,,7380,King George Blvd,V3W5A5,6046818797,1,NTC,812930,Parking Lots & Garages,49.136736,-122.845211
Panago Pizza,Pizza Take Out,114,7320,King George Blvd,V3W5A5,6045017920,1,NTC,722110,Restaurants,49.135127,-122.845140
Kin's Farm Market,Retail,2290,10153,King George Blvd,V3T2W1,6045813033,23,SCC,445230,Fruit & Vegetable Markets,49.185922,-122.845848
Leaps & Bounds Personal Training & Clinical Exercise Inc.,Recreational Facility,24,3033,King George Blvd,V4P1B8,6048623561,7,SSTC,713940,Fitness & Recreational Sports Centres,49.056846,-122.808127
Jmedia Onestop Center,Printer/Publisher,2,10541,King George Blvd,V3T2X1,6045828882,1,SCC,323119,Other Printing,49.194193,-122.845596
City Center Auto Sales Ltd,Automobile Dealer/Rebuilder,,12701,King George Blvd,V3V3K7,6045849993,3,WTC,811111,General Automotive Repair,49.206488,-122.870008
J Jordan Fashions,Retail,130,2950,King George Blvd,V4P1A2,7782940727,1,SSTC,448110,Men's Clothing Stores,49.055684,-122.805558
Check Point Plumbing Heating & Gas Fitting Inc,Plumbing/Heating Cont.,,3033,King George Blvd,V4P1B8,6045351768,3,SSTC,232520,"Plumbing, Heating & Air-Conditioning Installation",49.056846,-122.808127
Midway Mazda Clearance Centre,Automobile Dealer/Rebuilder,,2780,King George Blvd,V4P1A2,6045411720,1,SSTC,811111,General Automotive Repair,49.052701,-122.801867
Pearl Hair and Beauty Salon Ltd,Hair Salon/Barber,,6926,King George Blvd,V3W4Z9,6045905037,3,,812115,Beauty Salons,49.128404,-122.845165
Silk Road Traders Ltd,Automobile Dealer/Rebuilder,,12742,King George Blvd,V3V3K5,6047270232,3,WTC,811111,General Automotive Repair,49.205880,-122.869436
A & B Tool Rentals Ltd,Equipment & tool rental,,10498,King George Blvd,V3T2W9,6048798284,10,SCC,532490,Other Commercial & Industrial Machinery & Equipment Rental & Leasing,49.193277,-122.845001
Valley Oak Clinic Inc,Medical Clinic - No methedone permitted,102,10663,King George Blvd,V3T2X6,6045814181,4,SCC,621110,Offices of Physicians,49.196433,-122.845567
Diamond Parking Ltd,Parking Lot,,9677,King George Blvd,V3T2V3,6046818797,1,SCC,812930,Parking Lots & Garages,49.178366,-122.846060
Broco Glass,Auto Glass Shop,103,2430,King George Blvd,V4P1H5,6045426050,6,SSTC,811122,Automotive Glass Replacement Shops,49.046495,-122.794107
Back in Motion Rehab Inc,Counselling Service,240,7525,King George Blvd,V3W5A8,6042332209,30,NTC,624190,Other Individual & Family Services,49.139595,-122.846012
Aesthetic Dental Group,Professional Practitioner-Dentist,111,7322,King George Blvd,V3W5A5,6045908839,4,NTC,621210,Offices of Dentists,49.135351,-122.845158
Starbucks Coffee #4941,Retail Merchant - 10 to 19 Employees,2799,10153,King George Blvd,V3T2W1,6047089233,1,SCC,722110,Restaurants,49.185922,-122.845848
Rapid Finance Inc,Auto Financing,,12750,King George Blvd,V3V3K5,6045729425,1,WTC,522291,Consumer Lending,49.205968,-122.868747
Nightshift Street Ministries Society,"Ministry, training, counselling",,10635,King George Blvd,V3T2X6,6049531114,1,SCC,813990,Other Membership Organizations,0.000000,0.000000
Neighbourhood Auto Glass & Upholstery Ltd,Auto Glass Install & Upholstery,202,5726,Landmark Way,V3S7H1,6045333398,4,CTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",49.106731,-122.683812
Neighbourhood Auto Glass & Upholstery Ltd,Auto Glass Install & Upholstery,202,5726,Landmark Way,V3S7H1,6045333398,4,CTC,811122,Automotive Glass Replacement Shops,49.106731,-122.683812
Maple Leaf Self Storage,Self Storage,,5758,Landmark Way,V3S7H1,6045331030,3,CTC,493190,Other Warehousing & Storage,49.107470,-122.682374
Vander Brothers Cabinets Ltd,Mfg. - Kitchen Cabinets,14,5652,Landmark Way,V3S7H1,6045346402,3,CTC,337110,Wood Kitchen Cabinet & Counter Top Manufacturing,49.105630,-122.684503
Magnum Marketing Ltd,Whlse. Vehicle Serv Equipment,104,5630,Landmark Way,V3S7H1,6045328082,9,CTC,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,49.105204,-122.684537
Hi Lite Truck Accessories Ltd,Mfg. - Light Truck Accessories,,5620,Landmark Way,V3S7H1,6045343838,20,CTC,336390,Other Vehicle Parts Manufacturing,49.104807,-122.684493
Colors In Motion Refinishing,Auto Body/Painting,105,5630,Landmark Way,V3S7H1,6045347988,1,CTC,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,49.105204,-122.684537
Colors In Motion Refinishing,Auto Body/Painting,105,5630,Landmark Way,V3S7H1,6045347988,1,CTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",49.105204,-122.684537
Stor-More Closet & Blinds Ltd,Whlse. Shelving System & Blinds,102,5630,Landmark Way,V3S7H1,6045758870,14,CTC,414390,Other Home Furnishings Wholesaler-Distributors,49.105204,-122.684537
Langley Saw Sharpening & Abrasive Product Ltd,Saw Sharpening,1,5684,Landmark Way,V3S7H1,6045332112,3,CTC,811490,Other Personal & Household Goods Repair & Maintenance,49.106185,-122.684350
Boyd Auto Body & Glass,Collision & Glass Repairs,,5726,Landmark Way,V3S7H1,6045309818,11,CTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",49.106731,-122.683812
Boyd Auto Body & Glass,Collision & Glass Repairs,,5726,Landmark Way,V3S7H1,6045309818,11,CTC,811122,Automotive Glass Replacement Shops,49.106731,-122.683812
Fraser Industrial Saw Service Ltd,"Sharpening Serv.,Sign Painter/Manufacturer/Installations",1,5684,Landmark Way,V3S7H1,6045332112,1,CTC,811490,Other Personal & Household Goods Repair & Maintenance,49.106185,-122.684350
Details Beauty Supply Ltd,Whlse. Beauty Supplies,3,5684,Landmark Way,V3S7H1,6045308390,3,CTC,414520,"Toiletries, Cosmetics & Sundries Wholesaler-Distributors",49.106185,-122.684350
D G Power Systems,Electrical Cont.,13,5684,Landmark Way,V3S7H1,6045395080,6,CTC,232510,Electrical Contractors & Other Wiring Installation Contractors,49.106185,-122.684350
Dakron Industries,Machine Shop,11,5684,Landmark Way,V3S7H1,6045335854,1,CTC,332710,Machine Shops,49.106185,-122.684350
K B Honey Processors,Mgf. - Honey,15-1,5684,Landmark Way,V3S7H1,7788827961,2,CTC,332710,Machine Shops,49.106185,-122.684350
P L C Technical Services Ltd,Mfg. - Electrical Controls,14,5684,Landmark Way,V3S7H1,6045303310,4,CTC,332710,Machine Shops,49.106185,-122.684350
Polaris Inflatable Boats Canada Ltd,Manufacturer/Machine Shop,8 &,5684,Landmark Way,V3S7H1,6045345585,9,CTC,332710,Machine Shops,49.106185,-122.684350
Roy's Copier Service Ltd,Photocopier Service,100/,5630,Landmark Way,V3S7H1,6045325383,2,CTC,811310,Commercial & Industrial Machinery & Equipment Repair (except Automotive & Electronic),49.105204,-122.684537
McBride Belting & Hose Ltd,Mobile Repair Service,2,5684,Landmark Way,V3S7H1,6045962142,1,CTC,811310,Commercial & Industrial Machinery & Equipment Repair (except Automotive & Electronic),49.106185,-122.684350
Super Save Shredding Inc,Trucking & Cartage - Shredding Services,15/1,5652,Landmark Way,V3S7H1,6045334423,1,CTC,484120,General Freight Trucking,49.105630,-122.684503
Elite Auto Glass Inc,Wholesale - Glass,19,5684,Landmark Way,V3S7H1,7782277658,1,CTC,4153,Used motor vehicle parts & accessories whl.,49.106185,-122.684350
Langley Chrysler Jeep,"Sales, Serv. & Leasing Auto",,19418,Langley Bypass,V3S7R2,6045345355,65,CTC,441110,New Car Dealers,0.000000,0.000000
Langley Chrysler Jeep,"Sales, Serv. & Leasing Auto",,19418,Langley Bypass,V3S7R2,6045345355,65,CTC,811111,General Automotive Repair,0.000000,0.000000
Wolfe's Langley Mazda,"Sales, Serv. & Leasing Auto",,19360,Langley Bypass,V3S7R2,6045340181,30,CTC,441110,New Car Dealers,0.000000,0.000000
Wolfe's Langley Mazda,"Sales, Serv. & Leasing Auto",,19360,Langley Bypass,V3S7R2,6045340181,30,CTC,811111,General Automotive Repair,0.000000,0.000000
White & Peters Ltd,Whlse. Auto Refinishing Products,16,19335,Langley Bypass,V3S6K1,6045309725,4,CTC,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,0.000000,0.000000
Gerry T Smith Holdings Ltd,Whlse. - Fasteners & Air Compressors,205,19425,Langley Bypass,V3S6K1,6045332122,10,CTC,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",0.000000,0.000000
Dams Ford Lincoln Sales Ltd (19330 Langley Bypass),Auto Repair & Sales,,19330,Langley Bypass,V3S7R2,0,87,CTC,441110,New Car Dealers,0.000000,0.000000
Dams Ford Lincoln Sales Ltd (19330 Langley Bypass),Auto Repair & Sales,,19330,Langley Bypass,V3S7R2,0,87,CTC,811111,General Automotive Repair,0.000000,0.000000
Jonker Nissan,"New & Used Auto Sales, Service",,19505,Langley Bypass,V3S6K1,6045347957,42,CTC,441110,New Car Dealers,0.000000,0.000000
Jonker Nissan,"New & Used Auto Sales, Service",,19505,Langley Bypass,V3S6K1,6045347957,42,CTC,441120,Used Car Dealers,0.000000,0.000000
Super Save Disposal Inc,Cardboard Recycling Depot; Trucking Serv.,,19395,Langley Bypass,V3S6K1,6045334423,10,CTC,418120,Recyclable Paper & Paperboard Wholesaler-Distributors,0.000000,0.000000
Super Save Disposal Inc,Cardboard Recycling Depot; Trucking Serv.,,19395,Langley Bypass,V3S6K1,6045334423,10,CTC,484120,General Freight Trucking,0.000000,0.000000
Hampton Inn & Suites,Hotel/Motel,,19500,Langley Bypass,V3S7R2,6045306545,20,CTC,721111,Hotels,0.000000,0.000000
African Children's Choir,Wrhse.,100,19289,Langley Bypass,V3S6K1,6045754500,1,CTC,493190,Other Warehousing & Storage,0.000000,0.000000
Wheelsport Canada,Retail Motorcycle Accessories,113,19189,Langley Bypass,V3S6K1,6045744221,4,CTC,441310,Automotive Parts & Accessories Stores,0.000000,0.000000
Langley Hyundai,"Auto Dealer/Rebuilder, Auto Repair",,19459,Langley Bypass,V3S6K1,6045398549,34,CTC,441120,Used Car Dealers,0.000000,0.000000
Langley Hyundai,"Auto Dealer/Rebuilder, Auto Repair",,19459,Langley Bypass,V3S6K1,6045398549,34,CTC,811111,General Automotive Repair,0.000000,0.000000
Super Save Fence Rentals Inc,Fencing Cont.,,19395,Langley Bypass,V3S6K1,6045334423,5,CTC,232910,Fencing & Interlocking Stone Contracting,0.000000,0.000000
Butterworth's Transport Ltd,General Cont.,103,19289,Langley Bypass,V3S6K1,6045743737,9,CTC,231230,General Construction Contractors,0.000000,0.000000
G E T Enterprises Ltd,Automotive Repair Service,,10905,Larson Rd,V3V3Y7,6047253937,1,WTC,811111,General Automotive Repair,49.200657,-122.879462
A N P Aluminum Railing,Railing manufacturing,B,10905,Larson Rd,V3V3Y7,7783220246,1,WTC,332710,Machine Shops,49.200657,-122.879462
Evancic Perrault Robertson,Certified General Accountant,,1656,Martin Dr,V4A6E7,6045367778,3,SSTC,541212,Offices of Accountants,49.032065,-122.805031
Lifelabs B C LP,Medical Laboratory,105,1656,Martin Dr,V4A6E7,6045916717,8,SSTC,621510,Medical & Diagnostic Laboratories,49.032065,-122.805031
Dr Ruby Chan Inc,Professional Practitioner-Medical,211,1676,Martin Dr,V4A6E7,6045317707,2,SSTC,621110,Offices of Physicians,49.032330,-122.805067
Ene Inc Dr Dragomir,Professional Practitioner-Dentist,114,1656,Martin Dr,V4A6E7,6045317101,3,SSTC,621210,Offices of Dentists,49.032065,-122.805031
Dr Scott Knutzen Podiatric Corporation,Professional Practitioner-Medical/Podiatrist,307,1656,Martin Dr,V4A6E7,6045362033,3,SSTC,621110,Offices of Physicians,49.032065,-122.805031
