BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,ADDRESS,POSTAL_CODE,PHONE,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,NAIC,NAIC_DESCRIPTION,SECTORS,LONGITUDE,LATITUDE
Peak Disposal Services Inc,Rental Service,5,10320,Whalley Blvd,10320 Whalley Blvd,V3T4H4,6046907325,SCC,Commercial/Industrial,532490,Other Commercial & Industrial Machinery & Equipment Rental & Leasing,,-122.841763,49.190082
Peak Products,Mfg/Machine Shop,102/,2365,192 St,2365 192 St,V3S3X2,6044488000,SSTC,Commercial/Industrial,332710,Machine Shops,,-122.691535,49.045037
Pearl Castle Cafe,Restaurant - No Alcohol,3000,10153,King George Blvd,10153 King George Blvd,V3T5X4,6044981888,SCC,Commercial/Industrial,722110,Restaurants,,-122.845548,49.186961
Pearl Fever,Restaurant,65B,10330,152 St,10330 152 St,V3R4G8,6046184265,GTC,Commercial/Industrial,722110,Restaurants,,-122.800749,49.190194
Pearl Hair and Beauty Salon Ltd,Hair Salon/Barber,,6926,King George Blvd,6926 King George Blvd,V3W4Z9,6045905037,,Commercial/Industrial,812115,Beauty Salons,,-122.845452,49.128270
Pearl Photo & Printing Inc,Dry Cleaners,2151,10151,King George Blvd,10151 King George Blvd,V3T5H9,6045845886,SCC,Commercial/Industrial,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),,-122.845549,49.186928
Pearle Vision #9871,Retail Merchant - Optical,2240,10153,King George Blvd,10153 King George Blvd,V3T2W1,6045886941,SCC,Commercial/Industrial,446130,Optical Goods Stores,,-122.845548,49.186961
Pearls Laser & Skin Care Ltd,Skin Care Laser Centre,178,8138,128 St,8138 128 St,V3W1R1,6045729121,NTC,Commercial/Industrial,812190,Other Personal Care Services,,-122.867843,49.150534
Pearson Transport Ltd,Trucking & Cartage,1,19299,94 Ave,19299 94 Ave,V4N4E6,6045130088,GTC,Commercial/Industrial,484229,Other Specialized Freight Trucking,,-122.687935,49.173663
Pelagos Greek Restaurant,Greek Restaurant,,2728,O'Hara Lane,2728 O'Hara Lane,V4A3E4,6045386102,SSTC,Commercial/Industrial,722110,Restaurants,,-122.884565,49.052463
Penetron Specialty Products Canada Ltd,Wholesale Distribution,116,18525,53 Ave,18525 53 Ave,V3S7A4,7785712788,CTC,Commercial/Industrial,418990,All Other Wholesaler-Distributors,,-122.709596,49.099120
Peng Food Market,Retail Merchant - Convenience Store,,10823,148 St,10823 148 St,V3R3Y2,6042612958,GTC,Commercial/Industrial,445120,Convenience Stores,,-122.812655,49.199144
Peninsula Crossing Animal Hospital,Veterinarian,,2382,152 St,2382 152 St,V4A4N9,6045417374,SSTC,Commercial/Industrial,541940,Veterinary Services,,-122.801059,49.045234
Peninsula Executive Suites,Packaged Office Space,202,15388,24 Ave,15388 24 Ave,V4A2J2,6045359944,SSTC,Commercial/Industrial,561430,Business Service Centres,,-122.796021,49.045513
Peninsula Law Group,Professional Practitioner-Lawyer,221,14016,32 Ave,14016 32 Ave,V4P2J2,6045311176,SSTC,Commercial/Industrial,541110,Offices of Lawyers,,-122.833954,49.060161
Peninsula Paint & Design,Retail Paint & Decorating,100,14936,32 Ave,14936 32 Ave,V4P3R5,6045381338,SSTC,Commercial/Industrial,444120,Paint & Wallpaper Stores,,-122.808445,49.059503
Peninsula Premier Properties Ltd,Real Estate - 0 to 5 Employees,,2753,Ohara Lane,2753 Ohara Lane,V4A3E4,6045352010,SSTC,Commercial/Industrial,531210,Offices of Real Estate Agents & Brokers,,-122.885020,49.052844
Peninsula Resort Retirement Living The,Retirement Residence,,2088,152 St,2088 152 St,V4A9Z4,6045382033,SSTC,Commercial/Industrial,531111,Lessors of Residential Buildings & Dwellings,,-122.801056,49.039966
Peninsula Runners Co Inc,Retail Clothing & Shoes,,1708,152 St,1708 152 St,V4A4N4,6045317879,SSTC,Commercial/Industrial,448199,All Other Clothing Stores,,-122.801046,49.033080
Peninsula Runners Co Inc,Retail Clothing & Shoes,,1708,152 St,1708 152 St,V4A4N4,6045317879,SSTC,Commercial/Industrial,448210,Shoe Stores,,-122.801046,49.033080
Peninsula Strata Management Ltd,Property Management Company,316,1959,152 St,1959 152 St,V4A9E3,6043852242,SSTC,Commercial/Industrial,531310,Real Estate Property Managers,,-122.801326,49.037610
Peninsula Wall and Ceiling Ltd,"Miscellaneous Contractor, Contractor - Wall/Ceiling",104,18663,52 Ave,18663 52 Ave,V3S8E5,6045764503,CTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.706056,49.097193
Penncorp Life Insurance Company,Insurance Agent,300,13889,104 Ave,13889 104 Ave,V3T1W8,6045891381,SCC,Commercial/Industrial,524210,Insurance Agencies & Brokerages,,-122.837307,49.191606
Penningtons #5334,Ladie's Wear,310,3091,152 St,3091 152 St,V4P3K1,5143841140,SSTC,Commercial/Industrial,448120,Women's Clothing Stores,,-122.801339,49.058261
Penningtons Super Store #5188,Retail Sales - Clothing,132,12101,72 Ave,12101 72 Ave,V3W2M1,6045721938,NTC,Commercial/Industrial,448120,Women's Clothing Stores,,-122.887484,49.134141
Penninsula Crossing Veterinary Hospital,Professional Practitioner-Veterinarian,103,2382,152 St,2382 152 St,V4A4N9,6045417374,SSTC,Commercial/Industrial,541940,Veterinary Services,,-122.801059,49.045234
Pentco Industries Inc,Mfg. - Wooden Kitchen Cabinets & Bathroom Vanities,,9274,194 St,9274 194 St,V4N4E9,6048885080,GTC,Commercial/Industrial,337110,Wood Kitchen Cabinet & Counter Top Manufacturing,,-122.684825,49.171436
Pentland's Prosthetic & Orthotic Services Inc,Retail Merchant - Custom Prosthetic & Orthotic Treatment Services,D,9666,King George Blvd,9666 King George Blvd,V3T2V4,6045855950,SCC,Commercial/Industrial,446199,All other health & personal care stores,,-122.845529,49.178011
People Pharmacy 315,Pharmacy,177,8138,128 St,8138 128 St,V3W1R1,6045983233,NTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.867843,49.150534
Peoples  Pharmacy #129,Retail Sales - Drug Store,,12851,16 Ave,12851 16 Ave,V4A1N5,6045367611,,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.866415,49.031382
People's Choice Auto Parts Ltd,Autoparts,201,13308,76 Ave,13308 76 Ave,V3W2W1,6045019131,NTC,Commercial/Industrial,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,,-122.853767,49.140818
Peoples Jewellers (Guildford Town Centre),Retail Jewelry,,2190,Guildford Town Centre,2190 Guildford Town Centre,V3R7B9,6045841584,GTC,Commercial/Industrial,448310,Jewellery Stores,,0.000000,0.000000
Peoples Pharmacy 356,Retail Merchant - 0 to 2 Employees,113,10212,152 St,10212 152 St,V3R6N7,6045807457,GTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.800759,49.188053
Pepper Wireless Solutions,Communications,2659,10153,King George Blvd,10153 King George Blvd,V3T2W1,6049513338,SCC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.845548,49.186961
Pepperoni CafÚ,Restaurant,140,6388,120 St,6388 120 St,V3X3K1,6045947777,NTC,Commercial/Industrial,722110,Restaurants,,-122.890240,49.119045
Percy John Flooring Ltd,Retail Merchant - 3 to 5 Employees,235,10330,152 St,10330 152 St,V3R4G8,6045622740,GTC,Commercial/Industrial,442210,Floor Covering Stores,,-122.800749,49.190194
Perfect Auto & Window Glass Ltd,Glass Install. & Sales,1,8307,124 St,8307 124 St,V3W9G2,6045920057,NTC,Commercial/Industrial,232320,Glass & Glazing Work,,-122.879235,49.154103
Perfect Brow Inc,Esthetician - Eyebrow Threading Only,2114,10355,152 St,10355 152 St,V3R7C1,8478500964,GTC,Commercial/Industrial,812115,Beauty Salons,,-122.801021,49.190628
Perfect Furniture & Cabinet Mfg Ltd,Mfg. - Furniture,412,17768,65A Ave,17768 65A Ave,V3S5N4,6045747576,CTC,Commercial/Industrial,337123,Other Wood Household Furniture Manufacturing,,-122.730139,49.121072
Perfect Radiators Ltd,Automotive Repair Service,3,7680,134 St,7680 134 St,V3W7T8,6045921041,NTC,Commercial/Industrial,811111,General Automotive Repair,,-122.851071,49.142348
Perfect Railing & Awning Limited,Installation of Awnings & Railings,107,12882,85 Ave,12882 85 Ave,V3W0K8,6045979199,NTC,Commercial/Industrial,332710,Machine Shops,,-122.865408,49.157515
Perform It Fitness Inc,Recreational Facility,4,5508,Production Blvd,5508 Production Blvd,V3S8P5,7789266923,CTC,Commercial/Industrial,713940,Fitness & Recreational Sports Centres,,-122.681631,49.102458
Performance Chiropractic & Wellness Clinic,Massage Therapy (RMT),110,15252,32 Ave,15252 32 Ave,V3S0R7,6045357705,SSTC,Commercial/Industrial,621370,Offices of Massage Therapists,,-122.800023,49.061485
Performance Chiropractic and Wellness Clinic,Chiropractor,110,15252,32 Ave,15252 32 Ave,V3S0R7,6045357705,SSTC,Commercial/Industrial,621310,Offices of Chiropractors,,-122.800023,49.061485
Performance Health Group,Professional Practitioner - Chiropractor,202,10190,152A St,10190 152A St,V3R1J7,6045810232,GTC,Commercial/Industrial,621310,Offices of Chiropractors,,-122.799359,49.187674
Perma Stain Processing Ltd,Prestaining of Siding,,5265,192 St,5265 192 St,V3S8E5,6045749991,CTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.691371,49.098615
Pet Land,Retail,10,2215,160 St,2215 160 St,V3S9N6,6045412329,SSTC,Commercial/Industrial,453910,Pet & Pet Supplies Stores,,-122.779349,49.042684
Pet Solutions Supermarket Inc,Dog Grooming,,10650,King George Blvd,10650 King George Blvd,V3T2X3,6045853737,SCC,Commercial/Industrial,812910,Pet Care (except Veterinary) Services,,-122.845155,49.196138
Peter F Pook Insurance (King George Blvd),Insurance Agency,2325,10153,King George Highway,10153 King George Highway,V3T2W1,6045810404,SCC,Commercial/Industrial,524210,Insurance Agencies & Brokerages,,-122.845548,49.186961
Peter Gut,Nursery,,19571,16 Ave,19571 16 Ave,V3S9V2,6045356060,SSTC,Commercial/Industrial,444220,Nursery & Garden Centres,,-122.681181,49.031192
"Peter Njenga & Associates, CGA",Accounting & Financial Consulting Services,,5841,138 St,5841 138 St,V3X0C9,6045935447,NTC,Commercial/Industrial,541212,Offices of Accountants,,0.000000,0.000000
Peterbilt Pacific Leasing Inc,Commercial Truck Rentals,,19470,96 Ave,19470 96 Ave,V4N4C2,6048881411,GTC,Commercial/Industrial,532190,"Passenger Car & Truck, Utility Trailer & RV (Recreational Vehicle) Rental & Leasing",,-122.683591,49.176899
Peterbilt Trucks Pacific Inc,"Sales/Serv .Trucks,Lunch Room at RCMP,Vending Machine",,19470,96 Ave,19470 96 Ave,V4N4C2,6048881411,GTC,Commercial/Industrial,441110,New Car Dealers,,-122.683591,49.176899
Peterbilt Trucks Pacific Inc,"Sales/Serv .Trucks,Lunch Room at RCMP,Vending Machine",,19470,96 Ave,19470 96 Ave,V4N4C2,6048881411,GTC,Commercial/Industrial,811118,Truck & Trailer Repair & Maintenance,,-122.683591,49.176899
Peter's Shoe Repair,Shoe Repair Service,138A,1711,152 St,1711 152 St,V4A4N3,6045315251,SSTC,Commercial/Industrial,811490,Other Personal & Household Goods Repair & Maintenance,,-122.801320,49.033145
Peterson Stark Scott,Law Office,300,10366,136A St,10366 136A St,V3T5R3,6045889321,SCC,Commercial/Industrial,541110,Offices of Lawyers,,-122.843195,49.190746
Petopia Pet Food & Supplies,"Retail - Pet Food & Supplies, Animal grooming",303,16033,108 Ave,16033 108 Ave,V4N1P2,7783954555,GTC,Commercial/Industrial,453910,Pet & Pet Supplies Stores,,-122.777656,49.198894
Petopia Pet Food & Supplies,"Retail - Pet Food & Supplies, Animal grooming",303,16033,108 Ave,16033 108 Ave,V4N1P2,7783954555,GTC,Commercial/Industrial,812910,Pet Care (except Veterinary) Services,,-122.777656,49.198894
Petro Canada,"Gas Station,Retail",,8811,126 St,8811 126 St,V3V0B9,7785787451,WTC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.873677,49.163084
Petro Canada Scott Rd,"Retail Merchant - 6 to 9 Employees,Automated Teller Machine",,8024,120 St,8024 120 St,V3W3N3,6045028790,NTC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.890222,49.149082
Petro Canada Surrey Gas Bar & Car Wash,Convenience store,,15211,Fraser Hwy,15211 Fraser Hwy,V3R3P3,6045832724,FTC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.801227,49.166143
Petro Value Products Canada Inc,Fuel wholesaler & retailer,207,17700,56 Ave,17700 56 Ave,V3S1C7,6045760004,CTC,Commercial/Industrial,541619,Other Management Consulting Services,,-122.732254,49.104083
Pets Agree Industries Ltd,Pet Food,4,19349,94 Ave,19349 94 Ave,V4N4E6,6048827505,GTC,Commercial/Industrial,332710,Machine Shops,,-122.685890,49.173663
Pets First Inc,Whlse. Pet Food,106,12824,78 Ave,12824 78 Ave,V3W8E7,6045907387,NTC,Commercial/Industrial,418310,Agricultural Feed Wholesaler-Distributors,,0.000000,0.000000
Pharmacity #3,Retail Merchant - 0 to 2 Employees,105,15240,56 Ave,15240 56 Ave,V3S5K7,6045952873,NTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.799925,49.104333
Pharmacity Drugstore,Retail Merchant - Pharmacy,101,8386,120 St,8386 120 St,V3W3N4,6045952873,NTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.890235,49.155664
Pharmasave #287 Sullivan Square,Retail Merchant - Pharmacy,106,15325,56 Ave,15325 56 Ave,V3S0X9,6049100118,NTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.797715,49.104500
Pharmasave #71,Retail Pharmacy,110,6350,120 St,6350 120 St,V3X3K1,6045073999,NTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.890247,49.118362
Pharmasave #91 Health Center,Retail Merchant - Pharmacy,107,14199,62 Ave,14199 62 Ave,V3X0B1,6049100118,NTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.828849,49.115565
Pharmasave (Fraser Hwy),Retail Pharmacy,,15168,Fraser Hwy,15168 Fraser Hwy,V3R3P1,6045801456,FTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.802347,49.166368
Pharmasave 179,Retail Merchants - Drug Store,,10654,King George Blvd,10654 King George Blvd,V3T2X3,6045814431,SCC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.845153,49.196208
Pharmasave 179,Retail Merchants - Drug Store,,10654,King George Blvd,10654 King George Blvd,V3T2X3,6045814431,SCC,Commercial/Industrial,446120,"Cosmetics, Beauty Supplies & Perfume Stores",,-122.845153,49.196208
Pharmasave Drugs Pacific Ltd,Corporate Offices,,5685,176A St,5685 176A St,V3S4C5,6045742621,CTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.733822,49.105705
Pharmasave Grandview Corners,Retail - Pharmacy,10,2448,160 St,2448 160 St,V3S0C8,6045312690,SSTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.779072,49.046425
Pharmasave Health Centre,Pharmacy,110,13798,94A Ave,13798 94A Ave,V3V1N1,6045858555,WTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.840150,49.174616
Pharmasave No 015,Retail Pharmacy,,5778,176A St,5778 176A St,V3S4H3,6045762888,CTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.733555,49.107392
Pharmasave No 206,Retail Pharmacy,119,15280,101 Ave,15280 101 Ave,V3R8X7,6045843331,GTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.798698,49.186025
Pharmasave No 248,Retail Sales - Pharmacy,409,15940,Fraser Hwy,15940 Fraser Hwy,V4N0X8,6045843331,FTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.780836,49.158029
PharmaSmart Canada Corp,Medical equipment,105,18485,53 Ave,18485 53 Ave,V3S7A4,8007810323,CTC,Commercial/Industrial,493190,Other Warehousing & Storage,,-122.710605,49.099159
Pharmx Rexall Drug Stores B C Ltd,Retail Merchant - 10 to 19 Employees,107/,15966,108 Ave,15966 108 Ave,V4N5V6,6045888330,GTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.779661,49.198715
Pharmx Rexall Drug Stores B C Ltd,Retail Merchant - Pharmacy,150,17475,56 Ave,17475 56 Ave,V3S2X6,6045767823,CTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,0.000000,0.000000
Phaser Fire Protection,Contractor - Sprinkler,2,19080,96 Ave,19080 96 Ave,V4N3R3,6048880318,GTC,Commercial/Industrial,232530,Automatic Sprinkler System Installation,,-122.693792,49.176909
Phenomena Hair Design,Hairdressing,130,5620,152 St,5620 152 St,V3S3K2,7785711516,NTC,Commercial/Industrial,812115,Beauty Salons,,-122.800901,49.104641
Phi Hung Convenience Store,Convenience store,,10533,King George Blvd,10533 King George Blvd,V3T2X1,6043397478,SCC,Commercial/Industrial,445120,Convenience Stores,,-122.845461,49.193990
Philip W Cote Barrister & Solicitor,Law Firm,202,10706,King George Blvd,10706 King George Blvd,V3T2X3,7783956200,SCC,Commercial/Industrial,541110,Offices of Lawyers,,-122.845163,49.197126
Phillips Mobile Homes Inc,Mobile Home Park,,12662,112A Ave,12662 112A Ave,V3V3K6,6045802524,WTC,Commercial/Industrial,531190,Lessors of Other Real Estate Property,,-122.870603,49.206861
Phil's Batteries and More Inc,Retail Sales - Automotive Batteries,114,12332,Pattullo Pl,12332 Pattullo Pl,V3V8C3,6048617445,WTC,Commercial/Industrial,452999,All Other Miscellaneous General Merchandise Stores,,-122.880178,49.203560
Phil's Towing,Towing,,15370,Fraser Hwy,15370 Fraser Hwy,V3R3P5,6048895465,FTC,Commercial/Industrial,488410,Motor Vehicle Towing,,-122.796830,49.164212
Pho 99 Vietnamese Noodle House,Restaurant - No Alcohol,,19533,Fraser Hwy,19533 Fraser Hwy,V3S6K7,6045342699,,Commercial/Industrial,722110,Restaurants,,-122.681432,49.114724
Pho 99 Vietnamese Noodle House,Restaurant,,8934,152 St,8934 152 St,V4N5R4,6044981399,FTC,Commercial/Industrial,722110,Restaurants,,-122.801305,49.164834
Pho Hoa Hong Vietnamese Restaurant,Vietnamese Restaurant,4,10302,135 St,10302 135 St,V3T4Y8,6045888890,SCC,Commercial/Industrial,722110,Restaurants,,0.000000,0.000000
Pho Hung Restaurant,Restaurant,108,16033,108 Ave,16033 108 Ave,V4N1P2,6045802167,GTC,Commercial/Industrial,722110,Restaurants,,-122.777656,49.198894
Pho Newton,Restaurant - No Alcohol,170,7488,King George Blvd,7488 King George Blvd,V3W0H9,7785931828,NTC,Commercial/Industrial,722110,Restaurants,,-122.845480,49.138804
Pho Sun Rise,Restaurant - No Alcohol,230,15355,24 Ave,15355 24 Ave,V3S0B7,6043852950,SSTC,Commercial/Industrial,722110,Restaurants,,-122.796922,49.045696
Pho Tam Restaurant,Restaurant,9,10302,135 St,10302 135 St,V3T4Y8,6045894223,SCC,Commercial/Industrial,722110,Restaurants,,0.000000,0.000000
Pho Tau Bay Restaurant,Restaurant - No Alcohol,,10782,148 St,10782 148 St,V3R3X6,6045851833,GTC,Commercial/Industrial,722110,Restaurants,,-122.812340,49.198407
Pho Tau Bay Restaurant Ltd,Restaurant - No Alcohol,110,7322,King George Blvd,7322 King George Blvd,V3W5A5,6045075663,NTC,Commercial/Industrial,722110,Restaurants,,-122.845457,49.135724
Pho Vinh Vietnamese Restaurant,Restaurant - No Alcohol,145,10090,152 St,10090 152 St,V3R8X8,6049572669,GTC,Commercial/Industrial,722110,Restaurants,,-122.800770,49.185918
Phoa Hoa Restaurant,Restaurant,,14357,104 Ave,14357 104 Ave,V3T1Y1,6045813289,SCC,Commercial/Industrial,722110,Restaurants,,-122.824191,49.191612
Phoenix Autobody,Auto Body Repair,12,17921,55 Ave,17921 55 Ave,V3S6C4,6045751062,CTC,Commercial/Industrial,811121,"Automotive Body, Paint & Interior Repair & Maintenance",,-122.725620,49.102380
Phoenix Drug & Alcohol Recovery & Education Soc,Non Profit Organization,,13686,94A Ave,13686 94A Ave,V3V1N1,6045837166,WTC,Commercial/Industrial,813990,Other Membership Organizations,,-122.842843,49.174606
Phoenix Enterprises Ltd,Contractor - General,103,13125,78A Ave,13125 78A Ave,V3W9B6,6045940224,NTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.858504,49.145727
Phoenix Remodelling Ltd,Residential Renovation Cont.,206,13308,76 Ave,13308 76 Ave,V3W2W1,6045980600,NTC,Commercial/Industrial,231210,Residential Building Construction,,-122.853767,49.140818
Photo Source Management Inc,Mail Box Rental Agency,,19567,Fraser Hwy,19567 Fraser Hwy,V3S9A4,6045328509,CTC,Commercial/Industrial,561430,Business Service Centres,,-122.680628,49.114361
Photobomb Creative,Photography,,13051,Lanark Pl,13051 Lanark Pl,V3W3P3,6047879279,WTC,Commercial/Industrial,541920,Photographic Services,,-122.861072,49.164000
Photography by Marlow,Photography / Videographer - Photography Studio,208,16055,Fraser Hwy,16055 Fraser Hwy,V4N0G2,6045976885,FTC,Commercial/Industrial,541920,Photographic Services,,-122.777437,49.156915
PhysioLife Physiotherapy Clinic,Physiotherapy/Message Clinic,215,2411,160 St,2411 160 St,V3S0C8,7782940075,SSTC,Commercial/Industrial,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",,-122.779348,49.045778
Physiomoves Physiotherapy Clinic,Physiotherapy,220,5620,152 St,5620 152 St,V3S3K2,6045757477,NTC,Commercial/Industrial,621340,"Offices of Physical, Occupational & Speech Therapists & Audiologists",,-122.800901,49.104641
Physiomoves Physiotherapy Clinic,Professional Practitioner-Medical,,1599,128 St,1599 128 St,V4A3V1,6043854000,SSTC,Commercial/Industrial,621110,Offices of Physicians,,-122.867673,49.031274
Picasso Mouldings Inc,Manufacturer/Machine Shop,,14577,66 Ave,14577 66 Ave,V3S5M2,6045724144,NTC,Commercial/Industrial,332710,Machine Shops,,-122.817333,49.122818
Pick & Chews Terriyaki,Restaurant,143,1711,152 St,1711 152 St,V4A4N3,6045359956,SSTC,Commercial/Industrial,722110,Restaurants,,-122.801320,49.033145
Pier Imports #1102,Retail - Home Furnishings and Crafts,360,3091,152 St,3091 152 St,V4P3K1,6045313906,SSTC,Commercial/Industrial,442298,All Other Home Furnishings Stores,,-122.801339,49.058261
Pikanik Creations Corp,Restaurant - No Alcohol,127,1959,152 St,1959 152 St,V4A9E3,6045389801,SSTC,Commercial/Industrial,722110,Restaurants,,-122.801326,49.037610
Pike Enterprises Ltd,Admin. Office,,17276,104A Ave,17276 104A Ave,V4N5M3,6042023696,GTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.743489,49.193077
Pillay Inc Dr S W,Medical Office,,8434,120 St,8434 120 St,V3W7S2,6045970941,NTC,Commercial/Industrial,621110,Offices of Physicians,,-122.890235,49.156474
Pine Lighting,Whlse. & Retail Lighting,,6898,King George Blvd,6898 King George Blvd,V3W4Z9,6045918895,NTC,Commercial/Industrial,414220,Household Appliance Wholesaler-Distributors,,-122.845453,49.127837
Pinetree Quantum Synergy Corp,Health Care Consultant,205,9808,King George Blvd,9808 King George Blvd,V3T2V6,6047164530,SCC,Commercial/Industrial,624190,Other Individual & Family Services,,-122.845387,49.180696
Pink Rose Nails,Nail Salon,,14918,104 Ave,14918 104 Ave,V3R1M7,6049572738,GTC,Commercial/Industrial,812115,Beauty Salons,,-122.808679,49.191399
Pink Rose Tailors,Tailor,176,8138,128 St,8138 128 St,V3W1R1,6045189494,NTC,Commercial/Industrial,315999,Dressmaking & Tailoring,,-122.867843,49.150534
Pinnacle Petro Canada,"Auto Repair Shop & Gas Bar, Retail Merchant - Convenience Store",,9625,King George Blvd,9625 King George Blvd,V3T2V3,6045850443,SCC,Commercial/Industrial,447110,Gasoline Stations with Convenience Stores,,-122.845834,49.177447
Pinnacle Petro Canada,"Auto Repair Shop & Gas Bar, Retail Merchant - Convenience Store",,9625,King George Blvd,9625 King George Blvd,V3T2V3,6045850443,SCC,Commercial/Industrial,447190,Other Gasoline Stations,,-122.845834,49.177447
Pinnacle West Security,Contractor - Alarm Installations,,7164,120 St,7164 120 St,V3W3M8,6043407208,NTC,Commercial/Industrial,561621,Security Systems Services (except Locksmiths),,-122.890219,49.133366
Pinoy Fleetwood Grocery,Retail,UNIT,15340,Fraser Hwy,15340 Fraser Hwy,V3R3P5,6043953777,FTC,Commercial/Industrial,445110,Supermarkets & Other Grocery (except Convenience) Stores,,-122.797738,49.164567
Pinoy Supermarket,Grocery store,50,10330,152 St,10330 152 St,V3R4G8,6045834375,GTC,Commercial/Industrial,445120,Convenience Stores,,-122.800749,49.190194
Pinoy Tambayan Filipino Store,Retail Merchant - 0 to 2 Employees,B,1740,152 St,1740 152 St,V4A4N4,7789681017,SSTC,Commercial/Industrial,445110,Supermarkets & Other Grocery (except Convenience) Stores,,-122.801049,49.033671
Piquant Gourmet Foods Ltd,"Retail sales, seasoned meats & spices",,1627,128 St,1627 128 St,V4A3V2,6045358638,SSTC,Commercial/Industrial,445110,Supermarkets & Other Grocery (except Convenience) Stores,,-122.867668,49.031788
Pistachio Boutique Inc,Retail Merchant - Womans Clothing,550,15355,24 Ave,15355 24 Ave,V4A2H9,7788685005,SSTC,Commercial/Industrial,448120,Women's Clothing Stores,,-122.796922,49.045696
Pita Pit,Restaurant,110,15785,Croydon Dr,15785 Croydon Dr,V3S2L6,6045361414,SSTC,Commercial/Industrial,722110,Restaurants,,-122.785285,49.046876
Pita Pit,Restaurant - No Alcohol,103A,15155,101 Ave,15155 101 Ave,V3R7Z1,6042309633,GTC,Commercial/Industrial,722512,Limited-service eating places,,-122.802236,49.186218
Pitch In British Columbia Waste Management Society,Charitable Society/Organization,211,2383,King George Blvd,2383 King George Blvd,V4A5A4,6045354653,SSTC,Commercial/Industrial,813990,Other Membership Organizations,,-122.793209,49.045169
Pittfield Design Inc,Mfg. - Truck Accessories,10,8116,130 St,8116 130 St,V3W8J9,6045990388,NTC,Commercial/Industrial,336390,Other Vehicle Parts Manufacturing,,-122.862137,49.150120
Pivot Point Family Growth Centre Inc,Training & Tutoring Services,24,15515,24 Ave,15515 24 Ave,V4A2J4,6045314544,SSTC,Commercial/Industrial,611410,Business & Secretarial Schools,,-122.792588,49.045681
Pizazz Hair Design,Hairdressing,2182,10153,King George Blvd,10153 King George Blvd,V3T2W1,6045828955,SCC,Commercial/Industrial,812115,Beauty Salons,,-122.845548,49.186961
Pizza 64 Ltd,Restaurant,,13190,64 Ave,13190 64 Ave,V3W1X7,6045073330,NTC,Commercial/Industrial,722110,Restaurants,,-122.856858,49.118917
Pizza 96 & Indian Cuisine,Restaurant,03-Feb,15970,96 Ave,15970 96 Ave,V4N2L6,6045849696,FTC,Commercial/Industrial,722110,Restaurants,,-122.779711,49.176815
Pizza Cucina,Restaurant - Pizza Take Out,B1,15562,24 Ave,15562 24 Ave,V4A2J5,6045411010,SSTC,Commercial/Industrial,722110,Restaurants,,-122.791300,49.045497
Pizza Factory,Take Out & Delivery,,13975,16 Ave,13975 16 Ave,V4A1P8,6045423000,,Commercial/Industrial,722110,Restaurants,,-122.835237,49.031295
Pizza Factory,Restaurant,,10470,King George Blvd,10470 King George Blvd,V3T2W9,6045841111,SCC,Commercial/Industrial,722110,Restaurants,,-122.845198,49.192904
Pizza Factory,Restaurant,,6838,King George Blvd,6838 King George Blvd,V3W4Z9,6045903464,NTC,Commercial/Industrial,722110,Restaurants,,-122.845455,49.126909
Pizza Hut,Restaurant - No Alcohol,,13786,104 Ave,13786 104 Ave,V3T1W5,6045821740,SCC,Commercial/Industrial,722110,Restaurants,,-122.839936,49.191460
