Business Name,Products or Services,Unit,Number,Street,Postal Code,Phone Number,Town Centre,NAIC,NAIC Description,No of Employees,Latitude,Longitude,,
J Gregory Menswear,Retail,108,15745,Croydon Dr,V3S2L5,6045389822,SSTC,448110,Men's Clothing Stores,2,49.0480924,-122.7858793,,
La Lash and Beauty Bar,Eye lash Extension,106,15745,Croydon Dr,V3S2L5,6047647897,SSTC,812115,Beauty Salons,7,49.0480924,-122.7858793,,
Mint Style Lounge Inc,Retail Merchant - Clothing,E110,15745,Croydon Dr,V3S2L5,6045609444,SSTC,448120,Women's Clothing Stores,2,49.0480924,-122.7858793,,
Morgan Heights Cleaners,Dry Cleaner/Laundry Service,104,15745,Croydon Dr,V3S2L5,7788467786,SSTC,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),2,49.0480924,-122.7858793,,
Pure Nail Bar,Esthetician,,15745,Croydon Dr,V3S2L5,7782944500,SSTC,812115,Beauty Salons,3,49.0480924,-122.7858793,,
Skoah,"Retail Merchant - 6 to 9 Employees, Esthetician - Facials",E126,15745,Croydon Dr,V3S2L5,6046298460,SSTC,812115,Beauty Salons,8,49.0480924,-122.7858793,,
Skoah,"Retail Merchant - 6 to 9 Employees, Esthetician - Facials",E126,15745,Croydon Dr,V3S2L5,6046298460,SSTC,812190,Other Personal Care Services,8,49.0480924,-122.7858793,,
Thrifty Foods #24,Retail Merchant - 20 or More Employees,102,15745,Croydon Dr,V3S2L5,6045427851,SSTC,445110,Supermarkets & Other Grocery (except Convenience) Stores,170,49.0480924,-122.7858793,,
Running Room Canada Inc,Retail Merchant - 6 to 9 Employees,116,15745,Croydon Dr,V3Z2L5,7804393099,SSTC,448210,Shoe Stores,7,49.0480924,-122.7858793,,
Duecare Management Inc,Administration Office,E122,15745,Croydon Dr,V3Z2L6,7782942646,SSTC,541611,Administrative Management & General Management Consulting Services,9,49.0480924,-122.7858793,,
Restoration Hardware Canada Inc,Retail Merchant - Home Furnishings,,15760,Croydon Dr,V3S2L6,6045420132,SSTC,4422,Home furnishings stores,30,49.04657346,-122.784943,,
Calvin Klein #403,Retail Childrens/Womens/Mens Clothing Store,D102,15765,Croydon Dr,V3S2L6,9086850050,SSTC,448110,Men's Clothing Stores,19,49.04705317,-122.7853587,,
Calvin Klein #403,Retail Childrens/Womens/Mens Clothing Store,D102,15765,Croydon Dr,V3S2L6,9086850050,SSTC,448120,Women's Clothing Stores,19,49.04705317,-122.7853587,,
Calvin Klein #403,Retail Childrens/Womens/Mens Clothing Store,D102,15765,Croydon Dr,V3S2L6,9086850050,SSTC,448130,Children's & Infants' Clothing Stores,19,49.04705317,-122.7853587,,
Roots Canada Ltd,"Retail - Mens, Womans, Childrens",D104,15765,Croydon Dr,V3S2L6,6045314567,SSTC,448110,Men's Clothing Stores,10,49.04705317,-122.7853587,,
Roots Canada Ltd,"Retail - Mens, Womans, Childrens",D104,15765,Croydon Dr,V3S2L6,6045314567,SSTC,448120,Women's Clothing Stores,10,49.04705317,-122.7853587,,
Roots Canada Ltd,"Retail - Mens, Womans, Childrens",D104,15765,Croydon Dr,V3S2L6,6045314567,SSTC,448130,Children's & Infants' Clothing Stores,10,49.04705317,-122.7853587,,
Shops at Morgan Crossing The,Property Management,101,15765,Croydon Dr,V3S2L6,7782942925,SSTC,531190,Lessors of Other Real Estate Property,10,49.04705317,-122.7853587,,
Triple Flip,Retail Merchant - Kids clothing,105,15765,Croydon Dr,V3S2L6,6045605116,SSTC,448130,Children's & Infants' Clothing Stores,6,49.04705317,-122.7853587,,
Petsmart Inc #2489,"Retail Merchant - Pet Products, Dog Grooming",108,15765,Croydon Dr,V3Z2L6,6045426101,SSTC,453910,Pet & Pet Supplies Stores,20,49.04705317,-122.7853587,,
Petsmart Inc #2489,"Retail Merchant - Pet Products, Dog Grooming",108,15765,Croydon Dr,V3Z2L6,6045426101,SSTC,812910,Pet Care (except Veterinary) Services,20,49.04705317,-122.7853587,,
Sammy J's Morgan Crossing,Food Primary-Class B Dining Lounge,,15770,Croydon Dr,V3S2J6,6045250759,SSTC,722511,Full-service restaurants,50,49.04654772,-122.7845253,,
Co-Operators The,Insurance agents,116,15775,Croydon Dr,V3S2L6,7785452667,SSTC,524210,Insurance Agencies & Brokerages,4,49.04768716,-122.784927,,
Crocodile Baby Store Ltd,"Retail Merchant - Baby Store,Retail Merchant - 0 to 2 Employees",108,15775,Croydon Dr,V3S2L6,6045428860,SSTC,448130,Children's & Infants' Clothing Stores,2,49.04768716,-122.784927,,
DAVIDsTEA,Retail Merchant,F103,15775,Croydon Dr,V3S2L6,5147390006,SSTC,445298,Coffee & Tea Stores,12,49.04768716,-122.784927,,
Flight Centre Morgan Crossing,Travel Agency,F118,15775,Croydon Dr,V3S2L6,8773530886,SSTC,561510,Travel Agencies,5,49.04768716,-122.784927,,
Menchies Frozen Yogurt,Restaurant - Frozen Yogurt,120,15775,Croydon Dr,V3S2L6,4038079469,SSTC,722512,Limited-service eating places,25,49.04768716,-122.784927,,
Mink A Chocolate Cafe,Restaurant,110,15775,Croydon Dr,V3S2L6,6045365455,SSTC,722110,Restaurants,5,49.04768716,-122.784927,,
Rip Curl,Surfing products,104,15775,Croydon Dr,V3S2L6,6045352875,SSTC,451110,Sporting Goods Stores,8,49.04768716,-122.784927,,
Kababji Grill,Restaurant - No Alcohol,106,15775,Croydon Dr,V3S2Z6,6045605757,SSTC,722512,Limited-service eating places,8,49.04768716,-122.784927,,
Bamboo,Food Primary-Class B Dining Room,,15785,Croydon Dr,V3S2L6,7788783869,SSTC,722511,Full-service restaurants,2,49.0472666,-122.784369,,
Sushi Castle,Restaurant,102,15785,Croydon Dr,V3S2L6,6045389335,SSTC,722110,Restaurants,12,49.0472666,-122.784369,,
Suki's,"Hair Salon/Barber, Retail Merchant - 10 to 19 Employees",106,15785,Croydon Dr,V3Z2L6,6045606435,SSTC,812114,Barber Shops,15,49.0472666,-122.784369,,
Suki's,"Hair Salon/Barber, Retail Merchant - 10 to 19 Employees",106,15785,Croydon Dr,V3Z2L6,6045606435,SSTC,812115,Beauty Salons,15,49.0472666,-122.784369,,
Laura Superstore,Ladies Retail Clothing,H105,15795,Croydon Dr,V3S2L5,4509736090,SSTC,448120,Women's Clothing Stores,12,49.04693581,-122.7840907,,
Royal Bank of Canada,Bank,115,15795,Croydon Dr,V3S2L6,6045414461,SSTC,522111,Personal & Commercial Banking Industry,9,49.04693581,-122.7840907,,
Vancouver City Savings Credit Union,Credit Union,H120,15795,Croydon Dr,V3S2L6,6049153703,SSTC,522111,Personal & Commercial Banking Industry,10,49.04693581,-122.7840907,,
Famoso Neapolitan Pizzeria,Food Primary-Class B Dining Lounge,,15865,Croydon Dr,V3S2J6,6043558585,SSTC,722511,Full-service restaurants,60,49.04587135,-122.7824594,,
My Shanti,Food Primary-Class B Dining Lounge,,15869,Croydon Dr,V3S0G2,6047272212,SSTC,722511,Full-service restaurants,45,49.04600869,-122.7824692,,
White Spot Morgan Crossing,Restaurant,,15877,Croydon Dr,V3S2J6,6045605550,SSTC,722110,Restaurants,60,49.04615548,-122.7824574,,
Grandview Law Group LLP,Professional Practitioner - Lawyer,308,2626,Croydon Dr,V3S0C5,6045601400,SSTC,541110,Offices of Lawyers,3,49.04943531,-122.788626,,
Arun Bansal & Co Inc,Professinal Practitioner - Accountant,107,2626,Croydon Dr,V3S0S8,6045317911,SSTC,541212,Offices of Accountants,2,49.04943531,-122.788626,,
B & W United Venture Inc,Import/Export,312,2626,Croydon Dr,V3S0S8,7782942628,SSTC,419199,Import and/or Export or Manufacturer's Agents,2,49.04943531,-122.788626,,
Biddlecombe Plett &  Associates,Professional Practitioner-Accountant,109,2626,Croydon Dr,V3S0S8,7782947575,SSTC,541212,Offices of Accountants,1,49.04943531,-122.788626,,
Grandview Gyncology,Professional Practitioner-Medical,300,2626,Croydon Dr,V3S0S8,6045313915,SSTC,621110,Offices of Physicians,1,49.04943531,-122.788626,,
"Green Dr Howard D Green, Podiatric Corporation",Professional Practitioner-Medical,306,2626,Croydon Dr,V3S0S8,6045605588,SSTC,621110,Offices of Physicians,1,49.04943531,-122.788626,,
Leed Advisors Inc,"Accountants, Chartered",302,2626,Croydon Dr,V3S0S8,6045381611,SSTC,541212,Offices of Accountants,19,49.04943531,-122.788626,,
Peak Construction Ltd,"Contractor - Multi-Residential, Contractor - Construction",310,2626,Croydon Dr,V3S0S8,6045316998,SSTC,231210,Residential Building Construction,6,49.04943531,-122.788626,,
R B C Dominion Securities Inc,Stock Broker Service,400,2626,Croydon Dr,V3S0S8,6045353803,SSTC,523930,Investment Advice,40,49.04943531,-122.788626,,
Williams Inc Dr C Lesley,Professional Practitioner-Dentist,101,2626,Croydon Dr,V3S0S8,6045425420,SSTC,621210,Offices of Dentists,11,49.04943531,-122.788626,,
Xeva Mortgage,Financial Planning/Consultant,105/,2626,Croydon Dr,V3S0S8,6049703831,SSTC,541611,Administrative Management & General Management Consulting Services,1,49.04943531,-122.788626,,
DMI Disability Management Institute Inc.,Administration Office,110,2626,Croydon Dr,V3Z0S8,6045423649,SSTC,541611,Administrative Management & General Management Consulting Services,25,49.04943531,-122.788626,,
Elkay Developments Ltd,Administration Office - Development Company,407,2626,Croydon Dr,V3Z0S8,6045316573,SSTC,541611,Administrative Management & General Management Consulting Services,5,49.04943531,-122.788626,,
Group Health Global Benefit Systems Inc,Consulting Service - Group Benefits,,,,,,,,,,,,,
"Also occupying 203-212""",200,2626,Croydon Dr,V3Z0S8,6045368887,SSTC,541619,Other Management Consulting Services,83,-122.788626,,49.04943531,,
Western Union Business Solutions,Currency Exchange - Foreign Exchange Services,409,2626,Croydon Dr,V4N4A3,6045608060,SSTC,523130,Commodity Contracts Dealing,11,49.04943531,-122.788626,,
J Bhagirath Chartered Accountant,Professional Practitioner-Accountant,210,2630,Croydon Dr,V3S0C5,6042008611,SSTC,541212,Offices of Accountants,5,49.04988337,-122.7890743,,
South Surrey Pediatrics,Professional Practitioner-Medical,114,2630,Croydon Dr,V3S0C5,6045600143,SSTC,621110,Offices of Physicians,1,49.04988337,-122.7890743,,
Leah Fransen RMT,Registered Massage Therapist,120,2630,Croydon Dr,V3S0R7,6045357705,SSTC,621370,Offices of Massage Therapists,1,49.04988337,-122.7890743,,
"Rebecca Stewart, Registered Massage Therapy",Massage Therapy - Registered Massage Therapist,120,2630,Croydon Dr,V3S0R7,6045357705,SSTC,621370,Offices of Massage Therapists,1,49.04988337,-122.7890743,,
Canada Volumes Import Export Inc,Office use,106,2630,Croydon Dr,V3S6T3,6047617895,SSTC,419199,Import and/or Export or Manufacturer's Agents,3,49.04988337,-122.7890743,,
Centras Engineering Ltd,Professional Practitioner-Engineer,216,2630,Croydon Dr,V3S6T3,6047826927,SSTC,541330,Engineering Services,1,49.04988337,-122.7890743,,
Chorius Corporate Solutions Inc,Consultant - Executive Search/Management,312,2630,Croydon Dr,V3S6T3,6045605151,SSTC,561310,Employment Placement Agencies,2,49.04988337,-122.7890743,,
D Mark Jones Podiatric Corporation,Professional Practitioner-Medical,308,2630,Croydon Dr,V3S6T3,6045602922,SSTC,621110,Offices of Physicians,2,49.04988337,-122.7890743,,
Dr Les Ennis Inc,Professional Practitioner-Dentist,300,2630,Croydon Dr,V3S6T3,6045311445,SSTC,621210,Offices of Dentists,6,49.04988337,-122.7890743,,
Morley Psychology Professional Corp,Professional Practitioner,208,2630,Croydon Dr,V3S6T3,6045368819,SSTC,621110,Offices of Physicians,1,49.04988337,-122.7890743,,
Noel Asmar Group Inc,Mail Order - Online sales of uniforms,304/,2630,Croydon Dr,V3S6T3,6045349667,SSTC,454390,Other Direct Selling Establishments,18,49.04988337,-122.7890743,,
Performance Integrated Health,Chiropractor,120,2630,Croydon Dr,V3S6T3,6045357705,SSTC,621310,Offices of Chiropractors,10,49.04988337,-122.7890743,,
SCIMEDICA Health Group,Holistic Health Care - Naturopathic Clinic,212,2630,Croydon Dr,V3S6T3,6045418811,SSTC,621390,Offices of Other Health Practitioners,2,49.04988337,-122.7890743,,
Wondershare Technology Inc,Consultant - Online Marketing Research/Consulting,315,2630,Croydon Dr,V3S6T3,6048992108,SSTC,541619,Other Management Consulting Services,8,49.04988337,-122.7890743,,
Zenterra Developments Ltd,Construction Management,216/,2630,Croydon Dr,V3S6T3,7789452050,SSTC,231410,Construction Management,1,49.04988337,-122.7890743,,
Playtime Pediatric Dentistry,Professional Practitioner-Dentist,104,2630,Croydon Dr,V3Z0S8,7782912222,SSTC,621210,Offices of Dentists,2,49.04988337,-122.7890743,,
Anne Adkins RMT,Registered Massage Therapist - Mobile use only,120,2630,Croydon Dr,V3Z2T7,6048166450,SSTC,621370,Offices of Massage Therapists,1,49.04988337,-122.7890743,,
Unify Engineering Inc,Project Management - Design/Project Management/Consulting Services,210,2630,Croydon Dr,V3Z3Y6,6042606734,SSTC,231410,Construction Management,1,49.04988337,-122.7890743,,
Cardinal Contracting Ltd,Contractor - Miscellaneous,109,2630,Croydon Dr,V3Z6T3,6047194406,SSTC,232990,All Other Special Trade Contracting,1,49.04988337,-122.7890743,,
Hsu Law Office,Professional Practitioner-Lawyer,217,2630,Croydon Dr,V3Z6T3,6046003328,SSTC,5411,Legal services,1,49.04988337,-122.7890743,,
Intercity Properties Limited,General Business Office managing Real Estate Holdings,303,2630,Croydon Dr,V3Z6T3,7782940112,SSTC,541611,Administrative Management & General Management Consulting Services,2,49.04988337,-122.7890743,,
Kelsy Kunzli,Massage Therapy (RMT),120,2630,Croydon Dr,V3Z6T3,6045357705,SSTC,621370,Offices of Massage Therapists,1,49.04988337,-122.7890743,,
Melissa Gollan,Financial Planning/Consultant,108,2630,Croydon Dr,V3Z6T3,7782946353,SSTC,541611,Administrative Management & General Management Consulting Services,1,49.04988337,-122.7890743,,
Mitchell Premier Wealth Solutions,Financial Planning/Consultant,108,2630,Croydon Dr,V3Z6T3,6045606351,SSTC,523930,Investment Advice,1,49.04988337,-122.7890743,,
Raymond James Inc,Investment Consultant - Investment Dealer,314,2630,Croydon Dr,V3Z6T3,6045313011,SSTC,523930,Investment Advice,3,49.04988337,-122.7890743,,
Reedhein & Associates,Consultant,200,2630,Croydon Dr,V3Z6T3,6046708778,SSTC,541619,Other Management Consulting Services,10,49.04988337,-122.7890743,,
Vayusha Yoga,Yoga studio,316,2630,Croydon Dr,V3Z6T3,7789889642,SSTC,713940,Fitness & Recreational Sports Centres,5,49.04988337,-122.7890743,,
Solid Rock Steel Fabricating Co Ltd,Mfg. - Specializing in Structural Steel,,17780,Daly Rd,V4N4M5,6045811151,GTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,30,49.18840879,-122.7294162,,
Domino's Pizza (E Whalley Ring Rd),Pizza Take-out & Delivery,,10346,E Whalley Ring Rd,V3T4H4,6045859800,SCC,722110,Restaurants,9,49.19068709,-122.8417066,,
Presbyterian General Asembly College & Theological,Bible School,100,10388,E Whalley Ring Rd,,7788934916,SCC,611690,All Other Schools & Instruction,2,49.19095584,-122.8416724,,
Epoch Developments Ltd,Land Development & Investments,6,10320,East Whalley Ring Rd,V3T4H4,6042505397,SCC,531310,Real Estate Property Managers,1,49.19005253,-122.84169,,
Peak Disposal Services Inc,Rental Service,5,10320,East Whalley Ring Rd,V3T4H4,6046907325,SCC,532490,Other Commercial & Industrial Machinery & Equipment Rental & Leasing,1,49.19005253,-122.84169,,
Carnello & Co,Legal Serv.,200,10388,East Whalley Ring Rd,V3T4H4,6045890999,SCC,541110,Offices of Lawyers,7,49.19095584,-122.8416724,,
Randy Albertson - Barrister & Solicitor,Professional Practitioner-Lawyer,200,10388,East Whalley Ring Rd,V3T4H4,6045895330,SCC,541110,Offices of Lawyers,4,49.19095584,-122.8416724,,
Fraser Surrey Docks Ltd Partnership,Deep Sea Port Terminal Operator,,11060,Elevator Rd,V3V2R7,6045812233,WTC,488310,Port & Harbour Operations,250,49.17779541,-122.9162696,,
Chang's TaeKwonDo Martial Arts,Recreational Facility,107,19232,Enterprise Way,V3S2J4,6045419457,CTC,713940,Fitness & Recreational Sports Centres,1,49.10762933,-122.6906012,,
Binnie Construction Services Ltd,Contractor - Construction,101,19232,Enterprise Way,V3S6J9,6045743336,CTC,231230,General Construction Contractors,17,49.10762933,-122.6906012,,
Dance Trance,Dance School,109,19232,Enterprise Way,V3S6J9,6045752630,CTC,611610,Fine Arts Schools,13,49.10762933,-122.6906012,,
Easy-Way Ltd,Warehouse,203,19232,Enterprise Way,V3S6J9,6045308488,CTC,493190,Other Warehousing & Storage,1,49.10762933,-122.6906012,,
English Language Institute in China Society,Charitable Society/Organization,201A,19232,Enterprise Way,V3S6J9,6045766533,CTC,813990,Other Membership Organizations,5,49.10762933,-122.6906012,,
Fraser Valley Wireless,Whlse.,103,19232,Enterprise Way,V3S6J9,6045766635,CTC,418990,All Other Wholesaler-Distributors,4,49.10762933,-122.6906012,,
Litespan Electric Ltd,Contractor - Electrical,104,19232,Enterprise Way,V3S6J9,6045740346,CTC,232510,Electrical Contractors & Other Wiring Installation Contractors,11,49.10762933,-122.6906012,,
Metrolpolitan Asset Managment Inc,Warehouse,106,19232,Enterprise Way,V3S6J9,7785741880,CTC,493190,Other Warehousing & Storage,3,49.10762933,-122.6906012,,
Plasti-Tek Displays Ltd,Manufacturer / Machine Shop - Plastic Displays,105,19232,Enterprise Way,V3S6J9,7789995143,CTC,326198,All Other Plastic Product Manufacturing,1,49.10762933,-122.6906012,,
R F Binnie & Associates Ltd,"Consulting Civil Engineers,Professional Practicitioner - Engineering",101,19232,Enterprise Way,V3S6J9,6045743336,CTC,541330,Engineering Services,18,49.10762933,-122.6906012,,
S S Laser Tech F V Ltd,Warehouse,209,19232,Enterprise Way,V3S6J9,6048210058,CTC,493190,Other Warehousing & Storage,5,49.10762933,-122.6906012,,
Southwest Bindings,Whlse. Office Equipment; Binding & Laminating Serv.,204,19232,Enterprise Way,V3S6J9,6045749508,CTC,417910,Office & Store Machinery & Equipment Wholesaler-Distributors,5,49.10762933,-122.6906012,,
Total Connect Telephone Ltd,Contractor - Miscellaneous,209,19232,Enterprise Way,V3S6J9,6046306942,CTC,232990,All Other Special Trade Contracting,5,49.10762933,-122.6906012,,
Universal TV Service Centre Ltd,Electronic Repair Service,102,19232,Enterprise Way,V3S6J9,6045761200,CTC,811210,Electronic & Precision Equipment Repair & Maintenance,11,49.10762933,-122.6906012,,
W C & B Manufacturing,Mfg. - Paper & Plastic Products,206,19232,Enterprise Way,V3S6J9,6045758662,CTC,332710,Machine Shops,4,49.10762933,-122.6906012,,
Wolfco Bailiffs,Warehouse - Bailiff,202,19232,Enterprise Way,V3S6J9,6045957376,CTC,541190,Other Legal Services,11,49.10762933,-122.6906012,,
Blue Sun Productions Inc,Video Productions,17,19257,Enterprise Way,V3S6J8,6046719630,CTC,541920,Photographic Services,6,49.10795711,-122.6896507,,
Chase Auto Body Supplies,"Whlse. Auto Paint & Body Supplies,Snowmobile Repairs,Millwork",13,19257,Enterprise Way,V3S6J8,6045305622,CTC,415290,Other New Motor Vehicle Parts & Accessories Wholesaler-Distributors,10,49.10795711,-122.6896507,,
Coast Metal Solutions Ltd,"Whlse. Custom Steel, Aluminum",26,19257,Enterprise Way,V3S6J8,6047254499,CTC,418990,All Other Wholesaler-Distributors,5,49.10795711,-122.6896507,,
Coast Telecom Services Ltd,Contractor - Electrical,18,19257,Enterprise Way,V3S6J8,6046498438,CTC,232510,Electrical Contractors & Other Wiring Installation Contractors,9,49.10795711,-122.6896507,,
Fast Track Floors Ltd,Commercial Flooring Inst.,23,19257,Enterprise Way,V3S6J8,6045333278,CTC,232430,Carpet & Resilient Flooring Work,33,49.10795711,-122.6896507,,
Genesis Restorations Ltd,"Contractor - Restoration, Contractor - Insurance Restoration",29,19257,Enterprise Way,V3S6J8,6045333440,CTC,232290,Other Building Structure Work,1,49.10795711,-122.6896507,,
Genesis Restorations Ltd,"Contractor - Restoration, Contractor - Insurance Restoration",29,19257,Enterprise Way,V3S6J8,6045333440,CTC,232990,All Other Special Trade Contracting,1,49.10795711,-122.6896507,,
Harbourview Sheet Metal Ltd,Manufacturer/Machine Shop,28,19257,Enterprise Way,V3S6J8,6045346585,CTC,332710,Machine Shops,1,49.10795711,-122.6896507,,
Natraclean Industries Ltd,Manufacturer/Machine Shop,4,19257,Enterprise Way,V3S6J8,6045308971,CTC,332710,Machine Shops,5,49.10795711,-122.6896507,,
Pacific N D E a division of Mistras Canada Inc.,Materials Testing,C21,19257,Enterprise Way,V3S6J8,6045326021,CTC,541690,Other Scientific & Technical Consulting Services,10,49.10795711,-122.6896507,,
Samra Autobody Ltd,Auto Body/Painting,1,19257,Enterprise Way,V3S6J8,6044272610,CTC,811121,"Automotive Body, Paint & Interior Repair & Maintenance",3,49.10795711,-122.6896507,,
Sport Trucks Unlimited,Truck Parts & Servicing,9,19257,Enterprise Way,V3S6J8,6049887677,CTC,811118,Truck & Trailer Repair & Maintenance,3,49.10795711,-122.6896507,,
V N D Motorsport,Repair of automotive and motorsport vehicles,25,19257,Enterprise Way,V3S6J8,7782781116,CTC,811111,General Automotive Repair,5,49.10795711,-122.6896507,,
Voyageur Soap & Candle Company Ltd,Whlse. Soap & Candle Prod.,14,19257,Enterprise Way,V3S6J8,6045308979,CTC,414520,"Toiletries, Cosmetics & Sundries Wholesaler-Distributors",3,49.10795711,-122.6896507,,
B W Tractor Trailer Training Center Ltd,"Trucking Service,Trucking & Cartage",,19260,Enterprise Way,V3S6J9,6045743737,CTC,484120,General Freight Trucking,37,49.10763179,-122.6895034,,
Budget Blind Service Ltd,,3,19295,Enterprise Way,V3S6J8,6045148842,CTC,561799,All Other Services to Buildings & Dwellings,5,49.10795887,-122.6885984,,
G C T Auto Tech,Auto Repair,1,19295,Enterprise Way,V3S6J8,6045302774,CTC,811111,General Automotive Repair,1,49.10795887,-122.6885984,,
T & G Mobile Truck Repair Ltd,Semi Truck & Auto Repairs,2,19295,Enterprise Way,V3S6J8,6045340411,CTC,811111,General Automotive Repair,1,49.10795887,-122.6885984,,
Arcom Power Equipment Inc,Small Engine Repair,6,19295,Enterprise Way,V3S6S8,6045330081,CTC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,2,49.10795887,-122.6885984,,
Envoy Construction Services Ltd,Contractor - General,101,19329,Enterprise Way,V3S6J8,6045305788,CTC,231230,General Construction Contractors,2,49.10834689,-122.6878435,,
PureHM Inc,Cathodic Protection Cont.,104,19329,Enterprise Way,V3S6J8,7804443622,CTC,232990,All Other Special Trade Contracting,3,49.10834689,-122.6878435,,
Tastefully Yours by Jeff,Caterer,102,19329,Enterprise Way,V3S6J8,6045342006,CTC,722320,Caterers,5,49.10834689,-122.6878435,,
Northwest sheet,Mfg. - Steel Fabrication for Cranes and Hoists,,19337,Enterprise Way,V3S6J8,6045300038,GTC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,40,49.10922338,-122.6872009,,
Trimlite MGF Inc,Whlse. & Dist. of Wood Products & Glass,103,19350,Enterprise Way,V3S6J9,6045334111,CTC,416320,"Lumber, Plywood & Millwork Wholesaler-Distributors",1,49.10895029,-122.6867781,,
Trimlite MGF Inc,Whlse. & Dist. of Wood Products & Glass,103,19350,Enterprise Way,V3S6J9,6045334111,CTC,416340,"Paint, Glass & Wallpaper Wholesaler-Distributors",1,49.10895029,-122.6867781,,
Trimlite MGF Inc,Whlse. & Dist. of Wood Products & Glass,103,19350,Enterprise Way,V3S6J9,6045334111,CTC,493190,Other Warehousing & Storage,1,49.10895029,-122.6867781,,
Corwest International Trading Inc,Import & Export,,19355,Enterprise Way,V3S6J8,6045347700,CTC,419199,Import and/or Export or Manufacturer's Agents,1,49.10943123,-122.6867859,,
Nor Van Cable & Marine Supplies,Whlse. Wire Rope for Forest/Marine Industries,,19355,Enterprise Way,V3S6J8,6045337884,CTC,416210,Metal Service Centres,2,49.10943123,-122.6867859,,
Nor Van Cable & Marine Supplies,Whlse. Wire Rope for Forest/Marine Industries,,19355,Enterprise Way,V3S6J8,6045337884,CTC,419199,Import and/or Export or Manufacturer's Agents,2,49.10943123,-122.6867859,,
Trans Pacific Hardware Inc,Wholesale - Wire Rope,,19355,Enterprise Way,V3S6J8,6045300209,CTC,416110,Electrical Wiring & Construction Supplies Wholesaler-Distributors,9,49.10943123,-122.6867859,,
Super Seal Construction Products Ltd,Warehouse distribution Manufacturing,208,19370,Enterprise Way,V3S6J9,6045349994,CTC,33312,Construction machinery mfg.,6,49.10925802,-122.6861826,,
All Access Auto Glass Inc,Automotive Repair Service,203,19379,Enterprise Way,V3S6J8,7788958142,CTC,811111,General Automotive Repair,3,49.10989688,-122.6860308,,
Gannet Diesel Service Ltd,Diesel Engine Repair,202,19379,Enterprise Way,V3S6J8,6045143722,CTC,811119,Other Automotive Mechanical & Electrical Repair & Maintenance,1,49.10989688,-122.6860308,,
P M C Builders & Dev Ltd,Mfg.,,19414,Enterprise Way,V3S6J9,6045341822,CTC,332710,Machine Shops,25,49.10977786,-122.6852743,,
Real Deal Motors,Automobile Dealer/Rebuilder,,15284,Fleetwood Dr,V3R1B5,6047817885,FTC,811111,General Automotive Repair,1,49.16437955,-122.7988475,,
Universal Equipment Sales Inc,Contractor - Home Construction and Land Development,,15286,Fleetwood Dr,V3R1B5,6048338883,FTC,231110,Land Subdivision & Land Development,1,49.16435044,-122.7987665,,
7 Eleven #34907,Convenience Store with Gas Station,,13993,Fraser Hwy,V3T4E6,6045895390,SCC,447110,Gasoline Stations with Convenience Stores,15,49.1792836,-122.8348249,,
Happy Days Distributing Ltd,Portable Food Vendor - Flower/Fresh Fruit,,14815,Fraser Hwy,V3R3N6,6048023847,FTC,722330,Mobile Food Services,1,49.17036223,-122.8120337,,
First Memorial Funeral Services Fraser Heights Chapel,Funeral Parlour,,14835,Fraser Hwy,V3R3N6,6045892559,FTC,812210,Funeral Homes,7,49.17028506,-122.8117078,,
Fleetwood Bottle Return Depot Ltd,Recycling Depot,,15093,Fraser Hwy,V3R3P2,6045853544,FTC,418190,Other Recyclable Material Wholesaler-Distributors,8,49.16738674,-122.8042478,,
Milieu Family Services Inc,Employment Training,,15127,Fraser Hwy,V3R3P2,6045810878,FTC,541611,Administrative Management & General Management Consulting Services,10,49.16705928,-122.8033857,,
30 Minute Hit North Surrey,Recreational Facility,,15148,Fraser Hwy,V3R3P1,6044966888,FTC,713940,Fitness & Recreational Sports Centres,2,49.16645275,-122.8028084,,
Respiratory Homecare Solutions,Health Care,,15149,Fraser Hwy,V3R3P2,6046301212,FTC,624190,Other Individual & Family Services,4,49.16686528,-122.8029319,,
Hairtell Salons Inc,Hair Salon/Barber,,15150,Fraser Hwy,V3R3P1,6045897733,FTC,812115,Beauty Salons,2,49.16642295,-122.8027261,,
Harinder Grewal & Co Ltd,Professional Practitioner-Accountant,,15152,Fraser Hwy,V3R3P1,6049304200,FTC,541212,Offices of Accountants,9,49.16653212,-122.8027715,,
Scott Hill Pizza,Restaurant - No Alcohol,,15154,Fraser Hwy,V3R3P1,6045884399,FTC,722110,Restaurants,3,49.16640004,-122.8026669,,
Canuck Signs Inc,"Printer / Publisher,Signage: Printer/Publisher",,15155,Fraser Hwy,V3R3P2,6044983911,FTC,323119,Other Printing,1,49.16679923,-122.8027575,,
Gorgeous Hair Cut Ltd,Hair Salon/Barber,101,15155,Fraser Hwy,V3R3P2,7783958900,FTC,812114,Barber Shops,2,49.16679923,-122.8027575,,
Gorgeous Hair Cut Ltd,Hair Salon/Barber,101,15155,Fraser Hwy,V3R3P2,7783958900,FTC,812115,Beauty Salons,2,49.16679923,-122.8027575,,
Mann Bros Meat Shop Inc,Retail Meat,,15155,Fraser Hwy,V3R3P2,7786889233,FTC,445210,Meat Markets,1,49.16679923,-122.8027575,,
