MAIN_TITLE_CLASS,SUBTITLE_CLASS,USER_,SECONDARY_USER,SERVICE_TYPE,LOCATION,ADDRESS,CITY,PROVINCE,POSTAL_CODE,TELEPHONE,WEBSITE,TIME_,E_MAIL,LONGITUDE,LATITUDE
Education/ESL & Citizenship,Citizenship,new immigrant,,Practice Citizenship Exams,Learning Express,,Richmond,BC,,,www.surreylibraries.ca/research/4729.aspx#L,,,,
Education/ESL & Citizenship,Citizenship,new immigrant,,Practice Citizenship test,Richmond Public Library,,Richmond,BC,,,www.yourlibrary.ca/citizenship/,,,,
Housing,Shelters & Transition/Safe Houses,ALL,,Shelter and Street Help Line,phone line,,,BC,,Tel: 604-875-6381,,,,,
Housing,Housing Supports,senior,special needs,Home Adaptations for Independence (HAFI),,,,BC,,Tel: 604-646-7055,www.bchousing.org/hafi,,hafi@bchousing.org,,
Housing,Housing Supports,ALL,,Home Owner Grant,,,,BC,,Tel: 604-660-2421 or 1-888-355-2700,tinyurl.com/atlkoqy,,,,
Housing,Housing Supports,family with children,,Rental Assistance Program,,,,BC,,Tel: 604-433-2218,www.bchousing.org/Options/Rental_market/RAP,,,,
Housing,Housing Supports,senior,,SAFER (Shelter Aid for Elderly Renters),,,,BC,,Tel: 604-433-2218,www.bchousing.org/Options/Rental_market/SAFER,,,,
Housing,Housing Supports,ALL,,Tenant Resource & Advisory Centre,,,,BC,,Tel: 604-255-0546,www.tenants.bc.ca,,,,
Health Services,Health Services,family with children,,BC Healthy Kids Program,,,,BC,,Tel: 1-866-866-0800 (Press 4 and then 2),tinyurl.com/cmxr3bz,,,,
Health Services,Health Services,ALL,,Fraser Health,,,,BC,,Tel: 604-587-4600,www.fraserhealth.ca,,feedback@fraserhealth.ca,,
Health Services,Health Services,ALL,,Health Information Line,phone line,,,BC,,Tel: 811,,,,,
Health Services,Health Services,ALL,,1-800 Sex Sense Line,phone line,,,BC,,Tel: 1-800-739-7367,,Monday to Friday: 9 am to 9 pm,,,
Health Services,Mental Health Services,ALL,mental health,Car 67,,,,BC,,Tel: 604-599-0502 (police non-emergency) or by dialing 911 (life threatening situations only),,Approximate hours: 2:30 pm to 1 am,,,
Health Services,Mental Health Services,ALL,,Mental Health Information Line,phone line,,Surrey,BC,,Tel: 310-6789,www.heretohelp.bc.ca,,,,
Health Services,Mental Health Services,youth,,MindCheck.ca,online,,,BC,,,www.mindcheck.ca,,,,
Legal Services,Legal Services,ALL,,ClickLaw,,,,BC,,,www.clicklaw.bc.ca,,,,
Legal Services,Legal Services,ALL,,Dial-a-law,,,,BC,,Tel: 604-687-4680,www.dialalaw.org,,,,
Legal Services,Legal Services,senior,,Elder Law Clinic,,,,BC,,Tel: 1-866-437-1940,www.bcceas.ca,,,,
Legal Services,Legal Services,family with children,,Family Law in British Columbia,,,,BC,,,www.familylaw.lss.bc.ca,,,,
Legal Services,Legal Services,family with children,,Family Law Line,phone line,,,BC,,Tel: 1-866-577-2525 press 1, then 2, then 2,,,,,
Legal Services,Legal Services,ALL,,Immigrant Legal: BC's Immigrant Legal Toolkit,,,,BC,,,www.immigrantlegal.ca,,,,
Legal Services,Legal Services,ALL,,Lawyer Referral Service,,,,BC,,Tel: 604-687-3221,,,,,
Legal Services,Legal Services,ALL,,Legal Links,online,,,BC,,,www.surreylibraries.ca/research/4751.aspx,,,,
Legal Services,Legal Services,aboriginal,,Native Courtworker and Counselling Association of  British Columbia,,,,BC,,Tel: 604-985-5355,www.nccabc.ca,,nccabc@nccabc.net,,
Legal Services,Legal Services,ALL,,TRAC: Tenant Resource & Advisory Centre,,,,BC,,Tel: 604-255-0546,www.tenants.bc.ca,,info@tenants.bc.ca,,
Activities in the Community,General Activities,family with children,,Surrey Park Strollers,,,Surrey,BC,,Tel: 604-502-6349,,,,,
Activities in the Community,Children/Teens,ALL,,Park N Play,various parks,,Surrey,BC,,Tel: 604-502-6349,www.surrey.ca/culture-recreation/1818.aspx,,partnersinparks@surrey.ca,,
Activities in the LIBRARY,Children's Activities,family with children,,Book Clubs,various Surrey Libraries,,Surrey,BC,,,www.surreylibraries.ca/programs-services/4923.aspx,,,,
Activities in the LIBRARY,Children's Activities,ALL,,Family Board Games,various Surrey Libraries,,Surrey,BC,,,www.surreylibraries.ca/programs-services/5547.aspx,,,,
Employment & Income,Employment Programs & Services,ALL,,Self Employment and Entrepreneur Development Society (SEEDS),,,Surrey,BC,,Tel: 604-590-4144,www.seedsbdc.com,,admin@seedsbdc.com,,
Employment & Income,Income Supports,senior,,The Allowance and the Allowance for the Survivor (Service Canada),,,,BC,,Tel: 1-800-277-9914,www.servicecanada.gc.ca/eng/home.shtml,Monday to Friday: 8:30 am to 4:00 pm,,,
Employment & Income,Income Supports,ALL,,Apprenticeship Incentive Grant (Service Canada),,,,,,Tel: 1-866-742-3644,www.servicecanada.gc.ca/eng/home.shtml,7:00 am to 8 pm (Eastern Time),,,
Employment & Income,Income Supports,ALL,,The Benefits Finder,,,,,,,tinyurl.com/b6tmwfk,,,,
Employment & Income,Income Supports,senior,,Canada Pension Plan (Service Canada),,,,,,Tel: 1-800-277-9914,,,,,
Employment & Income,Income Supports,ALL,,Canada Pension Plan Survivor Benefits  (Service Canada),,,,,,Tel: 1-800-277-9914,,,,,
Employment & Income,Income Supports,ALL,,Debtors Anonymous,,,,BC,,Tel: 604-878-3328,,,,,
Employment & Income,Income Supports,ALL,,Emergency Income Assistance,,,,BC,,Tel: 604-660-3194 (Self referral),,,,,
Employment & Income,Income Supports,senior,,Guaranteed Income supplement (Service Canada),,,,BC,,Tel: 1-800-277-9914,www.servicecanada.gc.ca/eng/services/pensions/oas/gis/,,,,
Employment & Income,Income Supports,ALL,,Guide to Canadian Scholarships,,,,BC,,,tinyurl.com/bpzr8gu,,,,
Employment & Income,Income Supports,ALL,,Last Post Fund,,,,BC,,Tel: 1-800-465-7113,www.lastpostfund.ca,,,,
Employment & Income,Income Supports,senior,,Old Age Security Pension (Service Canada),,,,BC,,1-800-277-9914,tinyurl.com/at5l3w3,,,,
Employment & Income,Income Supports,special needs,,Registered Disability Savings Plan,,,,BC,,Tel: 1-800-622-6232,,,,,
Employment & Income,Income Supports,family with children,,Rental Assistance Program,,,,BC,,Tel: 604-433-2218,tinyurl.com/bt9tsh2,,,,
Employment & Income,Income Supports,senior,,SAFER (Shelter Aid for Elderly Renters),,,,BC,,Tel: 604-433-2218,tinyurl.com/csduc62,,,,
Employment & Income,Income Supports,ALL,,Veteran Affairs Canada,,,,BC,,Tel: 1-866-522-2122 (English) or 1-866-522-2122 (French),www.vac-acc.gc.ca,,,,
Employment & Income,Tax Benefits,family with children,,Child Tax Benefit,,,,BC,,Tel: 1-800-387-1193,tinyurl.com/cs46wx,,,,
Employment & Income,Tax Benefits,ALL,,GST/HST Credit,,,,BC,,,tinyurl.com/bpm45hc,,,,
Employment & Income,Tax Benefits,family with children,,Universal Child Care Benefit,,,,BC,,1-800-387-1193,tinyurl.com/6dsfyf,,,,
Household Goods,Other Sources,family with children,,Christmas Bureau - Surrey,,,Surrey,BC,,Tel: 604-581-9623,www.surreychristmasbureau.com,,,,
Household Goods,Other Sources,ALL,,Craigslist,,,,BC,,,vancouver.en.craigslist.ca,,,,
Household Goods,Other Sources,ALL,,Energy Conservation Assistance Program from BC Hydro,,,,BC,,Tel: 1-855-598-8428,tinyurl.com/6wzz5n4,,,,
Household Goods,Other Sources,ALL,,Energy Saving Kit from BC Hydro,,,,BC,,Tel: 1-877-431-9463,tinyurl.com/25xsuad,,,,
Household Goods,Other Sources,ALL,,Fridge Buy-back from BC Hydro,,,,BC,,Tel: 1-866-516-4357,tinyurl.com/d6v54p9,,,,
Household Goods,Other Sources,ALL,,Home Repairs - Helping Hands Ministry,,,,BC,,Tel: 604-531-4733 ext. 2999,,,helpinghands@peaceportalalliance.com,,
Household Goods,Other Sources,ALL,,LiveSmart BC,,,,BC,,Tel: 604-224-9376,tinyurl.com/o7yt7hb,,,,
Household Goods,Other Sources,senior,,Senior Citizens' Repair Service,,,,BC,,Tel: 604-529-1100,,,,,
Household Goods,Other Sources,ALL,,Surrey ReUses,,,,BC,,,www.surreyreuses.com,,,,
Activities in the LIBRARY,Movies at the Library,ALL,,Movies,various Surrey Libraries,,,,,,www.surreylibraries.ca/programs-services/5505.aspx,,,,
Activities in the LIBRARY,Adults,single adult,,Social Cafe & Literary Society,various Surrey Libraries,,,,,,www.surreylibraries.ca/programs-services/5496.aspx,,,,
Activities in the LIBRARY,Preteen/Teens,children,youth,Get Your Game On,various Surrey Libraries,,,,,,www.surreylibraries.ca/programs-services/5187.aspx,,,,
Activities in the LIBRARY,Preteen/Teens,children,youth,Book Clubs for Teens,various Surrey Libraries,,,,,,www.surreylibraries.ca/programs-services/5375.aspx,,,,
Activities in the LIBRARY,Children's Activities,family with children,,Family Lego Club,various Surrey Libraries,,Surrey,BC,,,www.surreylibraries.ca/programs-services/5169.aspx,,,,
Activities in the LIBRARY,Free Magazines, Ebooks and More,ALL,,Consumer Reports,various Surrey Libraries,,,,,,www.surreylibraries.ca/research/4747.aspx,,,,
Activities in the LIBRARY,Free Magazines, Ebooks and More,ALL,,Databases,various Surrey Libraries,,,,,,www.surreylibraries.ca/research/4729.aspx,,,,
Activities in the LIBRARY,Free Magazines, Ebooks and More,ALL,,Ebooks,various Surrey Libraries,,,,,,www.surreylibraries.ca/reading/4726.aspx,,,,
Activities in the LIBRARY,Free Magazines, Ebooks and More,ALL,,Freegal,various Surrey Libraries,,,,,,www.surreylibraries.ca/research/4729.aspx#F,,,,
Activities in the LIBRARY,Free Magazines, Ebooks and More,ALL,,Naxos Music Library,various Surrey Libraries,,,,,,www.surreylibraries.ca/research/4729.aspx#N,,,,
Activities in the LIBRARY,Free Magazines, Ebooks and More,ALL,,PressDisplay,various Surrey Libraries,,,,,,www.surreylibraries.ca/research/4729.aspx#P,,,,
Activities in the LIBRARY,Free Magazines, Ebooks and More,ALL,,Zinio Digital Magazines,online,,,,,,www.surreylibraries.ca/reading/4726.aspx,,,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,8tracks.com,online,,,,,,,,,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,CBC,,,,,,,,,Music: music.cbc.ca/ TV/Video: www.cbc.ca/player/,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,Crackle,,,,,,,www.crackle.com,,,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,DaPiff,,,,,,,www.datpiff.com,,,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,Internet Archives,,,,,,,www.archive.org,,,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,National Film Board,,,,,,,www.nfb.ca,,,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,Open Culture,,,,,,,www.openculture.com,,,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,Songza,,,,,,,www.songza.com,,,,
Activities in the LIBRARY,Movies/Music/Arts & Culture Online,ALL,,TV Channels Online,,,,,,,CTV: watch.ctv.ca Comedy Central: www.thecomedynetwork.ca Global TV: www.globaltv.com/video/#video Knowledge Network: www.knowledge.ca/watchnow MuchMusic: www.muchmusic.com/tv/ MTV: www.mtv.ca TV Ontario: ww3.tvo.org/video,,CTV: watch.ctv.ca Comedy Central: www.thecomedynetwork.ca Global TV: www.globaltv.com/video/#video Knowledge Network: www.knowledge.ca/watchnow MuchMusic: www.muchmusic.com/tv/ MTV: www.mtv.ca TV Ontario: ww3.tvo.org/video,,
Transportation,Transportation,ALL,,BC Bus Pass,,,Surrey,BC,,Tel: 1-866-866-0800 (Choose option 4, then option 3),www.buspass.gov.bc.ca,,,,
Transportation,Transportation,ALL,,Concession transit fares,,,,,,,,,,,
Transportation,Transportation,ALL,,Cycling,,,,,,,www.surrey.ca/city-services/7773.aspx,,,,
Transportation,Transportation,ALL,,Faresaver/Translink passes,,,,,,,,,,,
Transportation,Transportation,ALL,,HandyCard,,,,,,Tel: 604-953-3000,tinyurl.com/a8227ty,,,,
Transportation,Transportation,special needs,,HandyDART,,,,,,Tel: 604-575-6600,tinyurl.com/ajghj82,,,,
Transportation,Transportation,ALL,,Taxi Saver Program,,,,,,Tel: 778-452-2860,,,,,
Housing,Shelters & Transition/Safe Houses,women,,AGNES Program (A Good Night's Sleep),,confidential address,,BC,,Tel: 604-590-2304 ext. 223,,,,,
Housing,Shelters & Transition/Safe Houses,women,youth,All Nations Youth Safe House,,confidential address,,BC,,Tel: 604-584-2625,,,,,
Housing,Shelters & Transition/Safe Houses,women,,Atira WomenÆs Resource Society,,confidential address,,BC,,Tel: 604-542-9992,www.atira.bc.ca,,,,
Housing,Shelters & Transition/Safe Houses,women,senior,Ama House (Atira),,confidential address,,BC,,Tel: 604-542-5992,,,,,
Housing,Shelters & Transition/Safe Houses,women,,Durrant House (Atira),,confidential address,,BC,,Tel: 604-531-9151,,,,,
Housing,Shelters & Transition/Safe Houses,women,,Koomseh 2nd Stage Housing (Atira),,confidential address,,BC,,Tel: 604-501-9294,,,,,
Housing,Shelters & Transition/Safe Houses,women,children,Shimai Transition House (Atira),,confidential address,,BC,,Tel: 604-581-9100,,,,,
Housing,Shelters & Transition/Safe Houses,women,children,Maxxine Wright Shelter (Atira),,confidential address,,BC,,Tel: 604-580-2915,,,,,
Housing,Shelters & Transition/Safe Houses,women,children,Maxxine Wright Second Stage (Atira),,confidential address,,BC,,Tel: 604-581-2121,,,,,
Housing,Shelters & Transition/Safe Houses,women,,Cynthia's Place,,confidential address,Surrey,BC,,Tel: 604-582-2456,,,,,
Housing,Shelters & Transition/Safe Houses,women,children,Evergreen Transition House,,confidential address,Surrey,BC,,Tel: 604-584-3301,tinyurl.com/bta5277,,,,
Housing,Shelters & Transition/Safe Houses,women,children,Sheena's Place,,confidential address,Surrey,BC,,Tel: 604-581-1538,,,,,
Housing,Shelters & Transition/Safe Houses,women,children,Virginia Sam Transition House,,confidential address,,BC,,Tel: 604-572-5116,tinyurl.com/bta5277,,,,
Food,Meals on Wheels,ALL,,White Rock,,PO Box 39587 WR Postal Outlet,Surrey,BC,V4A 0A9,Tel: 604-541-6325,,,,,
Education/ESL & Citizenship,Computer Classes,special needs,,Computer Comfort,Neil Squire Society,2250 Boundary Road,Burnaby,BC,V5M 3Z3,Tel: 604-473-9363,www.neilsquire.ca,,,,
Education/ESL & Citizenship,Computer Classes,special needs,,Computer Comfort (Distance),,2250 Boundary Road,Burnaby,BC,V5M 3Z4,Tel: 604-473-9364,www.neilsquire.ca,,,,
Education/ESL & Citizenship,Computer Classes,senior,,White Rock SeniorÆs Computer Club,,1475 Kent St.,White Rock,BC,,Tel: 604-541-2231,www.whiterockseniorscomputerclub.com,Lectures Wed 12:30 pm to 2:30 pm,,,
Housing,Housing Referral & Registry Services,ALL,,BC Housing,,101 4555 Kingsway,Burnaby,BC,V5H 4V9,Tel: 604-433-2218,www.bchousing.org,Drop in hours: Monday to Friday 8:30 am to 4:30 pm,,,
Housing,Housing Referral & Registry Services,ALL,,Co-operative Housing Federation of BC (CHF BC),,1651 Commercial Drive,Vancouver,BC,V5L 3Y3,Tel: 604-879-5111,www.chf.bc.ca,,info@chf.bc.ca,,
Housing,Housing Referral & Registry Services,senior,,Seniors Services Society,,750 Carnarvon St.,New Westminster,BC,V3M 1E7,Tel: 604-520-6621,www.seniorsservicessociety.ca,,info@seniorsservicessociety.ca,,
Housing,Affordable Housing Sites,senior,,Evergreen Heights Assisted Living,,1501 Everall St.,White Rock,BC,,Tel: 604-541-3817,www.evergreen-home.com,,,,
Housing,Affordable Housing Sites,family with children,,West Fraser Housing Society,,20101 Michaud Crescent,Langley,BC,V3A 8L9,Tel: 604-530-0062,,,,,
Housing,Shelters & Transition/Safe Houses,women,,Ishtar Transition Housing Society,,6350 203 St.,Langley,BC,,Tel: 604-534-1011,www.ishtarsociety.org,,,,
Health Services,Dental Care,ALL,,SOURCES BC Dental Clinic,,1461 Johnston Rd.,White Rock,BC,,Tel: 604-542-4357,www.sourcesbc.ca,,,,
Health Services,Dental Care,ALL,,UBC Dental Clinic,,2151 Westbrook Mall,Vancouver,BC,,Tel: 604-822-2112,www.dentistry.ubc.ca/Treatment/default.asp,Monday to Friday (September to May): 8:15 am to 5 pm,,,
Health Services,Dental Care,ALL,,Vancouver Community College û Dentures/Hygiene,,250 West Pender St.,Vancouver,BC,V6B 1S9,Tel: 604-443-8499 (hygiene)    604-443-8500 (dentures),,,,,
Health Services,Public Health Units:,ALL,,White Rock/South Surrey Public Health Unit,,15476 Vine Avenue,White Rock,BC,V4B 5M2,Phone: 604-542-4000,tinyurl.com/baevenw,Monday to Friday: 8:30 am to 4:30 pm,,,
Health Services,Mental Health Services,mental health,,The Whale House,,15877 Pacific Avenue,White Rock,BC,V4B 1S8,Tel: 604-536-3480,tinyurl.com/aq844c7,,,,
Health Services,Mental Health Services,,,White Rock/South Surrey  Mental Health Office,,15521 Russell Avenue,White Rock,BC,V4B 2R4,Tel: 604-541-6844,,,,,
Legal Services,Legal Services,ALL,,Community Legal Assistance Society (CLAS),,1140 West Pender Street,Vancouver,BC,V6E 4G1,Tel: 604-685-3425,www.clasbc.net,,,,
Legal Services,Legal Services,ALL,,Law Students Legal Advice Program,,1822 East Mall,Vancouver,BC,V6T 1Z1,Tel: 604-822-5791,www.lslap.bc.ca,,,,
Legal Services,Legal Services,senior,,Seniors Legal Help,Kent Street Activity Centre,1475 Kent Street,White Rock,BC,V4B 5A2,Tel: 604-541-2231,,,,,
Legal Services,Legal Services,ALL,,Wills Clinic,Access Pro Bono,800 HornbyáStreet,Vancouver,BC,,Tel: 604-424-9600,,,willsclinic@accessprobono.ca,,
Activities in the Community,General Activities,ALL,,Community Visitors,,1461 Johnston Rd.,White Rock,BC,,Tel: 604-542-4357,www.sourcesbc.ca,,volunteerservices@sourcesbc.ca,,
Employment & Income,Work BC Centres,ALL,,Work BC Centres,WorkBC û Delta,11861 88 Avenue,Delta,BC,V4C 3C6,Tel: (604) 591-9116,www.bgccs.bc.ca,9 am to 5 pm (not stat holidays),info@escdelta.ca,,
Employment & Income,Work BC Centres,ALL,,Work BC Centres,WorkBC û Whiterock/South Surrey,208 - 1461 Johnston Road,White Rock,BC,,Tel:  (604) 542-7590,www.sourcesbc.ca,Monday to Friday: 8:30 am to 4:30 pm,,,
Employment & Income,Employment Programs & Services,special needs,,Employ-ability,,2250 Boundary Road,Burnaby,BC,V5M 3Z3,Tel: 604-473-9363,www.neilsquire.ca,Monday to Friday: 10 am to 3:30 pm,,,
Employment & Income,Employment Programs & Services,ALL,,Job Options BC,Progressive Intercultural Community Services,15547 Marine Drive,White Rock,BC,V4B 1C9,Tel: 604-531-8299,www.myjoboptionsbc.ca,,danny.pendhall@pics.bc.ca,,
Employment & Income,Income Supports,aboriginal,,Post-Secondary Student Support Program,Native Education College - Student Services Office,285 East 5th Ave.,Vancouver,BC,V5T 1H2,Phone: (604) 873-873-3761 ext. 325,tinyurl.com/asuwrtn,,,,
Employment & Income,Tax Benefits,ALL,,Income Tax Clinic @SOURCES BC,White Rock,1461 Johnston Rd.,White Rock,BC,,Tel: 604-542-4357,www.sourcesbc.ca,,,,
Household Goods,Thrift Stores,ALL,,Delta Hospice Cottage Thrift Store,,1521 56 St.,Delta,BC,V4L 2A9,Tel: 604-943-4348,,Tuesday and Thursday 9:30 am to 7 pm and Wednesday, Friday and Saturday 9:30 am to 4 pm,,,
Household Goods,Thrift Stores,ALL,,Delta Hospital Auxiliary Thrift Shop,,4816 Delta St.,Delta,BC,V4K 4J2,Tel: 604-946-1455,,,,,
Household Goods,Thrift Stores,ALL,,The Living Room Store,,1233 Johnston St.,White Rock,BC,,Tel:604-536-3545,,,,,
Household Goods,Thrift Stores,ALL,,M.C.C. Furniture and More,,31877 South Fraser Way,Abbotsford,BC,V2T 1V4,Tel: 604-854-2062,www.thrift.mcc.org/shops/abbotsford-furniture-and-more,,partnersinparks@surrey.ca,,
Household Goods,Thrift Stores,ALL,,Penny Pincher,,20211 56 Ave.,Langley,BC,V3A 3Y6,Tel: 604-530-3232,,,,,
Household Goods,Thrift Stores,ALL,,Penny Savers' Thrift Shop,(On the border of Surrey),11961 82 Ave.,Delta,BC,V4C 2C6,Tel: 604-501-2111,,Monday to Friday: 10 am to 4pm,,,
Household Goods,Thrift Stores,ALL,,Salvation Army Thrift Stores,Langley,19868 Langley Bypass,Langley,BC,V3A 4Y1,Tel: 604-530-1321,,,,,
Household Goods,Thrift Stores,ALL,,Salvation Army Thrift Stores,White Rock,1327 Johnston Road,White Rock,BC,V4B 3Z3,Tel: 604-531-6494,,,,,
Household Goods,Thrift Stores,ALL,,Second Story Treasures Thrift Store,,20349 88 Ave.,Langley,BC,V1M 2K5,Tel: 604-513-9319,,Tuesday to Saturday: 10 am to  5 pm,,,
Household Goods,Thrift Stores,ALL,,Superfluity Thrift Shop,,15163 Prospect Ave.,White Rock,BC,,Tel: 604-536-7744,,,,,
Household Goods,Thrift Stores,ALL,,Talize,,11930 88th Avenue,Delta,BC,V4C 3C8,Tel: 604-599-6116,,,,,
Household Goods,Thrift Stores,ALL,,Worldserve Thrift,,1401 Johnston,White Rock,BC,,Tel: 778-294-6800,,Monday to Saturday: 9 am to 5 pm,,,
Household Goods,Other Sources,ALL,,FreeGeek computers,,1820 Pandora St.,,Vancouver,BC,,Tel: 604-879-GEEK (4335),www.freegeekvancouver.org,Tuesday to Saturday: 11 am to 6 pm,,,
Household Goods,Other Sources,children,,Once Upon a Child,,20121 Willowbrook Drive,Langley,BC,V2Y 0L3,Tel: 604-510-6822,www.onceuponachildlangley.com,,,,
Household Goods,Other Sources,ALL,,WRAGS,,370 3771 Jacombs Rd.,Richmond,BC,V6V 2L9,Tel: 604-214-0613,www.wrags.net,7 days a week: 12 pm to 4 pm,,,
Food,Free or Low Cost Meals,ALL,,Gateway of Hope,,5787 Langley Bypass,Langley,BC,,Tel: 604-514-7375,www.gatewayofhope.ca,Lunch: Monday, Wednesday, Friday and Saturday at 12:30 pm; Dinner: Tuesday, Thursday and Sunday at 5 pm,info@gatewayofhope.ca,,
Food,Free or Low Cost Meals,ALL,,St. John's Presbyterian Church,,1480 George Street,White Rock,BC,V4B 4A3,Tel: (604) 536-9322,,Friday lunch program: 11:30 am to 1:00 pm. Cost: By Donation,,,
Food,Free or Low Cost Meals,ALL,,Star of the Sea Soup Kitchen,,15262 Pacific Ave,White Rock,BC,,Tel: 604-531-5739,,Meals Tuesday: 4:15 pm to 6 pm,,,
Food,Food Banks,ALL,,White Rock Community Church,,15417 Roper Avenue,White Rock,BC,,Tel: 604-531-7314,,Tuesdays and Fridays: 10 am to 12 pm,,,
Health Services,Counselling,ALL,,British Columbia Bereavement Hotline,phone number,,,,,1-877-779-2223,,,,,
Health Services,Counselling,ALL,,Counselling Programs,DiverseCity,,,,,604-597-0205 ext. 1202,www.dcrs.ca/services/family-services/counselling-programs/,,,,
Health Services,Counselling,ALL,,Counselling Services,SourcesBC,882 Maple St,White Rock,BC,,604-538-2522,www.sourcesbc.ca,,,,
Health Services,Counselling,ALL,,Family Counselling,Options,,,,,604-502-5385,www.scss.ca/counselling/family-counselling,,,,
Health Services,Counselling,aboriginal,,Residential Historical Abuse Counselling,Options,,,,,604-777-8412,www.scss.ca/counselling/residential-historical-abuse-program,,,,
Health Services,Counselling,children,youth,Suicide Prevention, Education and Counselling,Options,,,,,604-584-5811,www.scss.ca/counselling/suicide-prevention-education-and-counselling,,,,
Health Services,Counselling,seniors,,Phone Line for Senior’s Care,Fraser Health Authority,,,,,1-855-412-2121,,,,,
Health Services,Mental Health Services,ALL,,Fraser Health Crisis Line,Fraser Health,,,,,Tel: 1-877-820-7444,,24 hours a day,,,
Activities in the Community,Leisure Activities,ALL,<Null>,Leisure Access Program,<Null>,<Null>,Surrey,BC,<Null>,,http://www.surrey.ca/culture-recreation/1773.aspx,,,,
Activities in the Community,Community Grants,ALL,<Null>,Community Beautification Grants,<Null>,<Null>,<Null>,,,,https://www.surrey.ca/community/555.aspx,<Null>,<Null>,,
Activities in the Community,General Activities,ALL,<Null>,City of Surrey - Events,,,,,,,www.surrey.ca/culture-recreation/6138.aspx,,,,
Activities in the Community,Children/Teens,children,,City of Surrey - Kids Page,,,,,,,www.surrey.ca/kids,,,,
Activities in the Community,General Activities,ALL,<Null>,Surrey Parks,<Null>,,,,,,www.surrey.ca/culture-recreation/2015.aspx,,,,
Activities in the LIBRARY,Children's Activities,children,<Null>,Dog Tales,<Null>,<Null>,<Null>,,,,www.surreylibraries.ca/programs-services/5585.aspx,,,,
Activities in the LIBRARY,Children's Activities,children,<Null>,Family Craft Hour,City Centre Library,,,,,,,,,,
Activities in the LIBRARY,Children's Activities,children,,Games Kiosk,Surrey Libraries,,,,,,www.surreylibraries.ca/programs-services/5215.aspx,,,,
Activities in the LIBRARY,Children's Activities,children,<Null>,Kids Computer Camps,Surrey Libraries,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/programs-services/4935.aspx,<Null>,<Null>,,
Activities in the LIBRARY,Children's Activities,children,<Null>,Saturday Specials,City Centre Library,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/programs-services/5486.aspx,Once-a-month on Saturdays,<Null>,,
Activities in the LIBRARY,Children's Activities,children,<Null>,Storytimes,Surrey Libraries,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/programs-services/4925.aspx,<Null>,,,
Activities in the LIBRARY,Preteen/Teens,youth,<Null>,Fab Fridays,Strawberry Hill LIbrary,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/programs-services/5171.aspx,<Null>,<Null>,,
Activities in the LIBRARY,Preteen/Teens,youth,<Null>,Teen Advisory Group,Surrey Libraries,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/programs-services/4867.aspx,<Null>,<Null>,,
Activities in the LIBRARY,Preteen/Teens,youth,<Null,Teen Anime Club,City Centre Library,<Null>,<Null>,<Null>,<Null>,Tel: 604-598-7442,www.surreylibraries.ca/programs-services/5540.aspx,<Null>,,,
Activities in the LIBRARY,Preteen/Teens,youth,<Null>,Teen Philosopher's Cafe,City Centre Library,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/programs-services/5530.aspx,,,,
Activities in the LIBRARY,Preteen/Teens,youth,<Null>,Teen Writer's Circles,Surrey Libraries,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/programs-services/5449.aspx,<Null>,trhockin@surrey.ca,,
Activities in the LIBRARY,Adults,adult,<Null>,Book Clubs,Surrey Libraries,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/programs-services/5451.aspx,,,,
Activities in the LIBRARY,Adults,adult,,Crafters Club,Port Kells,,,,,,www.surreylibraries.ca/programs-services/5496.aspx,<Null>,<Null>,,
Activities in the LIBRARY,Movies for Home,ALL,<Null>,Movies,Surrey Libraries,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/,,,,
Legal Services,Legal Services,ALL,<Null>,Access Pro-bono Legal Clinics,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,www.accessprobono.ca/summary-legal-advice-program,<Null>,<Null>,,
Employment & Income,Employment Programs & Services,ALL,<Null>,Career Cruising,Surrey Libraries,<Null>,<Null>,<Null>,<Null>,<Null>,www.surreylibraries.ca/5673.aspx,<Null>,<Null>,,
Employment & Income,Employment Programs & Services,ALL,<Null>,Douglas College,<Null>,,,,,,www.development.douglas.bc.ca/training-community-education/skills-connect.html,,,,
