SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,MINCODE,SCHOOL_NAME,NUM_OF_SCHOOLS_IN_DATA_LEVEL,TOTAL_CLASSES,CLASSES_WITH_ED_ASSIST,TOTAL_CLASSES_GREATER_30,AVG_CLASS_SIZE_K,AVG_CLASS_SIZE_1_3,AVG_CLASS_SIZE_4_7,AVG_CLASS_SIZE_8_12
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636079,L A Matheson Secondary,1,252,45,7,,,,22.8
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636079,L A Matheson Secondary,1,263,41,12,,,,22.1
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636079,L A Matheson Secondary,1,319,37,10,,,,17.4
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,50,7,2,20,21.3,27.1,20.3
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,32,3,,20,21.5,26.9,23
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,32,,,20,22.5,27,24.5
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,30,3,,15.7,20.3,25.5,15
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,17,17,,20.5,18.6,21.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,18,12,,17.7,18.1,20.4,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,19,19,,18.7,19.6,18.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,17,13,,15.7,22.4,22.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,14,14,,21,21.1,28.4,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,14,10,,19.5,22.2,28.3,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636080,Surrey Traditional,1,14,9,,18,20.8,29.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,24,8,,19.7,18.6,22.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,23,6,,18.3,19.3,21.3,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,23,23,,20.3,18.7,23.5,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,24,11,,21,19.5,23.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,25,25,,20.5,20.4,23.9,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,25,23,,19,20.2,24.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,25,23,,15.3,18.1,22.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,23,23,,17.7,20.3,26.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,23,22,,19,20,23.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,24,24,,17.5,19.9,25.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636081,Holly Elementary,1,25,18,,19,21.7,25.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,22,13,,17.3,21.3,26.2,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,22,20,,16,20.2,25.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,21,20,,19.7,21.8,25.7,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,23,9,,21,19.8,24.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,22,22,,19.3,21.1,26,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,23,23,,19.5,21.8,24.1,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,22,13,,20.7,22.7,24.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,23,22,,19.8,20.8,27.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,23,13,,20.8,21.6,29.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,23,18,,19,21.9,25.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636082,Georges Vanier Elementary,1,22,21,,19.4,21.2,28.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,9,6,,12.5,20.3,25.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,8,5,,19,20.7,25.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,8,8,,22,22,26,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,8,5,,22,22.6,26.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,8,8,,19,20,24.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,8,7,,20,20.3,21,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,8,8,,20,19.3,20.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,8,8,,21,19.7,22.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,8,7,,16,22.3,18,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,6,6,,19,23.9,23.4,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636084,Ellendale Elementary,1,6,6,,20.3,20.6,27.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,22,7,,18.3,21.8,21.9,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,21,11,,20.2,20.5,23.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,21,16,,19.3,21.5,23.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,22,22,,20.5,21.2,24.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,23,23,,20.5,21.3,24.9,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,23,20,,19.8,22.4,26.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,26,11,,20.6,20.4,24.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,24,22,,21,20.4,27,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,24,7,,18.8,21.8,27.5,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,24,15,,20,21.5,27.4,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636087,Simon Cunningham Elementary,1,24,19,,20.3,22.3,28,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,13,7,,13,22.6,25.9,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,13,13,,16,18.1,23.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,13,13,,15.5,18.8,21.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,12,6,,17,19.5,23.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,13,7,,15.5,21.1,24.1,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,14,12,,16,20.7,21.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,14,14,,19,19.7,20.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,13,10,,17,21.3,23,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,13,6,,18.5,21.5,23.6,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,13,3,,18.5,21.2,25.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636089,Jessie Lee Elementary,1,14,7,,20.4,21.7,25,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,17,6,,16.6,20.1,25.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,18,15,,15.3,19.3,27.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,17,13,,18.4,20.3,23.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,16,15,,16.3,19.4,26.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,17,14,,19.7,21,24.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,18,18,,18,21.3,23.4,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,20,20,,15,20.1,21.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,18,10,,19.7,20.7,23,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,17,11,,19.4,20.7,27,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,17,10,,22,22.9,28.6,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636090,George Greenaway Elementary,1,19,11,,19,21.8,26.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636101,East Clayton Elementary,1,7,2,,20.5,20,,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636101,East Clayton Elementary,1,8,3,,19.4,22.5,,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636101,East Clayton Elementary,1,10,6,,19.7,21.9,,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,247,26,28,,,,26.8
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,255,21,47,,,,27.1
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,247,26,31,,,,27.1
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,260,29,21,,,,26.8
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,267,37,19,,,,26.7
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,309,38,22,,,,26.3
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,346,56,6,,,,24.7
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,342,31,4,,,,24.7
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,361,45,4,,,,24.1
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,334,71,,,,,25.1
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636105,Earl Marriott Secondary,1,379,66,2,,,,22.1
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,171,19,5,,,,26.4
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,170,19,7,,,,25.2
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,171,34,3,,,,26.4
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,170,43,24,,,,26.2
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,177,38,3,,,,26.2
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,195,65,16,,,,25.8
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,230,50,1,,,,21.7
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,231,45,5,,,,21.9
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,236,69,1,,,,21.8
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,234,56,3,,,,21.5
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636106,Frank Hurt Secondary,1,317,169,,,,,17.2
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,20,8,,17.3,18.6,26.2,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,20,18,,16,19.5,25.7,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,20,20,,18.3,21.2,24,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,20,17,,20,19.3,24.1,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,20,20,,16.3,20.1,24.9,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,19,19,,17,19.1,27.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,20,20,,19.3,20.6,24.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,18,18,,18,21.7,27,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,18,9,,18,21.9,26.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,18,7,,16.3,20.4,26.3,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636107,Betty Huff Elementary,1,17,7,,18.5,20.3,25.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,26,6,,17.5,20.1,25.2,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,25,5,,16.8,21.3,24.6,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,25,13,,18.3,21.5,24.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,24,14,,15.8,20.9,25.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,22,13,,21,20.4,25.4,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,22,18,,18,20.2,25.4,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,21,11,,17,21.6,25.4,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,20,7,,20.6,21.9,25.6,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,20,12,,19.7,22.1,25.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,20,11,,21,22.9,24.9,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636109,Strawberry Hill Elementary,1,20,20,,17.3,23,27.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,26,7,,19.3,19.8,26.5,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,26,10,,18.5,21.1,26.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,26,7,,17,21.9,26.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,25,21,,21.4,20.9,25.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,25,20,,20,18.4,27.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,24,17,,18.3,20.5,26.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,23,15,,19.8,20.8,26.3,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,23,16,,19.5,21.8,27.2,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,22,8,,19.5,21.9,26.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,21,11,,19.7,22.2,27.1,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636111,Cindrich Elementary,1,20,17,,19.4,22.6,27.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,18,8,,21,22,26.9,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,18,11,,20.8,20.4,25.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,17,13,,16.7,21.6,27.3,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,16,14,,18.7,20.3,25.7,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,16,16,,19.3,22.2,26.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,16,14,,17.3,20.7,26.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,17,12,,17.6,20,23.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,14,8,,19.2,21.8,26.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,14,8,,20.5,19.8,27.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,14,13,,21.5,20,28.4,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636112,Creekside Elementary,1,14,12,,19,21.9,26.2,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,203,12,4,,,,26.9
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,202,25,5,,,,26.9
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,208,19,11,,,,26.8
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,204,63,16,,,,26.9
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,219,22,13,,,,26.6
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,202,28,5,,,,26.9
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,242,32,2,,,,22.7
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,231,31,2,,,,22.6
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,239,37,1,,,,22.2
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,235,26,2,,,,23.2
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636114,Enver Creek Secondary,1,296,39,1,,,,18.4
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,20,8,,13.7,18,23.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,18,14,,18.4,18.1,25,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,18,18,,18.2,20.4,25.7,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,17,17,,18.5,19,25.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,17,17,,19.3,21.7,25.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,18,16,,15.7,19.6,25.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,19,15,,14,17.8,23.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,16,15,,20.4,21.6,24.7,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,16,15,,19.5,23.7,24.1,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,15,14,,21,21.9,27,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636116,W E Kinvig Elementary,1,15,15,,22,22.3,26.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,21,5,,19.3,21.6,24.9,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,21,4,,21.3,22.6,23.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,20,3,1,21.5,22.7,25.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,20,5,,20,22.8,23.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,20,4,,16,22.8,24.4,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,16,5,,17.7,22.8,26.6,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,16,11,,20.3,22.4,27.3,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,16,7,,20,23.3,29.8,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,17,6,,20,23.3,27.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,18,6,,20,21.5,26.4,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636117,Laronde Elementary,1,18,,,21,22.6,29.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,12,6,,19,21.5,25.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,12,11,,14,20.6,25.2,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,11,10,,19.6,20.4,25.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,11,9,,16.7,22.3,25.6,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,11,7,,20.7,21.1,25.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636118,South Meridian Elementary,1,11,7,,16.4,20.7,29.6,
